t1,t2,t3,t4,t5,t6,t7,exp_ma,hour,slope1,slope2,curr_pred,actual
10.77,10.77,10.77,10.77,10.77,10.77,10.77,143.385690855,10,1.959999999999999,5.710000000000001,10.77,21.8
16.48,16.48,16.48,16.48,16.48,16.48,16.48,143.385690855,11,5.710000000000001,-1.1500000000000004,16.48,18.51
15.33,15.33,15.33,15.33,15.33,15.33,15.33,143.385690855,12,-1.1500000000000004,5.200000000000001,15.33,20.26
20.53,20.53,20.53,20.53,20.53,20.53,20.53,143.385690855,13,5.200000000000001,-0.9400000000000013,20.53,21.44
19.59,19.59,19.59,19.59,19.59,19.59,19.59,143.385690855,14,-0.9400000000000013,-4.76,19.59,20.82
14.83,14.83,14.83,14.83,14.83,14.83,14.83,143.385690855,15,-4.76,-9.71,14.83,18.22
5.12,5.12,5.12,5.12,5.12,5.12,5.12,143.385690855,16,-9.71,-4.99,5.12,11.14
0.13,0.13,0.13,0.13,0.13,0.13,0.13,143.385690855,17,-4.99,-0.13,0.13,0.19
0,0,0,0,0,0,0,143.385690855,18,-0.13,0,0,0
0,0,0,0,0,0,0,143.385690855,19,0,0,0,0
0,0,0,0,0,0,0,143.385690855,20,0,0,0,0
0,0,0,0,0,0,0,143.385690855,21,0,0,0,0
0,0,0,0,0,0,0,143.385690855,22,0,0,0,0
0,0,0,0,0,0,0,143.385690855,23,0,0,0,0
0,0,0,0,0,0,0,142.905539879,0,0,0,0,0
0,0,0,0,0,0,0,142.905539879,1,0,0,0,0
0,0,0,0,0,0,0,142.905539879,2,0,0,0,0
0,0,0,0,0,0,0,142.905539879,3,0,0,0,0
0,0,0,0,0,0,0,142.905539879,4,0,0,0,0
0,0,0,0,0,0,0,142.905539879,5,0,0.23,0,0
0.23,0.23,0.23,0.23,0.23,0.23,0.23,142.905539879,6,0.23,6.02,0.23,0.0
6.25,6.25,6.25,6.25,6.25,6.25,6.25,142.905539879,7,6.02,5.23,6.25,5.19
11.48,11.48,11.48,11.48,11.48,11.48,11.48,142.905539879,8,5.23,7.129999999999999,11.48,13.41
18.61,18.61,18.61,18.61,18.61,18.61,18.61,142.905539879,9,7.129999999999999,-0.9699999999999989,18.61,17.42
17.64,17.64,17.64,17.64,17.64,17.64,17.64,142.905539879,10,-0.9699999999999989,-0.030000000000001137,17.64,19.2
17.61,17.61,17.61,17.61,17.61,17.61,17.61,142.905539879,11,-0.030000000000001137,3.25,17.61,20.16
20.86,20.86,20.86,20.86,20.86,20.86,20.86,142.905539879,12,3.25,-3.9399999999999977,20.86,19.73
16.92,16.92,16.92,16.92,16.92,16.92,16.92,142.905539879,13,-3.9399999999999977,-6.230000000000002,16.92,18.63
10.69,10.69,10.69,10.69,10.69,10.69,10.69,142.905539879,14,-6.230000000000002,-3.76,10.69,15.14
6.93,6.93,6.93,6.93,6.93,6.93,6.93,142.905539879,15,-3.76,-4.9,6.93,12.43
2.03,2.03,2.03,2.03,2.03,2.03,2.03,142.905539879,16,-4.9,-1.9899999999999998,2.03,8.02
0.04,0.04,0.04,0.04,0.04,0.04,0.04,142.905539879,17,-1.9899999999999998,-0.04,0.04,0.14
0,0,0,0,0,0,0,142.905539879,18,-0.04,0,0,0
0,0,0,0,0,0,0,142.905539879,19,0,0,0,0
0,0,0,0,0,0,0,142.905539879,20,0,0,0,0
0,0,0,0,0,0,0,142.905539879,21,0,0,0,0
0,0,0,0,0,0,0,142.905539879,22,0,0,0,0
0,0,0,0,0,0,0,142.905539879,23,0,0,0,0
0,0,0,0,0,0,0,141.850739914,0,0,0,0,0
0,0,0,0,0,0,0,141.850739914,1,0,0,0,0
0,0,0,0,0,0,0,141.850739914,2,0,0,0,0
0,0,0,0,0,0,0,141.850739914,3,0,0,0,0
0,0,0,0,0,0,0,141.850739914,4,0,0,0,0
0,0,0,0,0,0,0,141.850739914,5,0,0.21,0,0
0.21,0.21,0.21,0.21,0.21,0.21,0.21,141.850739914,6,0.21,3.87,0.21,0.0
4.08,4.08,4.08,4.08,4.08,4.08,4.08,141.850739914,7,3.87,4.779999999999999,4.08,1.25
8.86,8.86,8.86,8.86,8.86,8.86,8.86,141.850739914,8,4.779999999999999,1.5700000000000003,8.86,6.6
10.43,10.43,10.43,10.43,10.43,10.43,10.43,141.850739914,9,1.5700000000000003,2.2699999999999996,10.43,9.86
12.7,12.7,12.7,12.7,12.7,12.7,12.7,141.850739914,10,2.2699999999999996,2.370000000000001,12.7,12.2
15.07,15.07,15.07,15.07,15.07,15.07,15.07,141.850739914,11,2.370000000000001,-0.4299999999999997,15.07,13.53
14.64,14.64,14.64,14.64,14.64,14.64,14.64,141.850739914,12,-0.4299999999999997,0.5999999999999996,14.64,15.8
15.24,15.24,15.24,15.24,15.24,15.24,15.24,141.850739914,13,0.5999999999999996,-1.290000000000001,15.24,15.94
13.95,13.95,13.95,13.95,13.95,13.95,13.95,141.850739914,14,-1.290000000000001,-2.26,13.95,14.96
11.69,11.69,11.69,11.69,11.69,11.69,11.69,141.850739914,15,-2.26,-6.7299999999999995,11.69,11.9
4.96,4.96,4.96,4.96,4.96,4.96,4.96,141.850739914,16,-6.7299999999999995,-4.85,4.96,6.71
0.11,0.11,0.11,0.11,0.11,0.11,0.11,141.850739914,17,-4.85,-0.11,0.11,0.11
0,0,0,0,0,0,0,141.850739914,18,-0.11,0,0,0
0,0,0,0,0,0,0,141.850739914,19,0,0,0,0
0,0,0,0,0,0,0,141.850739914,20,0,0,0,0
0,0,0,0,0,0,0,141.850739914,21,0,0,0,0
0,0,0,0,0,0,0,141.850739914,22,0,0,0,0
0,0,0,0,0,0,0,141.850739914,23,0,0,0,0
0,0,0,0,0,0,0,141.209977056,0,0,0,0,0
0,0,0,0,0,0,0,141.209977056,1,0,0,0,0
0,0,0,0,0,0,0,141.209977056,2,0,0,0,0
0,0,0,0,0,0,0,141.209977056,3,0,0,0,0
0,0,0,0,0,0,0,141.209977056,4,0,0,0,0
0,0,0,0,0,0,0,141.209977056,5,0,0.65,0,0
0.65,0.65,0.65,0.65,0.65,0.65,0.65,141.209977056,6,0.65,11.049999999999999,0.65,0.0
11.7,11.7,11.7,11.7,11.7,11.7,11.7,141.209977056,7,11.049999999999999,-1.0299999999999994,11.7,6.47
10.67,10.67,10.67,10.67,10.67,10.67,10.67,141.209977056,8,-1.0299999999999994,4.960000000000001,10.67,16.98
15.63,15.63,15.63,15.63,15.63,15.63,15.63,141.209977056,9,4.960000000000001,0.20999999999999908,15.63,21.94
15.84,15.84,15.84,15.84,15.84,15.84,15.84,141.209977056,10,0.20999999999999908,2.59,15.84,23.77
18.43,18.43,18.43,18.43,18.43,18.43,18.43,141.209977056,11,2.59,-3.2699999999999996,18.43,24.45
15.16,15.16,15.16,15.16,15.16,15.16,15.16,141.209977056,12,-3.2699999999999996,-2.49,15.16,24.88
12.67,12.67,12.67,12.67,12.67,12.67,12.67,141.209977056,13,-2.49,-2.49,12.67,24.71
10.18,10.18,10.18,10.18,10.18,10.18,10.18,141.209977056,14,-2.49,-1.9800000000000004,10.18,23.54
8.2,8.2,8.2,8.2,8.2,8.2,8.2,141.209977056,15,-1.9800000000000004,-4.389999999999999,8.2,20.53
3.81,3.81,3.81,3.81,3.81,3.81,3.81,141.209977056,16,-4.389999999999999,-3.71,3.81,12.97
0.1,0.1,0.1,0.1,0.1,0.1,0.1,141.209977056,17,-3.71,-0.1,0.1,0.22
0,0,0,0,0,0,0,141.209977056,18,-0.1,0,0,0
0,0,0,0,0,0,0,141.209977056,19,0,0,0,0
0,0,0,0,0,0,0,141.209977056,20,0,0,0,0
0,0,0,0,0,0,0,141.209977056,21,0,0,0,0
0,0,0,0,0,0,0,141.209977056,22,0,0,0,0
0,0,0,0,0,0,0,141.209977056,23,0,0,0,0
0,0,0,0,0,0,0,142.018990026,0,0,0,0,0
0,0,0,0,0,0,0,142.018990026,1,0,0,0,0
0,0,0,0,0,0,0,142.018990026,2,0,0,0,0
0,0,0,0,0,0,0,142.018990026,3,0,0,0,0
0,0,0,0,0,0,0,142.018990026,4,0,0,0,0
0,0,0,0,0,0,0,142.018990026,5,0,0.42,0,0
0.65,0.21,0.23,0.16,0.44,1.14,0.32,142.018990026,6,0.42,8.07,0.42,0.0
11.7,4.08,6.25,4.64,9.78,12.34,7.6,142.018990026,7,8.07,1.4900000000000002,8.49,6.37
10.67,8.86,11.48,9.5,19.1,19.77,13.22,142.018990026,8,1.4900000000000002,3.3599999999999994,9.98,17.22
15.63,10.43,18.61,8.81,22.9,20.91,18.62,142.018990026,9,3.3599999999999994,5.010000000000002,13.34,21.41
15.84,12.7,17.64,10.77,19.27,20.71,19.32,142.018990026,10,5.010000000000002,-0.1700000000000017,18.35,19.21
18.43,15.07,17.61,16.48,20.62,21.97,18.23,142.018990026,11,-0.1700000000000017,5.210000000000001,18.18,14.08
15.16,14.64,20.86,15.33,24.72,22.49,22.58,142.018990026,12,5.210000000000001,-1.0700000000000003,23.39,17.43
12.67,15.24,16.92,20.53,20.62,17.07,17.49,142.018990026,13,-1.0700000000000003,-2.75,22.32,18.82
10.18,13.95,10.69,19.59,20.08,10.67,10.07,142.018990026,14,-2.75,-0.129999999999999,19.57,19.32
8.2,11.69,6.93,14.83,18.88,7.22,8.27,142.018990026,15,-0.129999999999999,-8.190000000000001,19.44,17.33
3.81,4.96,2.03,5.12,12.67,5.96,5.73,142.018990026,16,-8.190000000000001,-11.02,11.25,10.21
0.1,0.11,0.04,0.13,0.69,0.25,0.3,142.018990026,17,-11.02,-0.23,0.23,0.2
0,0,0,0,0,0,0,142.018990026,18,-0.23,0,0,0
0,0,0,0,0,0,0,142.018990026,19,0,0,0,0
0,0,0,0,0,0,0,142.018990026,20,0,0,0,0
0,0,0,0,0,0,0,142.018990026,21,0,0,0,0
0,0,0,0,0,0,0,142.018990026,22,0,0,0,0
0,0,0,0,0,0,0,142.018990026,23,0,0,0,0
0,0,0,0,0,0,0,142.908086244,0,0,0,0,0
0,0,0,0,0,0,0,142.908086244,1,0,0,0,0
0,0,0,0,0,0,0,142.908086244,2,0,0,0,0
0,0,0,0,0,0,0,142.908086244,3,0,0,0,0
0,0,0,0,0,0,0,142.908086244,4,0,0,0,0
0,0,0,0,0,0,0,142.908086244,5,0,0.46,0,0
0.42,0.65,0.21,0.23,0.16,0.44,1.14,142.908086244,6,0.46,11.36,0.46,0.0
8.49,11.7,4.08,6.25,4.64,9.78,12.34,142.908086244,7,11.36,2.7300000000000004,11.82,6.13
9.98,10.67,8.86,11.48,9.5,19.1,19.77,142.908086244,8,2.7300000000000004,3.3299999999999983,14.55,16.47
13.34,15.63,10.43,18.61,8.81,22.9,20.91,142.908086244,9,3.3299999999999983,-1.4100000000000001,17.88,21.06
18.35,15.84,12.7,17.64,10.77,19.27,20.71,142.908086244,10,-1.4100000000000001,3.700000000000003,16.47,22.03
18.18,18.43,15.07,17.61,16.48,20.62,21.97,142.908086244,11,3.700000000000003,0.5,20.17,21.77
23.39,15.16,14.64,20.86,15.33,24.72,22.49,142.908086244,12,0.5,0.8999999999999986,20.67,21.99
22.32,12.67,15.24,16.92,20.53,20.62,17.07,142.908086244,13,0.8999999999999986,-1.370000000000001,21.57,21.46
19.57,10.18,13.95,10.69,19.59,20.08,10.67,142.908086244,14,-1.370000000000001,-4.699999999999999,20.2,19.78
19.44,8.2,11.69,6.93,14.83,18.88,7.22,142.908086244,15,-4.699999999999999,-6.83,15.5,18.06
11.25,3.81,4.96,2.03,5.12,12.67,5.96,142.908086244,16,-6.83,-8.51,8.67,12.13
0.23,0.1,0.11,0.04,0.13,0.69,0.25,142.908086244,17,-8.51,-0.16,0.16,0.27
0,0,0,0,0,0,0,142.908086244,18,-0.16,0,0,0
0,0,0,0,0,0,0,142.908086244,19,0,0,0,0
0,0,0,0,0,0,0,142.908086244,20,0,0,0,0
0,0,0,0,0,0,0,142.908086244,21,0,0,0,0
0,0,0,0,0,0,0,142.908086244,22,0,0,0,0
0,0,0,0,0,0,0,142.908086244,23,0,0,0,0
0,0,0,0,0,0,0,144.091864004,0,0,0,0,0
0,0,0,0,0,0,0,144.091864004,1,0,0,0,0
0,0,0,0,0,0,0,144.091864004,2,0,0,0,0
0,0,0,0,0,0,0,144.091864004,3,0,0,0,0
0,0,0,0,0,0,0,144.091864004,4,0,0,0,0
0,0,0,0,0,0,0,144.091864004,5,0,0.55,0,0
0.46,0.42,0.65,0.21,0.23,0.16,0.44,144.091864004,6,0.55,11.6,0.55,0.0
11.82,8.49,11.7,4.08,6.25,4.64,9.78,144.091864004,7,11.6,3.6500000000000004,12.15,6.34
14.55,9.98,10.67,8.86,11.48,9.5,19.1,144.091864004,8,3.6500000000000004,2.5,15.8,16.96
17.88,13.34,15.63,10.43,18.61,8.81,22.9,144.091864004,9,2.5,2.0599999999999987,18.3,22.02
16.47,18.35,15.84,12.7,17.64,10.77,19.27,144.091864004,10,2.0599999999999987,0.8100000000000023,20.36,23.2
20.17,18.18,18.43,15.07,17.61,16.48,20.62,144.091864004,11,0.8100000000000023,-3.3100000000000023,21.17,22.62
20.67,23.39,15.16,14.64,20.86,15.33,24.72,144.091864004,12,-3.3100000000000023,1.3300000000000018,17.86,23.66
21.57,22.32,12.67,15.24,16.92,20.53,20.62,144.091864004,13,1.3300000000000018,-0.9400000000000013,19.19,23.97
20.2,19.57,10.18,13.95,10.69,19.59,20.08,144.091864004,14,-0.9400000000000013,2.370000000000001,18.25,23.1
15.5,19.44,8.2,11.69,6.93,14.83,18.88,144.091864004,15,2.370000000000001,-7.440000000000001,20.62,20.55
8.67,11.25,3.81,4.96,2.03,5.12,12.67,144.091864004,16,-7.440000000000001,-12.95,13.18,13.3
0.16,0.23,0.1,0.11,0.04,0.13,0.69,144.091864004,17,-12.95,-0.23,0.23,0.31
0,0,0,0,0,0,0,144.091864004,18,-0.23,0,0,0
0,0,0,0,0,0,0,144.091864004,19,0,0,0,0
0,0,0,0,0,0,0,144.091864004,20,0,0,0,0
0,0,0,0,0,0,0,144.091864004,21,0,0,0,0
0,0,0,0,0,0,0,144.091864004,22,0,0,0,0
0,0,0,0,0,0,0,144.091864004,23,0,0,0,0
0,0,0,0,0,0,0,144.201826167,0,0,0,0,0
0,0,0,0,0,0,0,144.201826167,1,0,0,0,0
0,0,0,0,0,0,0,144.201826167,2,0,0,0,0
0,0,0,0,0,0,0,144.201826167,3,0,0,0,0
0,0,0,0,0,0,0,144.201826167,4,0,0,0,0
0,0,0,0,0,0,0,144.201826167,5,0,0.54,0,0
0.55,0.46,0.42,0.65,0.21,0.23,0.16,144.201826167,6,0.54,9.75,0.54,0.0
12.15,11.82,8.49,11.7,4.08,6.25,4.64,144.201826167,7,9.75,4.590000000000002,10.29,6.26
15.8,14.55,9.98,10.67,8.86,11.48,9.5,144.201826167,8,4.590000000000002,3.92,14.88,16.94
18.3,17.88,13.34,15.63,10.43,18.61,8.81,144.201826167,9,3.92,-2.7300000000000004,18.8,22.04
20.36,16.47,18.35,15.84,12.7,17.64,10.77,144.201826167,10,-2.7300000000000004,-1.5999999999999996,16.07,23.07
21.17,20.17,18.18,18.43,15.07,17.61,16.48,144.201826167,11,-1.5999999999999996,4.040000000000001,14.47,22.05
17.86,20.67,23.39,15.16,14.64,20.86,15.33,144.201826167,12,4.040000000000001,-1.3000000000000007,18.51,24.11
19.19,21.57,22.32,12.67,15.24,16.92,20.53,144.201826167,13,-1.3000000000000007,-2.41,17.21,24.87
18.25,20.2,19.57,10.18,13.95,10.69,19.59,144.201826167,14,-2.41,-1.1800000000000015,14.8,24.08
20.62,15.5,19.44,8.2,11.69,6.93,14.83,144.201826167,15,-1.1800000000000015,-5.639999999999999,13.62,20.96
13.18,8.67,11.25,3.81,4.96,2.03,5.12,144.201826167,16,-5.639999999999999,-7.83,7.98,12.62
0.23,0.16,0.23,0.1,0.11,0.04,0.13,144.201826167,17,-7.83,-0.15,0.15,0.39
0,0,0,0,0,0,0,144.201826167,18,-0.15,0,0,0
0,0,0,0,0,0,0,144.201826167,19,0,0,0,0
0,0,0,0,0,0,0,144.201826167,20,0,0,0,0
0,0,0,0,0,0,0,144.201826167,21,0,0,0,0
0,0,0,0,0,0,0,144.201826167,22,0,0,0,0
0,0,0,0,0,0,0,144.201826167,23,0,0,0,0
0,0,0,0,0,0,0,143.891784554,0,0,0,0,0
0,0,0,0,0,0,0,143.891784554,1,0,0,0,0
0,0,0,0,0,0,0,143.891784554,2,0,0,0,0
0,0,0,0,0,0,0,143.891784554,3,0,0,0,0
0,0,0,0,0,0,0,143.891784554,4,0,0,0,0
0,0,0,0,0,0,0,143.891784554,5,0,0.35,0,0
0.54,0.55,0.46,0.42,0.65,0.21,0.23,143.891784554,6,0.35,5.430000000000001,0.35,0.0
10.29,12.15,11.82,8.49,11.7,4.08,6.25,143.891784554,7,5.430000000000001,1.37,5.78,6.41
14.88,15.8,14.55,9.98,10.67,8.86,11.48,143.891784554,8,1.37,5.74,7.15,17.08
18.8,18.3,17.88,13.34,15.63,10.43,18.61,143.891784554,9,5.74,3.039999999999999,12.89,22.32
16.07,20.36,16.47,18.35,15.84,12.7,17.64,143.891784554,10,3.039999999999999,-0.7799999999999994,15.93,24.44
14.47,21.17,20.17,18.18,18.43,15.07,17.61,143.891784554,11,-0.7799999999999994,1.0699999999999985,15.15,25.11
18.51,17.86,20.67,23.39,15.16,14.64,20.86,143.891784554,12,1.0699999999999985,5.970000000000002,16.22,25.41
17.21,19.19,21.57,22.32,12.67,15.24,16.92,143.891784554,13,5.970000000000002,-1.4500000000000028,22.19,24.93
14.8,18.25,20.2,19.57,10.18,13.95,10.69,143.891784554,14,-1.4500000000000028,-8.079999999999998,20.74,23.73
13.62,20.62,15.5,19.44,8.2,11.69,6.93,143.891784554,15,-8.079999999999998,-6.71,12.66,21.34
7.98,13.18,8.67,11.25,3.81,4.96,2.03,143.891784554,16,-6.71,-5.86,5.95,13.96
0.15,0.23,0.16,0.23,0.1,0.11,0.04,143.891784554,17,-5.86,-0.09,0.09,0.42
0,0,0,0,0,0,0,143.891784554,18,-0.09,0,0,0
0,0,0,0,0,0,0,143.891784554,19,0,0,0,0
0,0,0,0,0,0,0,143.891784554,20,0,0,0,0
0,0,0,0,0,0,0,143.891784554,21,0,0,0,0
0,0,0,0,0,0,0,143.891784554,22,0,0,0,0
0,0,0,0,0,0,0,143.891784554,23,0,0,0,0
0,0,0,0,0,0,0,145.118697198,0,0,0,0,0
0,0,0,0,0,0,0,145.118697198,1,0,0,0,0
0,0,0,0,0,0,0,145.118697198,2,0,0,0,0
0,0,0,0,0,0,0,145.118697198,3,0,0,0,0
0,0,0,0,0,0,0,145.118697198,4,0,0,0,0
0,0,0,0,0,0,0,145.118697198,5,0,0.56,0,0
0.35,0.54,0.55,0.46,0.42,0.65,0.21,145.118697198,6,0.56,11.17,0.56,0.0
5.78,10.29,12.15,11.82,8.49,11.7,4.08,145.118697198,7,11.17,5.849999999999998,11.73,3.16
7.15,14.88,15.8,14.55,9.98,10.67,8.86,145.118697198,8,5.849999999999998,5.800000000000001,17.58,11.21
12.89,18.8,18.3,17.88,13.34,15.63,10.43,145.118697198,9,5.800000000000001,1.7900000000000027,23.38,16.84
15.93,16.07,20.36,16.47,18.35,15.84,12.7,145.118697198,10,1.7900000000000027,-1.8300000000000018,25.17,20.25
15.15,14.47,21.17,20.17,18.18,18.43,15.07,145.118697198,11,-1.8300000000000018,-4.280000000000001,23.34,21.85
16.22,18.51,17.86,20.67,23.39,15.16,14.64,145.118697198,12,-4.280000000000001,1.6900000000000013,19.06,22.88
22.19,17.21,19.19,21.57,22.32,12.67,15.24,145.118697198,13,1.6900000000000013,-4.85,20.75,23.28
20.74,14.8,18.25,20.2,19.57,10.18,13.95,145.118697198,14,-4.85,-1.6500000000000004,15.9,22.53
12.66,13.62,20.62,15.5,19.44,8.2,11.69,145.118697198,15,-1.6500000000000004,-6.199999999999999,14.25,17.88
5.95,7.98,13.18,8.67,11.25,3.81,4.96,145.118697198,16,-6.199999999999999,-7.910000000000001,8.05,8.9
0.09,0.15,0.23,0.16,0.23,0.1,0.11,145.118697198,17,-7.910000000000001,-0.14,0.14,0.2
0,0,0,0,0,0,0,145.118697198,18,-0.14,0,0,0
0,0,0,0,0,0,0,145.118697198,19,0,0,0,0
0,0,0,0,0,0,0,145.118697198,20,0,0,0,0
0,0,0,0,0,0,0,145.118697198,21,0,0,0,0
0,0,0,0,0,0,0,145.118697198,22,0,0,0,0
0,0,0,0,0,0,0,145.118697198,23,0,0,0,0
0,0,0,0,0,0,0,146.421336358,0,0,0,0,0
