day,demand_pred,hour,hourofday,price_pred,solar_pred
11,50.75,258,18,3.03,0.15
11,42.26,259,19,3.71,0.0
11,157.97,260,20,3.51,0.0
11,118.46,261,21,3.64,0.0
11,187.93,262,22,3.5,0.0
11,104.38,263,23,2.47,0.0
11,31.37,264,24,1.8,0.0
12,21.5,265,1,2.07,0.0
12,26.37,266,2,2.22,0.0
12,27.94,267,3,1.93,0.0
12,17.26,268,4,2.2,0.0
12,22.35,269,5,1.9,0.0
12,27.76,270,6,2.93,0.0
12,72.74,271,7,4.2,0.35
12,129.75,272,8,5.53,5.78
12,107.12,273,9,4.92,7.15
12,97.95,274,10,4.54,12.89
12,123.6,275,11,4.27,15.93
12,52.52,276,12,3.24,15.15
12,97.26,277,13,3.75,16.22
12,49.6,278,14,3.57,22.19
12,26.53,279,15,4.3,20.74
12,37.98,280,16,3.35,12.66
12,23.84,281,17,3.5,5.95
12,24.64,282,18,3.72,0.09
12,126.07,283,19,4.37,0.0
12,128.38,284,20,3.45,0.0
12,118.69,285,21,3.43,0.0
12,75.13,286,22,2.74,0.0
12,81.66,287,23,2.25,0.0
12,47.6,288,24,2.32,0.0
13,21.15,289,1,2.05,0.0
13,30.65,290,2,1.73,0.0
13,20.46,291,3,1.74,0.0
13,22.47,292,4,1.93,0.0
13,65.99,293,5,2.29,0.0
13,30.56,294,6,2.76,0.0
13,57.5,295,7,4.78,0.56
13,169.03,296,8,4.58,11.73
13,148.37,297,9,5.24,17.58
13,98.32,298,10,5.55,23.38
13,111.12,299,11,3.79,25.17
13,88.44,300,12,3.9,23.34
13,93.33,301,13,4.11,19.06
13,92.2,302,14,3.06,20.75
13,110.17,303,15,3.66,15.9
13,123.47,304,16,4.25,14.25
13,94.62,305,17,4.09,8.05
13,102.77,306,18,4.3,0.14
13,51.63,307,19,5.54,0.0
13,113.11,308,20,3.33,0.0
13,137.79,309,21,3.2,0.0
13,115.6,310,22,2.89,0.0
13,119.14,311,23,2.14,0.0
13,23.93,312,24,2.3,0.0
14,19.91,313,1,1.67,0.0
14,30.72,314,2,1.94,0.0
14,19.35,315,3,2.12,0.0
14,22.3,316,4,1.63,0.0
14,23.31,317,5,2.04,0.0
14,27.92,318,6,2.73,0.0
14,70.97,319,7,3.7,0.34
14,187.83,320,8,5.91,9.49
14,107.17,321,9,5.37,15.4
14,188.72,322,10,8.28,19.24
14,119.22,323,11,5.03,21.81
14,66.36,324,12,4.5,21.94
14,56.3,325,13,4.94,18.33
14,63.4,326,14,4.24,25.28
14,98.31,327,15,4.51,21.01
14,59.78,328,16,3.48,15.89
14,51.15,329,17,3.22,14.47
14,21.71,330,18,3.91,0.16
14,111.93,331,19,4.12,0.0
14,245.79,332,20,3.2,0.0
14,189.94,333,21,2.78,0.0
14,192.83,334,22,2.43,0.0
14,143.9,335,23,1.95,0.0
14,32.87,336,24,1.48,0.0
15,23.84,337,1,1.91,0.0
15,24.4,338,2,1.77,0.0
15,28.43,339,3,1.51,0.0
15,18.25,340,4,1.4,0.0
15,20.22,341,5,1.76,0.0
15,28.61,342,6,2.04,0.0
15,75.75,343,7,2.36,0.87
15,122.73,344,8,2.77,12.28
15,118.86,345,9,2.93,15.93
15,100.16,346,10,3.21,24.17
15,99.78,347,11,3.95,22.2
15,119.18,348,12,2.95,24.28
15,116.56,349,13,3.48,21.47
15,91.53,350,14,2.98,20.27
15,97.19,351,15,3.29,18.01
15,36.14,352,16,2.61,16.92
15,29.92,353,17,2.94,8.61
15,29.56,354,18,2.47,0.11
15,89.08,355,19,2.97,0.0
15,96.71,356,20,2.5,0.0
15,79.77,357,21,2.36,0.0
15,59.53,358,22,2.04,0.0
15,54.52,359,23,2.28,0.0
15,28.98,360,24,1.75,0.0
16,30.4,361,1,1.79,0.0
16,22.9,362,2,1.91,0.0
16,17.62,363,3,1.83,0.0
16,22.74,364,4,1.46,0.0
16,27.27,365,5,1.46,0.0
16,21.17,366,6,1.99,0.0
16,43.66,367,7,3.2,1.21
16,144.49,368,8,3.2,11.27
16,164.08,369,9,4.13,14.62
16,204.51,370,10,4.61,19.49
16,141.69,371,11,4.33,20.03
16,144.39,372,12,3.31,20.47
16,250.33,373,13,3.16,21.7
16,205.51,374,14,3.15,17.96
16,104.75,375,15,2.97,16.7
16,29.74,376,16,2.8,13.8
16,31.03,377,17,2.87,7.45
16,43.5,378,18,2.68,0.07
16,195.49,379,19,3.28,0.0
16,198.77,380,20,2.37,0.0
16,172.32,381,21,2.23,0.0
16,231.48,382,22,2.27,0.0
16,136.52,383,23,2.23,0.0
16,103.48,384,24,1.68,0.0
17,87.42,385,1,0.86,0.0
17,35.44,386,2,0.46,0.0
17,18.68,387,3,0.43,0.0
17,18.73,388,4,0.56,0.0
17,29.36,389,5,0.64,0.0
17,27.05,390,6,0.99,0.0
17,65.84,391,7,3.66,0.22
17,202.01,392,8,3.0,6.45
17,125.54,393,9,3.02,11.14
17,122.46,394,10,3.8,13.97
17,40.74,395,11,2.92,18.79
17,101.12,396,12,2.28,19.19
17,77.28,397,13,1.88,21.42
17,32.53,398,14,1.66,19.37
17,25.29,399,15,1.74,12.45
17,20.7,400,16,2.23,9.13
17,25.87,401,17,2.28,4.43
17,67.39,402,18,2.64,0.02
17,243.31,403,19,2.79,0.0
17,161.29,404,20,2.19,0.0
17,180.26,405,21,2.2,0.0
17,147.28,406,22,1.55,0.0
17,70.28,407,23,1.14,0.0
17,37.81,408,24,0.74,0.0
18,66.71,409,1,1.45,0.0
18,20.18,410,2,1.72,0.0
18,17.23,411,3,1.28,0.0
18,27.27,412,4,1.05,0.0
18,19.07,413,5,1.79,0.0
18,20.53,414,6,1.91,0.0
18,50.58,415,7,2.98,0.38
18,164.04,416,8,3.26,8.88
18,103.77,417,9,3.85,11.45
18,110.62,418,10,3.55,14.79
18,123.95,419,11,2.94,18.94
18,107.07,420,12,2.48,18.58
18,92.01,421,13,1.36,17.97
18,27.9,422,14,1.94,17.57
18,32.94,423,15,1.81,13.09
18,31.16,424,16,2.61,9.69
18,19.28,425,17,2.73,3.93
18,19.21,426,18,2.5,0.02
18,67.64,427,19,2.75,0.0
18,117.21,428,20,2.24,0.0
18,145.42,429,21,2.63,0.0
18,163.92,430,22,2.36,0.0
18,106.58,431,23,1.95,0.0
18,44.61,432,24,0.99,0.0
19,26.39,433,1,1.11,0.0
19,38.92,434,2,1.28,0.0
19,29.17,435,3,1.26,0.0
19,18.43,436,4,1.22,0.0
19,19.12,437,5,1.59,0.0
19,58.95,438,6,1.9,0.0
19,81.52,439,7,3.84,0.51
19,128.08,440,8,3.47,9.79
19,67.38,441,9,4.04,17.38
19,19.35,442,10,3.69,17.33
19,20.4,443,11,3.88,15.83
19,22.53,444,12,3.23,15.54
19,32.31,445,13,3.53,11.69
19,25.56,446,14,3.67,9.65
19,26.04,447,15,3.51,5.8
19,18.3,448,16,3.32,3.18
19,51.51,449,17,2.83,1.3
19,21.55,450,18,2.7,0.0
19,83.69,451,19,3.7,0.0
19,118.72,452,20,2.69,0.0
19,127.87,453,21,3.08,0.0
19,174.9,454,22,3.1,0.0
19,109.56,455,23,2.25,0.0
19,45.12,456,24,1.36,0.0
20,29.72,457,1,1.46,0.0
20,38.25,458,2,1.3,0.0
20,29.23,459,3,1.48,0.0
20,30.3,460,4,1.09,0.0
20,30.63,461,5,1.19,0.0
20,40.08,462,6,2.37,0.0
20,119.48,463,7,3.49,0.28
20,148.07,464,8,3.73,10.33
20,91.38,465,9,3.24,16.2
20,106.93,466,10,3.47,15.61
20,85.18,467,11,2.89,19.11
20,85.32,468,12,2.6,18.68
20,109.01,469,13,1.98,17.68
20,89.74,470,14,1.95,16.95
20,81.08,471,15,2.13,12.42
20,42.55,472,16,2.65,11.88
20,61.4,473,17,2.71,4.78
20,27.89,474,18,2.44,0.04
20,44.68,475,19,3.12,0.0
20,81.4,476,20,3.26,0.0
20,82.54,477,21,2.96,0.0
20,150.71,478,22,2.64,0.0
20,58.6,479,23,2.71,0.0
20,20.65,480,24,1.22,0.0
21,97.12,481,1,1.35,0.0
21,24.66,482,2,1.15,0.0
21,32.58,483,3,1.35,0.0
21,20.62,484,4,1.45,0.0
21,24.57,485,5,1.65,0.0
21,20.67,486,6,2.07,0.0
21,33.6,487,7,3.42,0.08
21,125.62,488,8,5.54,3.1
21,96.37,489,9,5.09,7.6
21,78.66,490,10,4.89,11.77
21,25.03,491,11,4.96,12.02
21,58.92,492,12,4.17,14.17
21,137.38,493,13,4.03,14.92
21,102.74,494,14,4.24,17.31
21,177.29,495,15,3.32,14.53
21,127.31,496,16,3.62,10.05
21,130.98,497,17,3.37,6.17
21,220.4,498,18,3.13,0.03
21,163.27,499,19,3.59,0.0
21,91.86,500,20,3.27,0.0
21,102.57,501,21,3.65,0.0
21,178.44,502,22,4.02,0.0
21,74.9,503,23,3.36,0.0
21,115.72,504,24,1.49,0.0
22,111.74,505,1,1.2,0.0
22,84.98,506,2,1.01,0.0
22,122.59,507,3,1.21,0.0
22,101.2,508,4,1.12,0.0
22,48.15,509,5,1.48,0.0
22,25.69,510,6,1.87,0.0
22,23.67,511,7,3.2,0.57
22,23.01,512,8,5.24,12.03
22,37.16,513,9,5.35,13.47
22,74.03,514,10,5.47,18.18
22,106.57,515,11,4.95,21.09
22,118.46,516,12,4.03,22.57
22,156.06,517,13,3.71,25.33
22,150.91,518,14,3.82,20.03
22,206.2,519,15,4.27,19.82
22,93.98,520,16,3.18,13.19
22,88.03,521,17,3.89,8.06
22,116.43,522,18,3.51,0.03
22,133.52,523,19,3.73,0.0
22,134.03,524,20,3.14,0.0
22,87.95,525,21,3.08,0.0
22,67.91,526,22,3.65,0.0
22,125.09,527,23,2.67,0.0
22,79.77,528,24,1.64,0.0
23,46.59,529,1,1.04,0.0
23,39.48,530,2,1.07,0.0
23,48.19,531,3,1.07,0.0
23,20.91,532,4,1.09,0.0
23,19.3,533,5,1.4,0.0
23,16.11,534,6,1.96,0.0
23,22.09,535,7,3.3,0.23
23,95.55,536,8,4.91,4.34
23,112.74,537,9,4.38,7.41
23,92.34,538,10,4.53,10.73
23,102.2,539,11,3.87,8.6
23,149.56,540,12,3.62,8.63
23,20.56,541,13,3.71,9.68
23,45.96,542,14,3.86,10.27
23,29.75,543,15,3.23,8.02
23,28.36,544,16,3.96,6.08
23,44.32,545,17,3.1,1.99
23,31.85,546,18,2.98,0.0
23,33.26,547,19,3.34,0.0
23,54.0,548,20,3.11,0.0
23,56.04,549,21,3.06,0.0
23,20.71,550,22,2.49,0.0
23,49.1,551,23,2.04,0.0
23,52.46,552,24,1.37,0.0
24,106.97,553,1,1.87,0.0
24,32.01,554,2,1.55,0.0
24,23.24,555,3,1.73,0.0
24,20.67,556,4,1.84,0.0
24,28.16,557,5,1.87,0.0
24,26.85,558,6,1.53,0.0
24,23.77,559,7,3.46,0.33
24,27.66,560,8,5.53,5.19
24,50.54,561,9,4.19,3.81
24,98.21,562,10,3.99,6.05
24,93.54,563,11,3.88,7.02
24,19.98,564,12,3.04,9.32
24,24.22,565,13,4.01,7.79
24,29.96,566,14,2.76,6.56
24,74.9,567,15,2.84,4.83
24,121.68,568,16,2.89,5.27
24,114.07,569,17,2.3,1.87
24,115.03,570,18,2.21,0.0
24,77.32,571,19,2.83,0.0
24,149.0,572,20,2.43,0.0
24,33.89,573,21,3.09,0.0
24,26.08,574,22,2.82,0.0
24,45.73,575,23,2.13,0.0
24,50.18,576,24,1.9,0.0
25,70.9,577,1,1.52,0.0
25,31.62,578,2,1.55,0.0
25,29.59,579,3,1.2,0.0
25,20.34,580,4,1.53,0.0
25,17.54,581,5,1.33,0.0
25,25.93,582,6,1.45,0.0
25,32.23,583,7,1.86,0.23
25,15.9,584,8,3.61,9.85
25,25.89,585,9,3.23,18.53
25,79.84,586,10,2.78,18.75
25,31.34,587,11,3.33,23.16
25,38.09,588,12,3.12,21.82
25,65.91,589,13,2.78,18.84
25,42.39,590,14,1.49,19.14
25,45.25,591,15,2.05,9.52
25,69.26,592,16,2.66,8.24
25,31.62,593,17,2.45,2.86
25,38.58,594,18,2.62,0.0
25,74.9,595,19,3.07,0.0
25,89.84,596,20,2.47,0.0
25,98.06,597,21,2.17,0.0
25,97.18,598,22,3.11,0.0
25,54.67,599,23,1.99,0.0
25,90.78,600,24,1.38,0.0
26,99.57,601,1,1.51,0.0
26,74.81,602,2,1.56,0.0
26,53.41,603,3,1.43,0.0
26,31.63,604,4,1.46,0.0
26,18.97,605,5,1.92,0.0
26,16.5,606,6,2.03,0.0
26,18.56,607,7,2.39,0.15
26,31.91,608,8,3.1,4.41
26,26.34,609,9,2.81,8.58
26,23.56,610,10,3.41,10.02
26,40.12,611,11,2.52,11.75
26,160.58,612,12,3.22,14.02
26,56.3,613,13,2.78,12.16
26,74.78,614,14,2.49,11.46
26,114.91,615,15,2.37,8.84
26,88.37,616,16,2.29,7.27
26,102.05,617,17,2.78,3.15
26,80.08,618,18,3.05,0.0
26,134.75,619,19,2.86,0.0
26,137.55,620,20,2.48,0.0
26,212.38,621,21,2.39,0.0
26,158.2,622,22,2.45,0.0
26,192.01,623,23,1.92,0.0
26,173.47,624,24,1.79,0.0
27,109.73,625,1,1.93,0.0
27,84.83,626,2,1.59,0.0
27,85.6,627,3,1.54,0.0
27,95.41,628,4,1.25,0.0
27,75.48,629,5,1.33,0.0
27,161.68,630,6,2.01,0.0
27,114.66,631,7,3.05,0.07
27,17.55,632,8,2.89,3.05
27,19.25,633,9,2.55,8.31
27,26.73,634,10,3.18,11.39
27,28.19,635,11,2.21,14.44
27,19.65,636,12,2.62,17.87
27,22.25,637,13,2.03,18.03
27,61.91,638,14,1.76,17.55
27,103.83,639,15,1.32,17.83
27,34.32,640,16,0.9,11.51
27,22.75,641,17,2.25,5.16
27,29.97,642,18,1.98,0.0
27,18.74,643,19,2.02,0.0
27,24.74,644,20,1.9,0.0
27,20.31,645,21,1.66,0.0
27,81.15,646,22,1.37,0.0
27,75.38,647,23,1.24,0.0
27,134.4,648,24,1.22,0.0
28,83.63,649,1,1.29,0.0
28,93.56,650,2,1.55,0.0
28,88.13,651,3,1.41,0.0
28,62.09,652,4,1.44,0.0
28,18.3,653,5,1.42,0.0
28,25.36,654,6,1.59,0.0
28,25.06,655,7,2.79,0.18
28,22.88,656,8,3.4,5.5
28,20.24,657,9,3.12,12.1
28,64.63,658,10,3.24,11.63
28,24.86,659,11,2.33,13.35
28,27.96,660,12,2.62,17.11
28,38.9,661,13,2.63,16.9
28,112.59,662,14,2.12,15.22
28,89.63,663,15,2.62,16.58
28,86.69,664,16,2.03,17.07
28,95.22,665,17,2.34,9.1
28,94.54,666,18,2.29,0.06
28,38.38,667,19,2.63,0.0
28,21.33,668,20,2.57,0.0
28,28.46,669,21,2.68,0.0
28,68.94,670,22,2.22,0.0
28,91.36,671,23,2.28,0.0
28,78.62,672,24,1.83,0.0
29,38.7,673,1,1.99,0.0
29,59.68,674,2,1.87,0.0
29,58.21,675,3,1.78,0.0
29,23.19,676,4,1.72,0.0
29,17.58,677,5,1.77,0.0
29,24.52,678,6,1.7,0.0
29,35.2,679,7,3.27,0.26
29,67.25,680,8,4.05,8.31
29,109.58,681,9,3.62,13.27
29,132.79,682,10,2.87,17.49
29,58.14,683,11,2.34,19.55
29,25.75,684,12,3.27,23.25
29,18.26,685,13,2.57,14.57
29,30.1,686,14,2.87,12.77
29,22.09,687,15,3.23,6.81
29,26.06,688,16,1.1,2.85
29,23.83,689,17,1.62,1.25
29,44.77,690,18,2.17,0.0
29,63.54,691,19,2.43,0.0
29,76.37,692,20,2.39,0.0
29,89.19,693,21,2.92,0.0
29,210.99,694,22,2.45,0.0
29,45.89,695,23,2.16,0.0
29,24.92,696,24,2.06,0.0
30,26.25,697,1,1.96,0.0
30,53.71,698,2,1.48,0.0
30,33.9,699,3,1.59,0.0
30,18.26,700,4,2.0,0.0
30,25.92,701,5,1.77,0.0
30,22.35,702,6,1.93,0.0
30,52.06,703,7,2.25,0.14
30,124.52,704,8,2.55,4.18
30,282.54,705,9,3.74,7.01
30,120.34,706,10,2.75,10.5
30,246.97,707,11,2.65,13.07
30,183.23,708,12,2.63,13.13
30,126.04,709,13,3.31,14.81
30,142.77,710,14,3.0,10.05
30,43.35,711,15,2.77,11.0
30,41.99,712,16,2.23,6.51
30,25.44,713,17,1.81,2.01
30,40.76,714,18,2.89,0.0
30,97.0,715,19,2.63,0.0
30,232.75,716,20,2.64,0.0
30,295.08,717,21,2.76,0.0
30,184.94,718,22,2.65,0.0
30,128.8,719,23,2.77,0.0
30,38.02,720,24,1.86,0.0
31,32.55,721,1,1.95,0.0
31,19.81,722,2,1.82,0.0
31,19.96,723,3,1.77,0.0
31,26.21,724,4,1.61,0.0
31,30.64,725,5,1.93,0.0
31,21.98,726,6,2.35,0.0
31,49.51,727,7,2.44,0.18
31,147.38,728,8,3.34,5.35
31,95.95,729,9,3.36,7.44
31,88.49,730,10,3.6,11.13
31,75.86,731,11,2.9,12.42
31,94.66,732,12,3.25,12.71
31,113.13,733,13,2.56,12.43
31,105.88,734,14,3.33,14.23
31,99.74,735,15,2.68,14.25
31,92.19,736,16,2.72,11.73
31,44.88,737,17,2.94,5.51
31,51.85,738,18,3.12,0.0
31,62.47,739,19,2.91,0.0
31,120.59,740,20,2.35,0.0
31,150.47,741,21,3.27,0.0
31,125.01,742,22,2.37,0.0
31,78.3,743,23,2.2,0.0
31,20.93,744,24,2.03,0.0
32,18.7,745,1,1.7,0.0
32,32.31,746,2,1.48,0.0
32,53.27,747,3,1.38,0.0
32,21.22,748,4,1.54,0.0
32,19.45,749,5,1.42,0.0
32,30.28,750,6,2.8,0.0
32,43.01,751,7,4.49,0.11
32,136.82,752,8,5.64,4.6
32,127.71,753,9,4.94,8.15
32,80.13,754,10,4.29,10.33
32,80.61,755,11,3.95,19.18
32,137.85,756,12,2.95,18.46
32,122.49,757,13,2.73,15.97
32,63.65,758,14,1.97,18.81
32,31.53,759,15,2.13,11.12
32,119.77,760,16,2.1,9.98
32,115.9,761,17,2.87,4.04
32,96.19,762,18,2.7,0.0
32,137.92,763,19,2.85,0.0
32,128.79,764,20,2.88,0.0
32,67.12,765,21,2.32,0.0
32,75.58,766,22,2.37,0.0
32,69.85,767,23,2.05,0.0
32,33.83,768,24,1.62,0.0
33,34.3,769,1,1.38,0.0
33,24.1,770,2,1.3,0.0
33,22.76,771,3,1.54,0.0
33,21.36,772,4,1.41,0.0
33,26.96,773,5,1.49,0.0
33,19.1,774,6,1.53,0.0
