day,demand_d+1,demand_d+2,demand_d-1,demand_d-2,demand_t+1,demand_t+2,demand_t-1,demand_t-2,demand_td0,hour_of_day
2,25.58,49.47,19.32,19.32,23.15,25.68,23.5,31.51,21.73,2
2,21.87,21.45,51.18,51.18,25.68,21.72,21.73,23.5,23.15,3
2,23.59,17.99,47.95,47.95,21.72,19.75,23.15,21.73,25.68,4
2,24.28,26.59,21.32,21.32,19.75,70.63,25.68,23.15,21.72,5
2,17.65,26.78,24.25,24.25,70.63,31.89,21.72,25.68,19.75,6
2,30.43,29.13,20.83,20.83,31.89,25.51,19.75,21.72,70.63,7
2,99.59,61.98,33.15,33.15,25.51,68.0,70.63,19.75,31.89,8
2,105.6,98.66,22.41,22.41,68.0,144.93,31.89,70.63,25.51,9
2,105.01,86.09,22.33,22.33,144.93,95.44,25.51,31.89,68.0,10
2,125.78,115.42,114.89,114.89,95.44,111.09,68.0,25.51,144.93,11
2,105.33,100.78,112.44,112.44,111.09,98.34,144.93,68.0,95.44,12
2,107.92,98.85,132.61,132.61,98.34,76.85,95.44,144.93,111.09,13
2,95.52,96.95,89.78,89.78,76.85,80.02,111.09,95.44,98.34,14
2,91.85,85.58,73.43,73.43,80.02,96.28,98.34,111.09,76.85,15
2,79.82,49.36,76.4,76.4,96.28,179.57,76.85,98.34,80.02,16
2,97.73,28.8,22.9,22.9,179.57,139.74,80.02,76.85,96.28,17
2,92.16,83.06,25.85,25.85,139.74,123.55,96.28,80.02,179.57,18
2,75.38,75.9,80.17,80.17,123.55,98.4,179.57,96.28,139.74,19
2,85.86,30.22,99.79,99.79,98.4,87.43,139.74,179.57,123.55,20
2,131.51,84.19,109.22,109.22,87.43,39.77,123.55,139.74,98.4,21
2,140.43,86.1,126.78,126.78,39.77,19.82,98.4,123.55,87.43,22
2,83.6,78.71,67.38,67.38,19.82,65.7,87.43,98.4,39.77,23
2,28.08,104.92,31.51,31.51,65.7,25.58,39.77,87.43,19.82,24
3,65.04,43.52,23.5,46.52,25.58,21.87,19.82,39.77,65.7,1
3,49.47,21.09,21.73,19.32,21.87,23.59,65.7,19.82,25.58,2
3,21.45,22.89,23.15,51.18,23.59,24.28,25.58,65.7,21.87,3
3,17.99,27.43,25.68,47.95,24.28,17.65,21.87,25.58,23.59,4
3,26.59,55.74,21.72,21.32,17.65,30.43,23.59,21.87,24.28,5
3,26.78,26.71,19.75,24.25,30.43,99.59,24.28,23.59,17.65,6
3,29.13,22.72,70.63,20.83,99.59,105.6,17.65,24.28,30.43,7
3,61.98,28.18,31.89,33.15,105.6,105.01,30.43,17.65,99.59,8
3,98.66,60.6,25.51,22.41,105.01,125.78,99.59,30.43,105.6,9
3,86.09,110.48,68.0,22.33,125.78,105.33,105.6,99.59,105.01,10
3,115.42,118.84,144.93,114.89,105.33,107.92,105.01,105.6,125.78,11
3,100.78,108.84,95.44,112.44,107.92,95.52,125.78,105.01,105.33,12
3,98.85,116.52,111.09,132.61,95.52,91.85,105.33,125.78,107.92,13
3,96.95,116.02,98.34,89.78,91.85,79.82,107.92,105.33,95.52,14
3,85.58,84.5,76.85,73.43,79.82,97.73,95.52,107.92,91.85,15
3,49.36,87.98,80.02,76.4,97.73,92.16,91.85,95.52,79.82,16
3,28.8,95.59,96.28,22.9,92.16,75.38,79.82,91.85,97.73,17
3,83.06,56.49,179.57,25.85,75.38,85.86,97.73,79.82,92.16,18
3,75.9,30.12,139.74,80.17,85.86,131.51,92.16,97.73,75.38,19
3,30.22,27.49,123.55,99.79,131.51,140.43,75.38,92.16,85.86,20
3,84.19,56.34,98.4,109.22,140.43,83.6,85.86,75.38,131.51,21
3,86.1,97.03,87.43,126.78,83.6,28.08,131.51,85.86,140.43,22
3,78.71,22.28,39.77,67.38,28.08,65.04,140.43,131.51,83.6,23
3,104.92,26.19,19.82,31.51,65.04,49.47,83.6,140.43,28.08,24
4,43.52,16.56,65.7,23.5,49.47,21.45,28.08,83.6,65.04,1
4,21.09,20.03,25.58,21.73,21.45,17.99,65.04,28.08,49.47,2
4,22.89,26.19,21.87,23.15,17.99,26.59,49.47,65.04,21.45,3
4,27.43,25.84,23.59,25.68,26.59,26.78,21.45,49.47,17.99,4
4,55.74,21.4,24.28,21.72,26.78,29.13,17.99,21.45,26.59,5
4,26.71,63.67,17.65,19.75,29.13,61.98,26.59,17.99,26.78,6
4,22.72,19.46,30.43,70.63,61.98,98.66,26.78,26.59,29.13,7
4,28.18,27.79,99.59,31.89,98.66,86.09,29.13,26.78,61.98,8
4,60.6,22.07,105.6,25.51,86.09,115.42,61.98,29.13,98.66,9
4,110.48,22.99,105.01,68.0,115.42,100.78,98.66,61.98,86.09,10
4,118.84,18.27,125.78,144.93,100.78,98.85,86.09,98.66,115.42,11
4,108.84,19.34,105.33,95.44,98.85,96.95,115.42,86.09,100.78,12
4,116.52,30.52,107.92,111.09,96.95,85.58,100.78,115.42,98.85,13
4,116.02,34.48,95.52,98.34,85.58,49.36,98.85,100.78,96.95,14
4,84.5,32.74,91.85,76.85,49.36,28.8,96.95,98.85,85.58,15
4,87.98,76.1,79.82,80.02,28.8,83.06,85.58,96.95,49.36,16
4,95.59,38.85,97.73,96.28,83.06,75.9,49.36,85.58,28.8,17
4,56.49,110.09,92.16,179.57,75.9,30.22,28.8,49.36,83.06,18
4,30.12,160.31,75.38,139.74,30.22,84.19,83.06,28.8,75.9,19
4,27.49,144.27,85.86,123.55,84.19,86.1,75.9,83.06,30.22,20
4,56.34,137.44,131.51,98.4,86.1,78.71,30.22,75.9,84.19,21
4,97.03,162.84,140.43,87.43,78.71,104.92,84.19,30.22,86.1,22
4,22.28,164.03,83.6,39.77,104.92,43.52,86.1,84.19,78.71,23
4,26.19,96.64,28.08,19.82,43.52,21.09,78.71,86.1,104.92,24
5,16.56,85.77,65.04,65.7,21.09,22.89,104.92,78.71,43.52,1
5,20.03,166.54,49.47,25.58,22.89,27.43,43.52,104.92,21.09,2
5,26.19,108.49,21.45,21.87,27.43,55.74,21.09,43.52,22.89,3
5,25.84,95.09,17.99,23.59,55.74,26.71,22.89,21.09,27.43,4
5,21.4,122.95,26.59,24.28,26.71,22.72,27.43,22.89,55.74,5
5,63.67,119.91,26.78,17.65,22.72,28.18,55.74,27.43,26.71,6
5,19.46,26.98,29.13,30.43,28.18,60.6,26.71,55.74,22.72,7
5,27.79,27.84,61.98,99.59,60.6,110.48,22.72,26.71,28.18,8
5,22.07,25.42,98.66,105.6,110.48,118.84,28.18,22.72,60.6,9
5,22.99,25.5,86.09,105.01,118.84,108.84,60.6,28.18,110.48,10
5,18.27,121.05,115.42,125.78,108.84,116.52,110.48,60.6,118.84,11
5,19.34,121.78,100.78,105.33,116.52,116.02,118.84,110.48,108.84,12
5,30.52,117.15,98.85,107.92,116.02,84.5,108.84,118.84,116.52,13
5,34.48,126.93,96.95,95.52,84.5,87.98,116.52,108.84,116.02,14
5,32.74,48.51,85.58,91.85,87.98,95.59,116.02,116.52,84.5,15
5,76.1,23.0,49.36,79.82,95.59,56.49,84.5,116.02,87.98,16
5,38.85,24.01,28.8,97.73,56.49,30.12,87.98,84.5,95.59,17
5,110.09,21.66,83.06,92.16,30.12,27.49,95.59,87.98,56.49,18
5,160.31,23.87,75.9,75.38,27.49,56.34,56.49,95.59,30.12,19
5,144.27,24.31,30.22,85.86,56.34,97.03,30.12,56.49,27.49,20
5,137.44,23.17,84.19,131.51,97.03,22.28,27.49,30.12,56.34,21
5,162.84,24.92,86.1,140.43,22.28,26.19,56.34,27.49,97.03,22
5,164.03,60.25,78.71,83.6,26.19,16.56,97.03,56.34,22.28,23
5,96.64,25.37,104.92,28.08,16.56,20.03,22.28,97.03,26.19,24
6,85.77,50.34,43.52,65.04,20.03,26.19,26.19,22.28,16.56,1
6,166.54,57.07,21.09,49.47,26.19,25.84,16.56,26.19,20.03,2
6,108.49,49.38,22.89,21.45,25.84,21.4,20.03,16.56,26.19,3
6,95.09,46.15,27.43,17.99,21.4,63.67,26.19,20.03,25.84,4
6,122.95,46.39,55.74,26.59,63.67,19.46,25.84,26.19,21.4,5
6,119.91,57.77,26.71,26.78,19.46,27.79,21.4,25.84,63.67,6
6,26.98,46.61,22.72,29.13,27.79,22.07,63.67,21.4,19.46,7
6,27.84,41.06,28.18,61.98,22.07,22.99,19.46,63.67,27.79,8
6,25.42,150.25,60.6,98.66,22.99,18.27,27.79,19.46,22.07,9
6,25.5,79.52,110.48,86.09,18.27,19.34,22.07,27.79,22.99,10
6,121.05,87.38,118.84,115.42,19.34,30.52,22.99,22.07,18.27,11
6,121.78,87.01,108.84,100.78,30.52,34.48,18.27,22.99,19.34,12
6,117.15,92.75,116.52,98.85,34.48,32.74,19.34,18.27,30.52,13
6,126.93,62.34,116.02,96.95,32.74,76.1,30.52,19.34,34.48,14
6,48.51,26.39,84.5,85.58,76.1,38.85,34.48,30.52,32.74,15
6,23.0,30.31,87.98,49.36,38.85,110.09,32.74,34.48,76.1,16
6,24.01,27.74,95.59,28.8,110.09,160.31,76.1,32.74,38.85,17
6,21.66,18.18,56.49,83.06,160.31,144.27,38.85,76.1,110.09,18
6,23.87,23.2,30.12,75.9,144.27,137.44,110.09,38.85,160.31,19
6,24.31,19.78,27.49,30.22,137.44,162.84,160.31,110.09,144.27,20
6,23.17,26.66,56.34,84.19,162.84,164.03,144.27,160.31,137.44,21
6,24.92,18.92,97.03,86.1,164.03,96.64,137.44,144.27,162.84,22
6,60.25,23.42,22.28,78.71,96.64,85.77,162.84,137.44,164.03,23
6,25.37,71.46,26.19,104.92,85.77,166.54,164.03,162.84,96.64,24
7,50.34,20.49,16.56,43.52,166.54,108.49,96.64,164.03,85.77,1
7,57.07,24.8,20.03,21.09,108.49,95.09,85.77,96.64,166.54,2
7,49.38,43.3,26.19,22.89,95.09,122.95,166.54,85.77,108.49,3
7,46.15,23.4,25.84,27.43,122.95,119.91,108.49,166.54,95.09,4
7,46.39,21.59,21.4,55.74,119.91,26.98,95.09,108.49,122.95,5
7,57.77,22.07,63.67,26.71,26.98,27.84,122.95,95.09,119.91,6
7,46.61,23.07,19.46,22.72,27.84,25.42,119.91,122.95,26.98,7
7,41.06,23.46,27.79,28.18,25.42,25.5,26.98,119.91,27.84,8
7,150.25,19.6,22.07,60.6,25.5,121.05,27.84,26.98,25.42,9
7,79.52,18.04,22.99,110.48,121.05,121.78,25.42,27.84,25.5,10
7,87.38,78.14,18.27,118.84,121.78,117.15,25.5,25.42,121.05,11
7,87.01,171.21,19.34,108.84,117.15,126.93,121.05,25.5,121.78,12
7,92.75,108.89,30.52,116.52,126.93,48.51,121.78,121.05,117.15,13
7,62.34,34.13,34.48,116.02,48.51,23.0,117.15,121.78,126.93,14
7,26.39,133.2,32.74,84.5,23.0,24.01,126.93,117.15,48.51,15
7,30.31,68.01,76.1,87.98,24.01,21.66,48.51,126.93,23.0,16
7,27.74,28.76,38.85,95.59,21.66,23.87,23.0,48.51,24.01,17
7,18.18,24.86,110.09,56.49,23.87,24.31,24.01,23.0,21.66,18
7,23.2,19.57,160.31,30.12,24.31,23.17,21.66,24.01,23.87,19
7,19.78,31.93,144.27,27.49,23.17,24.92,23.87,21.66,24.31,20
7,26.66,55.22,137.44,56.34,24.92,60.25,24.31,23.87,23.17,21
7,18.92,100.63,162.84,97.03,60.25,25.37,23.17,24.31,24.92,22
7,23.42,132.3,164.03,22.28,25.37,50.34,24.92,23.17,60.25,23
7,71.46,78.07,96.64,26.19,50.34,57.07,60.25,24.92,25.37,24
8,20.49,22.47,85.77,16.56,57.07,49.38,25.37,60.25,50.34,1
8,24.8,19.21,166.54,20.03,49.38,46.15,50.34,25.37,57.07,2
8,43.3,22.3,108.49,26.19,46.15,46.39,57.07,50.34,49.38,3
8,23.4,20.36,95.09,25.84,46.39,57.77,49.38,57.07,46.15,4
8,21.59,19.79,122.95,21.4,57.77,46.61,46.15,49.38,46.39,5
8,22.07,21.1,119.91,63.67,46.61,41.06,46.39,46.15,57.77,6
8,23.07,18.54,26.98,19.46,41.06,150.25,57.77,46.39,46.61,7
8,23.46,90.99,27.84,27.79,150.25,79.52,46.61,57.77,41.06,8
8,19.6,104.47,25.42,22.07,79.52,87.38,41.06,46.61,150.25,9
8,18.04,107.55,25.5,22.99,87.38,87.01,150.25,41.06,79.52,10
8,78.14,46.79,121.05,18.27,87.01,92.75,79.52,150.25,87.38,11
8,171.21,83.75,121.78,19.34,92.75,62.34,87.38,79.52,87.01,12
8,108.89,189.74,117.15,30.52,62.34,26.39,87.01,87.38,92.75,13
8,34.13,186.28,126.93,34.48,26.39,30.31,92.75,87.01,62.34,14
8,133.2,120.23,48.51,32.74,30.31,27.74,62.34,92.75,26.39,15
8,68.01,157.06,23.0,76.1,27.74,18.18,26.39,62.34,30.31,16
8,28.76,92.04,24.01,38.85,18.18,23.2,30.31,26.39,27.74,17
8,24.86,115.81,21.66,110.09,23.2,19.78,27.74,30.31,18.18,18
8,19.57,103.57,23.87,160.31,19.78,26.66,18.18,27.74,23.2,19
8,31.93,224.92,24.31,144.27,26.66,18.92,23.2,18.18,19.78,20
8,55.22,163.63,23.17,137.44,18.92,23.42,19.78,23.2,26.66,21
8,100.63,146.21,24.92,162.84,23.42,71.46,26.66,19.78,18.92,22
8,132.3,37.45,60.25,164.03,71.46,20.49,18.92,26.66,23.42,23
8,78.07,25.04,25.37,96.64,20.49,24.8,23.42,18.92,71.46,24
9,22.47,23.76,50.34,85.77,24.8,43.3,71.46,23.42,20.49,1
9,19.21,22.03,57.07,166.54,43.3,23.4,20.49,71.46,24.8,2
9,22.3,19.81,49.38,108.49,23.4,21.59,24.8,20.49,43.3,3
9,20.36,22.55,46.15,95.09,21.59,22.07,43.3,24.8,23.4,4
9,19.79,59.09,46.39,122.95,22.07,23.07,23.4,43.3,21.59,5
9,21.1,19.48,57.77,119.91,23.07,23.46,21.59,23.4,22.07,6
9,18.54,44.91,46.61,26.98,23.46,19.6,22.07,21.59,23.07,7
9,90.99,138.63,41.06,27.84,19.6,18.04,23.07,22.07,23.46,8
9,104.47,88.67,150.25,25.42,18.04,78.14,23.46,23.07,19.6,9
9,107.55,83.11,79.52,25.5,78.14,171.21,19.6,23.46,18.04,10
9,46.79,91.94,87.38,121.05,171.21,108.89,18.04,19.6,78.14,11
9,83.75,73.91,87.01,121.78,108.89,34.13,78.14,18.04,171.21,12
9,189.74,52.52,92.75,117.15,34.13,133.2,171.21,78.14,108.89,13
9,186.28,25.25,62.34,126.93,133.2,68.01,108.89,171.21,34.13,14
9,120.23,18.17,26.39,48.51,68.01,28.76,34.13,108.89,133.2,15
9,157.06,17.8,30.31,23.0,28.76,24.86,133.2,34.13,68.01,16
9,92.04,18.15,27.74,24.01,24.86,19.57,68.01,133.2,28.76,17
9,115.81,21.87,18.18,21.66,19.57,31.93,28.76,68.01,24.86,18
9,103.57,34.74,23.2,23.87,31.93,55.22,24.86,28.76,19.57,19
9,224.92,140.52,19.78,24.31,55.22,100.63,19.57,24.86,31.93,20
9,163.63,172.68,26.66,23.17,100.63,132.3,31.93,19.57,55.22,21
9,146.21,155.23,18.92,24.92,132.3,78.07,55.22,31.93,100.63,22
9,37.45,82.46,23.42,60.25,78.07,22.47,100.63,55.22,132.3,23
9,25.04,22.42,71.46,25.37,22.47,19.21,132.3,100.63,78.07,24
10,23.76,20.45,20.49,50.34,19.21,22.3,78.07,132.3,22.47,1
10,22.03,21.86,24.8,57.07,22.3,20.36,22.47,78.07,19.21,2
10,19.81,19.36,43.3,49.38,20.36,19.79,19.21,22.47,22.3,3
10,22.55,22.44,23.4,46.15,19.79,21.1,22.3,19.21,20.36,4
10,59.09,19.25,21.59,46.39,21.1,18.54,20.36,22.3,19.79,5
10,19.48,15.62,22.07,57.77,18.54,90.99,19.79,20.36,21.1,6
10,44.91,53.84,23.07,46.61,90.99,104.47,21.1,19.79,18.54,7
10,138.63,62.3,23.46,41.06,104.47,107.55,18.54,21.1,90.99,8
10,88.67,120.14,19.6,150.25,107.55,46.79,90.99,18.54,104.47,9
10,83.11,117.83,18.04,79.52,46.79,83.75,104.47,90.99,107.55,10
10,91.94,117.97,78.14,87.38,83.75,189.74,107.55,104.47,46.79,11
10,73.91,97.95,171.21,87.01,189.74,186.28,46.79,107.55,83.75,12
10,52.52,78.37,108.89,92.75,186.28,120.23,83.75,46.79,189.74,13
10,25.25,76.98,34.13,62.34,120.23,157.06,189.74,83.75,186.28,14
10,18.17,85.04,133.2,26.39,157.06,92.04,186.28,189.74,120.23,15
10,17.8,86.12,68.01,30.31,92.04,115.81,120.23,186.28,157.06,16
10,18.15,42.06,28.76,27.74,115.81,103.57,157.06,120.23,92.04,17
10,21.87,30.72,24.86,18.18,103.57,224.92,92.04,157.06,115.81,18
10,34.74,42.4,19.57,23.2,224.92,163.63,115.81,92.04,103.57,19
10,140.52,72.47,31.93,19.78,163.63,146.21,103.57,115.81,224.92,20
10,172.68,129.5,55.22,26.66,146.21,37.45,224.92,103.57,163.63,21
10,155.23,79.82,100.63,18.92,37.45,25.04,163.63,224.92,146.21,22
10,82.46,77.5,132.3,23.42,25.04,23.76,146.21,163.63,37.45,23
10,22.42,35.77,78.07,71.46,23.76,22.03,37.45,146.21,25.04,24
11,20.45,24.84,22.47,20.49,22.03,19.81,25.04,37.45,23.76,1
11,21.86,16.36,19.21,24.8,19.81,22.55,23.76,25.04,22.03,2
11,19.36,24.16,22.3,43.3,22.55,59.09,22.03,23.76,19.81,3
11,22.44,56.28,20.36,23.4,59.09,19.48,19.81,22.03,22.55,4
11,19.25,34.06,19.79,21.59,19.48,44.91,22.55,19.81,59.09,5
11,15.62,15.41,21.1,22.07,44.91,138.63,59.09,22.55,19.48,6
11,53.84,36.64,18.54,23.07,138.63,88.67,19.48,59.09,44.91,7
11,62.3,88.6,90.99,23.46,88.67,83.11,44.91,19.48,138.63,8
11,120.14,65.55,104.47,19.6,83.11,91.94,138.63,44.91,88.67,9
11,117.83,148.93,107.55,18.04,91.94,73.91,88.67,138.63,83.11,10
11,117.97,120.05,46.79,78.14,73.91,52.52,83.11,88.67,91.94,11
11,97.95,101.13,83.75,171.21,52.52,25.25,91.94,83.11,73.91,12
11,78.37,80.04,189.74,108.89,25.25,18.17,73.91,91.94,52.52,13
11,76.98,78.84,186.28,34.13,18.17,17.8,52.52,73.91,25.25,14
11,85.04,138.46,120.23,133.2,17.8,18.15,25.25,52.52,18.17,15
11,86.12,106.14,157.06,68.01,18.15,21.87,18.17,25.25,17.8,16
11,42.06,24.39,92.04,28.76,21.87,34.74,17.8,18.17,18.15,17
11,30.72,30.03,115.81,24.86,34.74,140.52,18.15,17.8,21.87,18
11,42.4,41.56,103.57,19.57,140.52,172.68,21.87,18.15,34.74,19
11,72.47,69.66,224.92,31.93,172.68,155.23,34.74,21.87,140.52,20
11,129.5,123.38,163.63,55.22,155.23,82.46,140.52,34.74,172.68,21
11,79.82,176.54,146.21,100.63,82.46,22.42,172.68,140.52,155.23,22
11,77.5,121.28,37.45,132.3,22.42,20.45,155.23,172.68,82.46,23
11,35.77,37.62,25.04,78.07,20.45,21.86,82.46,155.23,22.42,24
12,24.84,19.68,23.76,22.47,21.86,19.36,22.42,82.46,20.45,1
12,16.36,21.94,22.03,19.21,19.36,22.44,20.45,22.42,21.86,2
12,24.16,21.61,19.81,22.3,22.44,19.25,21.86,20.45,19.36,3
12,56.28,32.42,22.55,20.36,19.25,15.62,19.36,21.86,22.44,4
12,34.06,39.85,59.09,19.79,15.62,53.84,22.44,19.36,19.25,5
12,15.41,21.75,19.48,21.1,53.84,62.3,19.25,22.44,15.62,6
12,36.64,30.29,44.91,18.54,62.3,120.14,15.62,19.25,53.84,7
12,88.6,72.51,138.63,90.99,120.14,117.83,53.84,15.62,62.3,8
12,65.55,89.89,88.67,104.47,117.83,117.97,62.3,53.84,120.14,9
12,148.93,73.55,83.11,107.55,117.97,97.95,120.14,62.3,117.83,10
12,120.05,81.21,91.94,46.79,97.95,78.37,117.83,120.14,117.97,11
12,101.13,74.87,73.91,83.75,78.37,76.98,117.97,117.83,97.95,12
12,80.04,87.64,52.52,189.74,76.98,85.04,97.95,117.97,78.37,13
12,78.84,66.59,25.25,186.28,85.04,86.12,78.37,97.95,76.98,14
12,138.46,24.74,18.17,120.23,86.12,42.06,76.98,78.37,85.04,15
12,106.14,29.99,17.8,157.06,42.06,30.72,85.04,76.98,86.12,16
12,24.39,22.7,18.15,92.04,30.72,42.4,86.12,85.04,42.06,17
12,30.03,26.25,21.87,115.81,42.4,72.47,42.06,86.12,30.72,18
12,41.56,69.39,34.74,103.57,72.47,129.5,30.72,42.06,42.4,19
12,69.66,97.5,140.52,224.92,129.5,79.82,42.4,30.72,72.47,20
12,123.38,90.09,172.68,163.63,79.82,77.5,72.47,42.4,129.5,21
12,176.54,59.76,155.23,146.21,77.5,35.77,129.5,72.47,79.82,22
12,121.28,58.21,82.46,37.45,35.77,24.84,79.82,129.5,77.5,23
12,37.62,23.38,22.42,25.04,24.84,16.36,77.5,79.82,35.77,24
13,19.68,18.26,20.45,23.76,16.36,24.16,35.77,77.5,24.84,1
13,21.94,20.65,21.86,22.03,24.16,56.28,24.84,35.77,16.36,2
13,21.61,23.56,19.36,19.81,56.28,34.06,16.36,24.84,24.16,3
13,32.42,18.64,22.44,22.55,34.06,15.41,24.16,16.36,56.28,4
13,39.85,63.49,19.25,59.09,15.41,36.64,56.28,24.16,34.06,5
13,21.75,22.3,15.62,19.48,36.64,88.6,34.06,56.28,15.41,6
13,30.29,76.42,53.84,44.91,88.6,65.55,15.41,34.06,36.64,7
13,72.51,140.9,62.3,138.63,65.55,148.93,36.64,15.41,88.6,8
13,89.89,108.99,120.14,88.67,148.93,120.05,88.6,36.64,65.55,9
13,73.55,109.15,117.83,83.11,120.05,101.13,65.55,88.6,148.93,10
13,81.21,89.75,117.97,91.94,101.13,80.04,148.93,65.55,120.05,11
13,74.87,78.39,97.95,73.91,80.04,78.84,120.05,148.93,101.13,12
13,87.64,100.19,78.37,52.52,78.84,138.46,101.13,120.05,80.04,13
13,66.59,40.6,76.98,25.25,138.46,106.14,80.04,101.13,78.84,14
13,24.74,39.78,85.04,18.17,106.14,24.39,78.84,80.04,138.46,15
13,29.99,81.42,86.12,17.8,24.39,30.03,138.46,78.84,106.14,16
13,22.7,61.65,42.06,18.15,30.03,41.56,106.14,138.46,24.39,17
13,26.25,21.68,30.72,21.87,41.56,69.66,24.39,106.14,30.03,18
13,69.39,29.46,42.4,34.74,69.66,123.38,30.03,24.39,41.56,19
13,97.5,91.75,72.47,140.52,123.38,176.54,41.56,30.03,69.66,20
13,90.09,132.39,129.5,172.68,176.54,121.28,69.66,41.56,123.38,21
13,59.76,140.41,79.82,155.23,121.28,37.62,123.38,69.66,176.54,22
13,58.21,103.3,77.5,82.46,37.62,19.68,176.54,123.38,121.28,23
13,23.38,70.52,35.77,22.42,19.68,21.94,121.28,176.54,37.62,24
14,18.26,69.26,24.84,20.45,21.94,21.61,37.62,121.28,19.68,1
14,20.65,116.96,16.36,21.86,21.61,32.42,19.68,37.62,21.94,2
14,23.56,72.35,24.16,19.36,32.42,39.85,21.94,19.68,21.61,3
14,18.64,54.19,56.28,22.44,39.85,21.75,21.61,21.94,32.42,4
14,63.49,20.45,34.06,19.25,21.75,30.29,32.42,21.61,39.85,5
14,22.3,21.07,15.41,15.62,30.29,72.51,39.85,32.42,21.75,6
14,76.42,20.42,36.64,53.84,72.51,89.89,21.75,39.85,30.29,7
14,140.9,18.4,88.6,62.3,89.89,73.55,30.29,21.75,72.51,8
14,108.99,26.82,65.55,120.14,73.55,81.21,72.51,30.29,89.89,9
14,109.15,137.6,148.93,117.83,81.21,74.87,89.89,72.51,73.55,10
14,89.75,170.87,120.05,117.97,74.87,87.64,73.55,89.89,81.21,11
14,78.39,115.0,101.13,97.95,87.64,66.59,81.21,73.55,74.87,12
14,100.19,79.4,80.04,78.37,66.59,24.74,74.87,81.21,87.64,13
14,40.6,96.47,78.84,76.98,24.74,29.99,87.64,74.87,66.59,14
14,39.78,81.44,138.46,85.04,29.99,22.7,66.59,87.64,24.74,15
14,81.42,39.56,106.14,86.12,22.7,26.25,24.74,66.59,29.99,16
14,61.65,18.12,24.39,42.06,26.25,69.39,29.99,24.74,22.7,17
14,21.68,19.91,30.03,30.72,69.39,97.5,22.7,29.99,26.25,18
14,29.46,23.65,41.56,42.4,97.5,90.09,26.25,22.7,69.39,19
14,91.75,17.74,69.66,72.47,90.09,59.76,69.39,26.25,97.5,20
14,132.39,22.16,123.38,129.5,59.76,58.21,97.5,69.39,90.09,21
14,140.41,199.75,176.54,79.82,58.21,23.38,90.09,97.5,59.76,22
14,103.3,33.63,121.28,77.5,23.38,18.26,59.76,90.09,58.21,23
14,70.52,29.25,37.62,35.77,18.26,20.65,58.21,59.76,23.38,24
15,69.26,22.29,19.68,24.84,20.65,23.56,23.38,58.21,18.26,1
15,116.96,34.05,21.94,16.36,23.56,18.64,18.26,23.38,20.65,2
15,72.35,23.04,21.61,24.16,18.64,63.49,20.65,18.26,23.56,3
15,54.19,24.84,32.42,56.28,63.49,22.3,23.56,20.65,18.64,4
15,20.45,19.18,39.85,34.06,22.3,76.42,18.64,23.56,63.49,5
15,21.07,21.73,21.75,15.41,76.42,140.9,63.49,18.64,22.3,6
15,20.42,59.56,30.29,36.64,140.9,108.99,22.3,63.49,76.42,7
15,18.4,31.69,72.51,88.6,108.99,109.15,76.42,22.3,140.9,8
15,26.82,29.16,89.89,65.55,109.15,89.75,140.9,76.42,108.99,9
15,137.6,42.01,73.55,148.93,89.75,78.39,108.99,140.9,109.15,10
