t1,t2,t3,t4,t5,t6,t7,exp_ma,hour,slope1,slope2,curr_pred,actual
5.45,5.45,5.45,5.45,5.45,5.45,5.45,181.818307701,17,-8.149999999999999,-5.45,5.45,0.19
0,0,0,0,0,0,0,181.818307701,18,-5.45,0,0,0
0,0,0,0,0,0,0,181.818307701,19,0,0,0,0
0,0,0,0,0,0,0,181.818307701,20,0,0,0,0
0,0,0,0,0,0,0,181.818307701,21,0,0,0,0
0,0,0,0,0,0,0,181.818307701,22,0,0,0,0
0,0,0,0,0,0,0,181.818307701,23,0,0,0,0
0,0,0,0,0,0,0,181.601379763,0,0,0,0,0
0,0,0,0,0,0,0,181.601379763,1,0,0,0,0
0,0,0,0,0,0,0,181.601379763,2,0,0,0,0
0,0,0,0,0,0,0,181.601379763,3,0,0,0,0
0,0,0,0,0,0,0,181.601379763,4,0,0,0,0
0,0,0,0,0,0,0,181.601379763,5,0,0.9,0,0
0.9,0.9,0.9,0.9,0.9,0.9,0.9,181.601379763,6,0.9,8.709999999999999,0.9,0.0
9.61,9.61,9.61,9.61,9.61,9.61,9.61,181.601379763,7,8.709999999999999,5.74,9.61,5.19
15.35,15.35,15.35,15.35,15.35,15.35,15.35,181.601379763,8,5.74,5.1,15.35,13.41
20.45,20.45,20.45,20.45,20.45,20.45,20.45,181.601379763,9,5.1,2.6799999999999997,20.45,17.42
23.13,23.13,23.13,23.13,23.13,23.13,23.13,181.601379763,10,2.6799999999999997,-2.5700000000000003,23.13,19.2
20.56,20.56,20.56,20.56,20.56,20.56,20.56,181.601379763,11,-2.5700000000000003,3.490000000000002,20.56,20.16
24.05,24.05,24.05,24.05,24.05,24.05,24.05,181.601379763,12,3.490000000000002,-1.9000000000000021,24.05,19.73
22.15,22.15,22.15,22.15,22.15,22.15,22.15,181.601379763,13,-1.9000000000000021,-6.929999999999998,22.15,18.63
15.22,15.22,15.22,15.22,15.22,15.22,15.22,181.601379763,14,-6.929999999999998,-1.8600000000000012,15.22,15.14
13.36,13.36,13.36,13.36,13.36,13.36,13.36,181.601379763,15,-1.8600000000000012,-5.749999999999999,13.36,12.43
7.61,7.61,7.61,7.61,7.61,7.61,7.61,181.601379763,16,-5.749999999999999,-4.550000000000001,7.61,8.02
3.06,3.06,3.06,3.06,3.06,3.06,3.06,181.601379763,17,-4.550000000000001,-3.06,3.06,0.14
0,0,0,0,0,0,0,181.601379763,18,-3.06,0,0,0
0,0,0,0,0,0,0,181.601379763,19,0,0,0,0
0,0,0,0,0,0,0,181.601379763,20,0,0,0,0
0,0,0,0,0,0,0,181.601379763,21,0,0,0,0
0,0,0,0,0,0,0,181.601379763,22,0,0,0,0
0,0,0,0,0,0,0,181.601379763,23,0,0,0,0
0,0,0,0,0,0,0,180.873732749,0,0,0,0,0
0,0,0,0,0,0,0,180.873732749,1,0,0,0,0
0,0,0,0,0,0,0,180.873732749,2,0,0,0,0
0,0,0,0,0,0,0,180.873732749,3,0,0,0,0
0,0,0,0,0,0,0,180.873732749,4,0,0,0,0
0,0,0,0,0,0,0,180.873732749,5,0,0.74,0,0
0.74,0.74,0.74,0.74,0.74,0.74,0.74,180.873732749,6,0.74,5.74,0.74,0.0
6.48,6.48,6.48,6.48,6.48,6.48,6.48,180.873732749,7,5.74,5.73,6.48,1.25
12.21,12.21,12.21,12.21,12.21,12.21,12.21,180.873732749,8,5.73,1.2399999999999984,12.21,6.6
13.45,13.45,13.45,13.45,13.45,13.45,13.45,180.873732749,9,1.2399999999999984,3.5600000000000023,13.45,9.86
17.01,17.01,17.01,17.01,17.01,17.01,17.01,180.873732749,10,3.5600000000000023,0.9799999999999969,17.01,12.2
17.99,17.99,17.99,17.99,17.99,17.99,17.99,180.873732749,11,0.9799999999999969,3.0600000000000023,17.99,13.53
21.05,21.05,21.05,21.05,21.05,21.05,21.05,180.873732749,12,3.0600000000000023,0.3299999999999983,21.05,15.8
21.38,21.38,21.38,21.38,21.38,21.38,21.38,180.873732749,13,0.3299999999999983,-1.5500000000000007,21.38,15.94
19.83,19.83,19.83,19.83,19.83,19.83,19.83,180.873732749,14,-1.5500000000000007,-3.139999999999997,19.83,14.96
16.69,16.69,16.69,16.69,16.69,16.69,16.69,180.873732749,15,-3.139999999999997,-6.380000000000001,16.69,11.9
10.31,10.31,10.31,10.31,10.31,10.31,10.31,180.873732749,16,-6.380000000000001,-7.210000000000001,10.31,6.71
3.1,3.1,3.1,3.1,3.1,3.1,3.1,180.873732749,17,-7.210000000000001,-3.1,3.1,0.11
0,0,0,0,0,0,0,180.873732749,18,-3.1,0,0,0
0,0,0,0,0,0,0,180.873732749,19,0,0,0,0
0,0,0,0,0,0,0,180.873732749,20,0,0,0,0
0,0,0,0,0,0,0,180.873732749,21,0,0,0,0
0,0,0,0,0,0,0,180.873732749,22,0,0,0,0
0,0,0,0,0,0,0,180.873732749,23,0,0,0,0
0,0,0,0,0,0,0,179.395923546,0,0,0,0,0
0,0,0,0,0,0,0,179.395923546,1,0,0,0,0
0,0,0,0,0,0,0,179.395923546,2,0,0,0,0
0,0,0,0,0,0,0,179.395923546,3,0,0,0,0
0,0,0,0,0,0,0,179.395923546,4,0,0,0,0
0,0,0,0,0,0,0,179.395923546,5,0,1.88,0,0
1.88,1.88,1.88,1.88,1.88,1.88,1.88,179.395923546,6,1.88,6.97,1.88,0.0
8.85,8.85,8.85,8.85,8.85,8.85,8.85,179.395923546,7,6.97,7.540000000000001,8.85,6.47
16.39,16.39,16.39,16.39,16.39,16.39,16.39,179.395923546,8,7.540000000000001,2.34,16.39,16.98
18.73,18.73,18.73,18.73,18.73,18.73,18.73,179.395923546,9,2.34,-0.9100000000000001,18.73,21.94
17.82,17.82,17.82,17.82,17.82,17.82,17.82,179.395923546,10,-0.9100000000000001,-2.3200000000000003,17.82,23.77
15.5,15.5,15.5,15.5,15.5,15.5,15.5,179.395923546,11,-2.3200000000000003,-1.8399999999999999,15.5,24.45
13.66,13.66,13.66,13.66,13.66,13.66,13.66,179.395923546,12,-1.8399999999999999,-0.40000000000000036,13.66,24.88
13.26,13.26,13.26,13.26,13.26,13.26,13.26,179.395923546,13,-0.40000000000000036,-2.2200000000000006,13.26,24.71
11.04,11.04,11.04,11.04,11.04,11.04,11.04,179.395923546,14,-2.2200000000000006,-0.8299999999999983,11.04,23.54
10.21,10.21,10.21,10.21,10.21,10.21,10.21,179.395923546,15,-0.8299999999999983,-3.080000000000001,10.21,20.53
7.13,7.13,7.13,7.13,7.13,7.13,7.13,179.395923546,16,-3.080000000000001,-4.109999999999999,7.13,12.97
3.02,3.02,3.02,3.02,3.02,3.02,3.02,179.395923546,17,-4.109999999999999,-3.02,3.02,0.22
0,0,0,0,0,0,0,179.395923546,18,-3.02,0,0,0
0,0,0,0,0,0,0,179.395923546,19,0,0,0,0
0,0,0,0,0,0,0,179.395923546,20,0,0,0,0
0,0,0,0,0,0,0,179.395923546,21,0,0,0,0
0,0,0,0,0,0,0,179.395923546,22,0,0,0,0
0,0,0,0,0,0,0,179.395923546,23,0,0,0,0
0,0,0,0,0,0,0,179.842637133,0,0,0,0,0
0,0,0,0,0,0,0,179.842637133,1,0,0,0,0
0,0,0,0,0,0,0,179.842637133,2,0,0,0,0
0,0,0,0,0,0,0,179.842637133,3,0,0,0,0
0,0,0,0,0,0,0,179.842637133,4,0,0,0,0
0,0,0,0,0,0,0,179.842637133,5,0,1.57,0,0
1.88,0.74,0.9,1.91,2.03,2.13,2.46,179.842637133,6,1.57,7.74,1.57,0.0
8.85,6.48,9.61,9.96,8.94,11.07,10.81,179.842637133,7,7.74,4.789999999999999,9.31,6.37
16.39,12.21,15.35,15.21,10.17,13.9,16.62,179.842637133,8,4.789999999999999,4.950000000000001,14.1,17.22
18.73,13.45,20.45,18.9,14.6,20.76,20.13,179.842637133,9,4.950000000000001,4.32,19.05,21.41
17.82,17.01,23.13,17.8,21.02,18.82,24.74,179.842637133,10,4.32,-0.120000000000001,23.37,19.21
15.5,17.99,20.56,18.01,19.55,17.91,19.72,179.842637133,11,-0.120000000000001,-3.280000000000001,23.25,14.08
13.66,21.05,24.05,19.83,18.21,17.19,19.79,179.842637133,12,-3.280000000000001,-0.7999999999999972,19.97,17.43
13.26,21.38,22.15,18.87,13.36,16.65,19.55,179.842637133,13,-0.7999999999999972,5.909999999999997,19.17,18.82
11.04,19.83,15.22,16.8,7.98,13.86,19.56,179.842637133,14,5.909999999999997,-7.439999999999998,25.08,19.32
10.21,16.69,13.36,13.84,6.8,8.8,14.25,179.842637133,15,-7.439999999999998,-2.710000000000001,17.64,17.33
7.13,10.31,7.61,13.6,6.98,6.7,12.53,179.842637133,16,-2.710000000000001,-9.86,14.93,10.21
3.02,3.1,3.06,5.45,3.3,1.21,5.04,179.842637133,17,-9.86,-5.07,5.07,0.2
0,0,0,0,0,0,0,179.842637133,18,-5.07,0,0,0
0,0,0,0,0,0,0,179.842637133,19,0,0,0,0
0,0,0,0,0,0,0,179.842637133,20,0,0,0,0
0,0,0,0,0,0,0,179.842637133,21,0,0,0,0
0,0,0,0,0,0,0,179.842637133,22,0,0,0,0
0,0,0,0,0,0,0,179.842637133,23,0,0,0,0
0,0,0,0,0,0,0,180.473747128,0,0,0,0,0
0,0,0,0,0,0,0,180.473747128,1,0,0,0,0
0,0,0,0,0,0,0,180.473747128,2,0,0,0,0
0,0,0,0,0,0,0,180.473747128,3,0,0,0,0
0,0,0,0,0,0,0,180.473747128,4,0,0,0,0
0,0,0,0,0,0,0,180.473747128,5,0,2.8,0,0
1.57,1.88,0.74,0.9,1.91,2.03,2.13,180.473747128,6,2.8,8.0,2.8,0.0
9.31,8.85,6.48,9.61,9.96,8.94,11.07,180.473747128,7,8.0,7.34,10.8,6.13
14.1,16.39,12.21,15.35,15.21,10.17,13.9,180.473747128,8,7.34,4.509999999999998,18.14,16.47
19.05,18.73,13.45,20.45,18.9,14.6,20.76,180.473747128,9,4.509999999999998,-1.6699999999999982,22.65,21.06
23.37,17.82,17.01,23.13,17.8,21.02,18.82,180.473747128,10,-1.6699999999999982,-0.5500000000000007,20.98,22.03
23.25,15.5,17.99,20.56,18.01,19.55,17.91,180.473747128,11,-0.5500000000000007,0.9699999999999989,20.43,21.77
19.97,13.66,21.05,24.05,19.83,18.21,17.19,180.473747128,12,0.9699999999999989,1.4100000000000001,21.4,21.99
19.17,13.26,21.38,22.15,18.87,13.36,16.65,180.473747128,13,1.4100000000000001,0.3000000000000007,22.81,21.46
25.08,11.04,19.83,15.22,16.8,7.98,13.86,180.473747128,14,0.3000000000000007,-5.439999999999998,23.11,19.78
17.64,10.21,16.69,13.36,13.84,6.8,8.8,180.473747128,15,-5.439999999999998,-5.060000000000002,17.67,18.06
14.93,7.13,10.31,7.61,13.6,6.98,6.7,180.473747128,16,-5.060000000000002,-7.64,12.61,12.13
5.07,3.02,3.1,3.06,5.45,3.3,1.21,180.473747128,17,-7.64,-4.97,4.97,0.27
0,0,0,0,0,0,0,180.473747128,18,-4.97,0,0,0
0,0,0,0,0,0,0,180.473747128,19,0,0,0,0
0,0,0,0,0,0,0,180.473747128,20,0,0,0,0
0,0,0,0,0,0,0,180.473747128,21,0,0,0,0
0,0,0,0,0,0,0,180.473747128,22,0,0,0,0
0,0,0,0,0,0,0,180.473747128,23,0,0,0,0
0,0,0,0,0,0,0,178.968345862,0,0,0,0,0
0,0,0,0,0,0,0,178.968345862,1,0,0,0,0
0,0,0,0,0,0,0,178.968345862,2,0,0,0,0
0,0,0,0,0,0,0,178.968345862,3,0,0,0,0
0,0,0,0,0,0,0,178.968345862,4,0,0,0,0
0,0,0,0,0,0,0,178.968345862,5,0,2.0,0,0
2.8,1.57,1.88,0.74,0.9,1.91,2.03,178.968345862,6,2.0,7.789999999999999,2.0,0.0
10.8,9.31,8.85,6.48,9.61,9.96,8.94,178.968345862,7,7.789999999999999,3.710000000000001,9.79,6.34
18.14,14.1,16.39,12.21,15.35,15.21,10.17,178.968345862,8,3.710000000000001,0.4900000000000002,13.5,16.96
22.65,19.05,18.73,13.45,20.45,18.9,14.6,178.968345862,9,0.4900000000000002,2.51,13.99,22.02
20.98,23.37,17.82,17.01,23.13,17.8,21.02,178.968345862,10,2.51,4.109999999999999,16.5,23.2
20.43,23.25,15.5,17.99,20.56,18.01,19.55,178.968345862,11,4.109999999999999,-5.1899999999999995,20.61,22.62
21.4,19.97,13.66,21.05,24.05,19.83,18.21,178.968345862,12,-5.1899999999999995,1.1300000000000008,15.42,23.66
22.81,19.17,13.26,21.38,22.15,18.87,13.36,178.968345862,13,1.1300000000000008,-4.010000000000002,16.55,23.97
23.11,25.08,11.04,19.83,15.22,16.8,7.98,178.968345862,14,-4.010000000000002,-4.409999999999998,12.54,23.1
17.67,17.64,10.21,16.69,13.36,13.84,6.8,178.968345862,15,-4.409999999999998,-2.330000000000001,8.13,20.55
12.61,14.93,7.13,10.31,7.61,13.6,6.98,178.968345862,16,-2.330000000000001,-4.35,5.8,13.3
4.97,5.07,3.02,3.1,3.06,5.45,3.3,178.968345862,17,-4.35,-1.45,1.45,0.31
0,0,0,0,0,0,0,178.968345862,18,-1.45,0,0,0
0,0,0,0,0,0,0,178.968345862,19,0,0,0,0
0,0,0,0,0,0,0,178.968345862,20,0,0,0,0
0,0,0,0,0,0,0,178.968345862,21,0,0,0,0
0,0,0,0,0,0,0,178.968345862,22,0,0,0,0
0,0,0,0,0,0,0,178.968345862,23,0,0,0,0
0,0,0,0,0,0,0,178.101481779,0,0,0,0,0
0,0,0,0,0,0,0,178.101481779,1,0,0,0,0
0,0,0,0,0,0,0,178.101481779,2,0,0,0,0
0,0,0,0,0,0,0,178.101481779,3,0,0,0,0
0,0,0,0,0,0,0,178.101481779,4,0,0,0,0
0,0,0,0,0,0,0,178.101481779,5,0,2.17,0,0
2.0,2.8,1.57,1.88,0.74,0.9,1.91,178.101481779,6,2.17,8.3,2.17,0.0
9.79,10.8,9.31,8.85,6.48,9.61,9.96,178.101481779,7,8.3,0.8999999999999986,10.47,6.26
13.5,18.14,14.1,16.39,12.21,15.35,15.21,178.101481779,8,0.8999999999999986,4.050000000000001,11.37,16.94
13.99,22.65,19.05,18.73,13.45,20.45,18.9,178.101481779,9,4.050000000000001,3.8400000000000016,15.42,22.04
16.5,20.98,23.37,17.82,17.01,23.13,17.8,178.101481779,10,3.8400000000000016,-4.950000000000001,19.26,23.07
20.61,20.43,23.25,15.5,17.99,20.56,18.01,178.101481779,11,-4.950000000000001,2.209999999999999,14.31,22.05
15.42,21.4,19.97,13.66,21.05,24.05,19.83,178.101481779,12,2.209999999999999,2.8200000000000003,16.52,24.11
16.55,22.81,19.17,13.26,21.38,22.15,18.87,178.101481779,13,2.8200000000000003,-4.119999999999999,19.34,24.87
12.54,23.11,25.08,11.04,19.83,15.22,16.8,178.101481779,14,-4.119999999999999,1.2200000000000006,15.22,24.08
8.13,17.67,17.64,10.21,16.69,13.36,13.84,178.101481779,15,1.2200000000000006,-5.990000000000002,16.44,20.96
5.8,12.61,14.93,7.13,10.31,7.61,13.6,178.101481779,16,-5.990000000000002,-7.8999999999999995,10.45,12.62
1.45,4.97,5.07,3.02,3.1,3.06,5.45,178.101481779,17,-7.8999999999999995,-2.55,2.55,0.39
0,0,0,0,0,0,0,178.101481779,18,-2.55,0,0,0
0,0,0,0,0,0,0,178.101481779,19,0,0,0,0
0,0,0,0,0,0,0,178.101481779,20,0,0,0,0
0,0,0,0,0,0,0,178.101481779,21,0,0,0,0
0,0,0,0,0,0,0,178.101481779,22,0,0,0,0
0,0,0,0,0,0,0,178.101481779,23,0,0,0,0
0,0,0,0,0,0,0,176.484428838,0,0,0,0,0
0,0,0,0,0,0,0,176.484428838,1,0,0,0,0
0,0,0,0,0,0,0,176.484428838,2,0,0,0,0
0,0,0,0,0,0,0,176.484428838,3,0,0,0,0
0,0,0,0,0,0,0,176.484428838,4,0,0,0,0
0,0,0,0,0,0,0,176.484428838,5,0,0.26,0,0
2.17,2.0,2.8,1.57,1.88,0.74,0.9,176.484428838,6,0.26,3.12,0.26,0.0
10.47,9.79,10.8,9.31,8.85,6.48,9.61,176.484428838,7,3.12,5.46,3.38,6.41
11.37,13.5,18.14,14.1,16.39,12.21,15.35,176.484428838,8,5.46,1.5999999999999996,8.84,17.08
15.42,13.99,22.65,19.05,18.73,13.45,20.45,176.484428838,9,1.5999999999999996,3.59,10.44,22.32
19.26,16.5,20.98,23.37,17.82,17.01,23.13,176.484428838,10,3.59,0.4900000000000002,14.03,24.44
14.31,20.61,20.43,23.25,15.5,17.99,20.56,176.484428838,11,0.4900000000000002,-0.6799999999999997,14.52,25.11
16.52,15.42,21.4,19.97,13.66,21.05,24.05,176.484428838,12,-0.6799999999999997,1.7100000000000009,13.84,25.41
19.34,16.55,22.81,19.17,13.26,21.38,22.15,176.484428838,13,1.7100000000000009,1.5799999999999983,15.55,24.93
15.22,12.54,23.11,25.08,11.04,19.83,15.22,176.484428838,14,1.5799999999999983,-0.7300000000000004,17.13,23.73
16.44,8.13,17.67,17.64,10.21,16.69,13.36,176.484428838,15,-0.7300000000000004,-5.539999999999999,16.4,21.34
10.45,5.8,12.61,14.93,7.13,10.31,7.61,176.484428838,16,-5.539999999999999,-5.4799999999999995,10.86,13.96
2.55,1.45,4.97,5.07,3.02,3.1,3.06,176.484428838,17,-5.4799999999999995,-5.38,5.38,0.42
0,0,0,0,0,0,0,176.484428838,18,-5.38,0,0,0
0,0,0,0,0,0,0,176.484428838,19,0,0,0,0
0,0,0,0,0,0,0,176.484428838,20,0,0,0,0
0,0,0,0,0,0,0,176.484428838,21,0,0,0,0
0,0,0,0,0,0,0,176.484428838,22,0,0,0,0
0,0,0,0,0,0,0,176.484428838,23,0,0,0,0
0,0,0,0,0,0,0,177.10730252,0,0,0,0,0
0,0,0,0,0,0,0,177.10730252,1,0,0,0,0
0,0,0,0,0,0,0,177.10730252,2,0,0,0,0
0,0,0,0,0,0,0,177.10730252,3,0,0,0,0
0,0,0,0,0,0,0,177.10730252,4,0,0,0,0
0,0,0,0,0,0,0,177.10730252,5,0,2.04,0,0
0.26,2.17,2.0,2.8,1.57,1.88,0.74,177.10730252,6,2.04,10.25,2.04,0.0
3.38,10.47,9.79,10.8,9.31,8.85,6.48,177.10730252,7,10.25,7.640000000000001,12.29,3.16
8.84,11.37,13.5,18.14,14.1,16.39,12.21,177.10730252,8,7.640000000000001,3.620000000000001,19.93,11.21
10.44,15.42,13.99,22.65,19.05,18.73,13.45,177.10730252,9,3.620000000000001,-5.25,23.55,16.84
14.03,19.26,16.5,20.98,23.37,17.82,17.01,177.10730252,10,-5.25,3.5700000000000003,18.3,20.25
14.52,14.31,20.61,20.43,23.25,15.5,17.99,177.10730252,11,3.5700000000000003,-1.9499999999999993,21.87,21.85
13.84,16.52,15.42,21.4,19.97,13.66,21.05,177.10730252,12,-1.9499999999999993,2.7099999999999973,19.92,22.88
15.55,19.34,16.55,22.81,19.17,13.26,21.38,177.10730252,13,2.7099999999999973,-2.379999999999999,22.63,23.28
17.13,15.22,12.54,23.11,25.08,11.04,19.83,177.10730252,14,-2.379999999999999,-1.8399999999999999,20.25,22.53
16.4,16.44,8.13,17.67,17.64,10.21,16.69,177.10730252,15,-1.8399999999999999,-6.0600000000000005,18.41,17.88
10.86,10.45,5.8,12.61,14.93,7.13,10.31,177.10730252,16,-6.0600000000000005,-9.12,12.35,8.9
5.38,2.55,1.45,4.97,5.07,3.02,3.1,177.10730252,17,-9.12,-3.23,3.23,0.2
0,0,0,0,0,0,0,177.10730252,18,-3.23,0,0,0
0,0,0,0,0,0,0,177.10730252,19,0,0,0,0
