actual,pred,oracle
0.0,-0.00325292907655,0.0
0.0,-0.0012977400329,0.0
0.0,-0.00036438042298,0.0
5.35,6.6937661171,5.9
0.0,-0.000311068841256,0.0
9.39,8.64602661133,8.62
0.0,-0.00423959875479,0.0
12.96,14.1776380539,14.72
0.0,-0.000311068841256,0.0
0.0,-0.00135105161462,0.0
20.87,20.9604167938,20.65
24.31,22.8259029388,20.81
21.55,21.1341381073,19.12
21.29,20.9571437836,20.08
1.76,1.63179516792,1.55
0.0,-0.00325292907655,0.0
23.02,23.8253555298,25.65
12.57,12.6371250153,13.55
0.0,-0.00803384184837,0.0
10.55,10.2358016968,10.82
0.0,-0.0012977400329,0.0
0.0,-0.00036438042298,0.0
20.34,20.4320831299,19.61
20.39,21.0438346863,19.93
0.0,0.00609975680709,0.0
0.0,-0.00135105161462,0.0
16.92,17.5012645721,17.93
0.0,-0.000311068841256,0.0
0.0,-0.000311068841256,0.0
21.91,22.1021289825,23.21
16.65,17.0990638733,16.84
0.0,0.0102586746216,0.0
16.9,18.767332077,17.94
23.79,22.7556858063,20.4
0.0,-0.00135105161462,0.0
0.0,0.0219238530844,0.0
0.04,0.068693228066,0.04
0.0,0.020883563906,0.0
0.0,-0.00704716751352,0.0
0.0,-0.00036438042298,0.0
0.0,-0.00036438042298,0.0
17.05,16.7836704254,15.12
15.71,16.1918983459,18.02
5.8,6.01215314865,6.32
11.85,12.4803962708,11.89
11.96,12.7265853882,13.55
9.14,9.12523269653,8.73
9.62,10.3867073059,10.84
0.0,-0.0012977400329,0.0
0.0,-0.00247576204129,0.0
23.01,23.2119998932,25.06
0.0,-0.00423959875479,0.0
0.0,-0.000311068841256,0.0
14.92,13.5648574829,12.96
0.0,0.0338971763849,0.0
0.0,0.000197828951059,0.0
21.55,22.1463165283,24.57
0.0,-0.00423959875479,0.0
0.0,-0.00704716751352,0.0
0.0,-0.00036438042298,0.0
0.0,0.00165892043151,0.0
22.53,22.4638233185,25.0
0.0,-0.0012977400329,0.0
20.64,19.6058616638,17.76
17.27,17.9532222748,16.68
17.96,18.5012626648,17.24
0.0,0.0197739191353,0.0
12.74,13.9795560837,13.28
0.0,0.000197828951059,0.0
12.62,12.3234577179,11.17
0.0,-0.00135105161462,0.0
0.0,-0.00325292907655,0.0
22.71,23.4227695465,21.48
0.0,-0.00135105161462,0.0
22.68,21.3180389404,20.31
5.56,5.88924360275,6.1
0.0,0.0437941178679,0.0
0.0,0.000672249880154,0.0
16.66,17.4824962616,18.98
22.49,22.3361930847,22.52
5.25,6.1502790451,5.98
0.0,-0.00036438042298,0.0
0.0,-0.000311068841256,0.0
0.0,-0.000311068841256,0.0
0.0,-0.0012977400329,0.0
24.08,23.09815979,25.26
0.0,-0.000311068841256,0.0
23.04,21.9426174164,22.08
25.31,24.1556110382,26.71
0.0,-0.00036438042298,0.0
0.0,0.00165892043151,0.0
0.0,-0.00423959875479,0.0
22.41,21.8262443542,19.21
0.0,-0.000311068841256,0.0
0.0,-0.00135105161462,0.0
18.52,17.1633796692,16.12
6.03,5.53202629089,5.39
0.0,0.00182951171882,0.0
16.18,17.4828720093,17.28
20.05,18.7065124512,17.08
20.82,21.3924007416,23.33
17.01,17.5790653229,16.19
0.0,-0.00803384184837,0.0
0.0,-0.000311068841256,0.0
15.01,13.8002538681,13.25
14.74,15.4686136246,15.21
1.06,0.967529594898,1.04
22.37,22.1143512726,20.14
16.49,14.268248558,14.03
0.0,-0.00135105161462,0.0
0.0,-0.00036438042298,0.0
15.63,18.8589897156,16.79
0.0,-0.0012977400329,0.0
5.17,5.37508821487,5.62
0.0,-0.0012977400329,0.0
11.22,11.5330076218,11.04
23.28,22.4914207458,24.52
1.92,2.17697286606,2.12
5.93,5.53343200684,5.27
23.39,22.9652881622,23.49
0.0,-0.00325292907655,0.0
17.82,17.6529464722,19.4
0.0,-0.00704716751352,0.0
8.18,8.75044727325,8.75
0.0,0.00609975680709,0.0
16.86,17.635881424,18.08
10.06,9.57860374451,9.67
0.0,-0.00423959875479,0.0
13.17,15.2550163269,14.96
12.43,11.0721979141,10.72
21.2,21.2242794037,19.77
23.45,23.7554798126,22.06
0.0,0.000197828951059,0.0
0.0,0.00928742624819,0.0
1.32,1.15619826317,1.13
0.0,-0.00325292907655,0.0
16.74,16.6573619843,17.35
22.05,23.3400917053,24.13
0.0,-0.00803384184837,0.0
13.06,13.9915475845,14.42
0.0,-0.00135105161462,0.0
9.17,8.98352336884,8.58
17.82,17.6242008209,19.9
4.9,4.63014698029,4.38
9.12,9.19236660004,8.69
20.36,19.2164554596,19.58
4.75,5.17953634262,5.15
19.7,20.3659534454,21.77
20.39,21.4478302002,23.23
13.55,13.462471962,13.63
0.0,0.00609975680709,0.0
15.24,15.4121017456,15.18
0.39,0.45267188549,0.39
0.0,-0.00036438042298,0.0
0.05,0.0690769031644,0.05
0.0,0.00511308573186,0.0
11.6,11.3119564056,10.3
0.0,-0.00036438042298,0.0
0.0,0.000842840352561,0.0
20.26,21.0930156708,21.36
21.54,20.651807785,20.11
0.0,-0.00247576204129,0.0
22.65,22.8698425293,25.11
4.86,5.53346538544,5.23
0.0,-0.00135105161462,0.0
17.11,17.1967639923,16.93
0.49,0.55198764801,0.52
0.0,-0.00325292907655,0.0
0.0,0.020883563906,0.0
0.0,0.00118449970614,0.0
0.0,-0.00036438042298,0.0
15.99,13.7497873306,13.7
0.0,-0.00423959875479,0.0
17.09,15.990395546,14.56
0.51,0.631399214268,0.55
0.0,0.000672249880154,0.0
18.84,19.8745250702,21.25
19.19,19.4605979919,18.85
0.0,-0.00704716751352,0.0
18.26,18.8593864441,20.24
0.0,0.00118449970614,0.0
0.0,-0.000311068841256,0.0
17.63,16.1361045837,16.97
19.74,18.1711788177,17.05
0.0,-0.00704716751352,0.0
8.04,9.45103931427,9.06
0.0,-0.00967360660434,0.0
0.0,-0.00135105161462,0.0
22.72,22.6788158417,24.37
0.0,0.0226624682546,0.0
0.0,0.0442337095737,0.0
0.0,0.00118449970614,0.0
6.68,6.2539434433,6.31
19.71,18.8396129608,18.39
22.56,22.4507808685,23.54
18.39,17.7036190033,17.03
0.0,0.0238036122173,0.0
0.76,0.793560326099,0.78
20.24,18.3786945343,18.53
10.66,10.5091371536,11.13
0.0,-0.00146132009104,0.0
17.81,16.9783554077,17.59
12.48,11.0821018219,10.95
0.61,0.513038754463,0.52
0.0,0.00811809394509,0.0
23.29,21.8711280823,19.96
0.0,-0.00135105161462,0.0
0.0,-0.00704716751352,0.0
0.0,-0.00036438042298,0.0
8.74,9.4233045578,9.16
0.0,-0.00135105161462,0.0
1.1,1.12779438496,1.1
0.0,-0.00135105161462,0.0
0.0,-0.00036438042298,0.0
12.67,11.7742767334,12.59
0.0,-0.00423959875479,0.0
14.53,14.9387979507,15.3
17.84,16.5563144684,15.38
20.99,19.4527568817,18.08
0.0,-0.000311068841256,0.0
23.16,22.7897033691,21.06
7.38,7.61246442795,7.18
0.0,0.00118449970614,0.0
0.0,-0.0101601220667,0.0
0.0,-0.0012977400329,0.0
8.89,8.02349567413,7.66
0.0,0.00165892043151,0.0
8.62,9.74479579926,9.58
0.0,-0.00325292907655,0.0
24.7,23.4707813263,21.14
0.0,-0.00036438042298,0.0
0.65,0.646614730358,0.62
0.0,-0.00325292907655,0.0
8.96,9.55411624908,9.34
18.29,18.6706771851,17.45
0.0,-0.000311068841256,0.0
0.0,-0.00036438042298,0.0
15.9,15.9951925278,16.21
0.0,-0.00704716751352,0.0
0.0,-0.00325292907655,0.0
18.05,18.0674247742,16.47
1.19,1.221118927,1.19
0.0,-0.00036438042298,0.0
11.78,10.9652271271,10.86
11.72,11.5115756989,12.32
23.84,22.9006233215,25.33
12.08,12.6815423965,12.81
20.2,21.3791007996,20.91
0.0,-0.00135105161462,0.0
0.0,-0.0012977400329,0.0
0.0,-0.00704716751352,0.0
0.0,-0.00036438042298,0.0
5.38,5.30343389511,5.11
14.3,15.799946785,15.95
0.3,0.277685552835,0.26
11.96,12.0124187469,11.57
0.0,0.00182951171882,0.0
0.0,-0.00325292907655,0.0
0.0,0.00511308573186,0.0
0.0,-0.0012977400329,0.0
0.0,0.00118449970614,0.0
0.0,-0.00036438042298,0.0
0.0,-0.000311068841256,0.0
0.0,-0.000311068841256,0.0
20.9,21.037853241,18.78
0.0,0.00511308573186,0.0
8.36,9.35614204407,9.07
0.0,0.00811809394509,0.0
21.11,20.9851570129,19.13
0.0,0.0223080478609,0.0
24.33,22.1628818512,22.28
0.0,0.0411587618291,0.0
0.0,-0.0012977400329,0.0
19.47,21.8018550873,21.29
12.3,13.5532407761,12.99
20.62,21.6946277618,21.8
0.0,-0.00036438042298,0.0
0.0,-0.000311068841256,0.0
11.94,12.3772926331,11.62
16.09,17.2616767883,17.23
10.1,9.70695590973,9.99
0.0,-0.00803384184837,0.0
2.44,2.75322604179,2.68
1.69,1.76453840733,1.82
20.99,21.1211833954,19.32
8.73,9.31683254242,9.68
0.0,-0.00423959875479,0.0
1.51,1.56737232208,1.54
19.08,19.3519153595,20.89
18.17,18.3772373199,16.35
0.0,-0.00036438042298,0.0
9.63,11.0466623306,10.77
0.0,0.000842840352561,0.0
20.71,22.4547405243,23.1
1.01,1.0361456871,0.95
19.39,20.6968631744,22.24
0.0,-0.000311068841256,0.0
0.0,-0.0012977400329,0.0
0.0,-0.00803384184837,0.0
0.0,0.00165892043151,0.0
0.0,-0.000311068841256,0.0
0.0,-0.00135105161462,0.0
0.0,-0.0012977400329,0.0
0.0,-0.00036438042298,0.0
19.66,19.9726676941,22.05
21.06,22.0263748169,21.13
17.86,18.8297481537,17.23
11.04,10.3181314468,10.05
0.0,0.000842840352561,0.0
0.0,-0.00704716751352,0.0
0.0,-0.000311068841256,0.0
21.7,20.8293075562,20.21
19.1,18.1014099121,16.35
0.0,-0.0012977400329,0.0
0.0,0.0339504852891,0.0
19.37,19.7404651642,19.69
24.9,24.8169727325,28.28
13.99,15.1067800522,15.43
0.0,-0.00036438042298,0.0
17.12,17.6174564362,16.8
18.87,19.4290981293,19.86
0.0,-0.00135105161462,0.0
0.0,-0.00325292907655,0.0
17.87,19.2477989197,20.14
0.25,0.283990651369,0.27
0.0,-0.00868693366647,0.0
0.0,0.00118449970614,0.0
0.0,-0.00803384184837,0.0
0.0,0.000197828951059,0.0
9.2,8.95055198669,8.75
0.0,-0.00423959875479,0.0
21.54,20.7912960052,18.33
1.41,1.52162718773,1.51
0.0,-0.00036438042298,0.0
0.0,0.00511308573186,0.0
1.25,1.31562626362,1.26
0.0,-0.00755646033213,0.0
19.12,18.7279033661,19.82
18.71,19.4130878448,19.19
0.0,-0.00803384184837,0.0
0.0,-0.00135105161462,0.0
16.41,16.5897369385,15.48
0.0,-0.000311068841256,0.0
0.0,-0.00704716751352,0.0
0.0,-0.00704716751352,0.0
0.0,-0.000311068841256,0.0
21.92,23.3228759766,24.78
0.0,0.00609975680709,0.0
8.65,9.43287658691,9.2
0.0,-0.000311068841256,0.0
0.0,-0.00704716751352,0.0
23.72,23.4181671143,20.86
16.86,17.6829223633,18.8
0.0,-0.00803384184837,0.0
0.0,-0.00036438042298,0.0
0.0,0.000197828951059,0.0
19.42,19.2972946167,18.47
0.0,-0.00423959875479,0.0
0.0,0.000672249880154,0.0
0.0,-0.00036438042298,0.0
0.0,-0.00704716751352,0.0
0.0,-0.00247576204129,0.0
0.0,-0.000311068841256,0.0
0.0,-0.00036438042298,0.0
0.0,-0.00704716751352,0.0
21.83,20.2316684723,21.36
0.0,-0.00704716751352,0.0
0.0,0.00811809394509,0.0
0.0,-0.00704716751352,0.0
20.58,19.9902801514,18.53
0.0,-0.00036438042298,0.0
0.0,-0.00036438042298,0.0
11.79,11.4487800598,11.82
14.43,15.5561132431,16.47
0.0,0.00118449970614,0.0
21.12,21.708442688,22.92
22.04,23.4721660614,24.62
0.0,0.0319846719503,0.0
14.58,15.0712604523,15.71
0.0,0.0281311906874,0.0
23.08,22.7306995392,25.47
20.46,20.8824462891,22.09
0.0,-0.00036438042298,0.0
24.72,24.1938171387,26.92
0.0,0.00118449970614,0.0
0.0,-0.000311068841256,0.0
0.0,0.00609975680709,0.0
23.73,22.8776493073,20.9
0.0,0.000197828951059,0.0
25.09,24.7894763947,24.09
0.0,-0.00036438042298,0.0
0.0,-0.0012977400329,0.0
0.0,-0.00704716751352,0.0
0.0,0.000672249880154,0.0
8.26,8.04557323456,7.67
0.0,0.0276196673512,0.0
0.0,-0.00135105161462,0.0
0.0,0.0273540206254,0.0
0.0,-0.00135105161462,0.0
15.06,16.1041088104,16.45
0.55,0.525734782219,0.5
11.12,11.2900371552,11.2
13.45,13.2842569351,13.57
22.1,21.8513813019,20.94
3.89,4.46863651276,4.4
18.71,19.5802726746,18.51
0.0,-0.00423959875479,0.0
0.0,0.00118449970614,0.0
0.0,-0.00135105161462,0.0
3.05,3.34596610069,3.25
0.0,-0.00423959875479,0.0
2.85,2.94349217415,3.04
0.0,-0.00036438042298,0.0
8.64,9.3685836792,9.16
13.81,14.6390247345,14.51
20.91,19.7776832581,17.87
3.28,3.58984732628,3.55
0.0,-0.00423959875479,0.0
0.0,-0.00036438042298,0.0
0.0,0.000672249880154,0.0
0.0,-0.00036438042298,0.0
8.85,7.97423219681,7.77
14.23,13.8951511383,13.33
19.61,20.1368865967,17.96
21.52,19.3787498474,19.58
24.07,22.3891601562,24.1
0.0,-0.00704716751352,0.0
0.0,-0.00036438042298,0.0
0.0,-0.000311068841256,0.0
0.0,-0.00704716751352,0.0
19.93,17.5067653656,17.12
23.84,23.6460514069,26.49
13.81,14.9509687424,15.48
22.11,20.4586772919,21.03
0.92,0.922424077988,0.91
16.02,16.5571861267,15.5
0.0,-0.000311068841256,0.0
4.92,4.68019628525,4.69
0.0,0.00165892043151,0.0
0.0,0.00609975680709,0.0
24.62,22.0905570984,23.24
0.0,-0.0012977400329,0.0
21.82,21.3504905701,22.21
0.0,-0.00135105161462,0.0
0.0,-0.00423959875479,0.0
9.86,10.3880844116,9.88
0.0,-0.00704716751352,0.0
0.0,-0.00036438042298,0.0
0.0,-0.00423959875479,0.0
19.3,18.2102718353,19.92
5.07,4.93608665466,4.52
0.0,0.0102586746216,0.0
0.0,-0.00803384184837,0.0
0.0,0.00182951171882,0.0
0.0,-0.00704716751352,0.0
10.91,10.1685171127,9.4
0.0,-0.000311068841256,0.0
0.0,-0.00423959875479,0.0
15.97,16.3266067505,18.05
0.0,-0.00803384184837,0.0
17.43,17.6721630096,18.31
6.03,6.89485359192,6.41
7.06,6.48516082764,6.79
0.0,-0.00135105161462,0.0
20.23,20.7571678162,22.69
0.62,0.597377300262,0.59
0.0,-0.00704716751352,0.0
0.0,-0.00135105161462,0.0
0.0,-0.00803384184837,0.0
0.0,0.000197828951059,0.0
0.0,-0.00423959875479,0.0
0.0,-0.00704716751352,0.0
0.0,0.00118449970614,0.0
0.0,-0.00704716751352,0.0
0.0,0.000672249880154,0.0
0.0,-0.0012977400329,0.0
0.0,-0.00135105161462,0.0
5.55,5.03480529785,4.91
23.89,21.4130630493,20.4
0.0,-0.00135105161462,0.0
19.61,19.3353881836,21.37
4.96,5.87473630905,5.29
11.85,11.7438220978,11.63
0.0,-0.00135105161462,0.0
0.0,-0.00135105161462,0.0
0.33,0.302735507488,0.29
24.06,22.7126655579,21.96
0.0,-0.00036438042298,0.0
22.71,21.9307193756,20.43
0.0,0.00165892043151,0.0
9.44,9.26040649414,9.28
0.0,-0.00036438042298,0.0
0.0,-0.00135105161462,0.0
0.0,0.00609975680709,0.0
0.0,-0.000311068841256,0.0
0.0,0.0232785809785,0.0
0.0,-0.000311068841256,0.0
0.0,-0.00036438042298,0.0
0.0,-0.00803384184837,0.0
21.42,22.4624290466,21.67
0.0,0.000197828951059,0.0
0.0,-0.00135105161462,0.0
8.64,8.78369617462,8.47
17.6,18.1831150055,18.96
16.41,17.5370101929,18.76
0.0,-0.000311068841256,0.0
0.0,-0.00704716751352,0.0
13.17,11.9713020325,11.53
18.52,20.7998008728,19.21
21.11,22.636472702,21.78
9.09,9.65050792694,9.31
0.0,0.0302591249347,0.0
22.61,20.8220558167,21.23
0.0,-0.000311068841256,0.0
23.91,20.8247451782,21.68
22.4,21.7267379761,22.16
0.0,-0.0012977400329,0.0
16.21,16.4409542084,18.56
0.0,-0.00135105161462,0.0
20.17,20.4951610565,20.97
0.0,-0.00135105161462,0.0
0.0,-0.00036438042298,0.0
13.01,11.9229726791,11.39
17.97,19.4098529816,19.29
0.0,-0.00036438042298,0.0
0.15,0.207645103335,0.17
11.23,11.4712295532,11.22
0.0,-0.00704716751352,0.0
0.0,0.00811809394509,0.0
0.0,-0.00803384184837,0.0
0.0,-0.000311068841256,0.0
0.0,-0.00036438042298,0.0
0.0,-0.00135105161462,0.0
0.0,-0.00135105161462,0.0
0.0,-0.00803384184837,0.0
21.49,21.5473213196,23.64
22.34,22.0177383423,25.03
0.0,-0.00036438042298,0.0
0.0,-0.00135105161462,0.0
22.0,23.9882221222,25.2
0.0,-0.00135105161462,0.0
5.75,6.16162490845,6.33
0.0,-0.00036438042298,0.0
22.24,21.3636169434,19.19
22.68,22.8799953461,24.24
23.98,22.0772762299,20.57
13.77,13.4106340408,13.82
0.0,-0.00135105161462,0.0
7.73,6.59441232681,6.68
0.0,-0.00135105161462,0.0
17.77,17.8141555786,15.81
24.64,24.6383590698,27.79
0.0,-0.00036438042298,0.0
0.0,-0.00135105161462,0.0
0.0,-0.000311068841256,0.0
5.17,4.64774608612,4.51
15.44,15.7798748016,14.52
8.18,8.65319919586,7.98
4.54,4.82200574875,4.7
15.7,14.827665329,14.26
0.0,-0.00803384184837,0.0
0.0,-0.0012977400329,0.0
9.49,10.1342964172,10.75
0.0,-0.00325292907655,0.0
0.0,0.0437941178679,0.0
0.0,-0.00803384184837,0.0
0.0,-0.00803384184837,0.0
0.0,-0.0012977400329,0.0
0.0,-0.00803384184837,0.0
0.0,-0.00135105161462,0.0
0.0,-0.00423959875479,0.0
24.83,22.95662117,24.27
0.0,-0.00036438042298,0.0
21.23,22.6443424225,20.92
8.53,9.3341588974,9.79
10.33,9.65726280212,9.22
0.9,0.869427084923,0.83
0.0,0.00511308573186,0.0
0.0,-0.000311068841256,0.0
0.0,-0.00803384184837,0.0
20.66,20.8702392578,19.8
8.54,9.62042140961,9.17
0.0,-0.00135105161462,0.0
18.36,18.852689743,17.65
0.0,-0.00135105161462,0.0
0.0,-0.00036438042298,0.0
0.0,-0.00423959875479,0.0
0.0,0.000197828951059,0.0
12.09,12.636721611,12.48
0.0,0.00511308573186,0.0
0.0,0.000672249880154,0.0
0.0,0.00118449970614,0.0
13.3,12.8082008362,13.75
0.0,-0.00704716751352,0.0
0.0,-0.00135105161462,0.0
0.0,-0.00135105161462,0.0
25.1,22.7473468781,25.04
23.27,20.0149593353,19.93
0.0,-0.00803384184837,0.0
0.0,-0.00704716751352,0.0
0.0,-0.00325292907655,0.0
0.0,-0.00423959875479,0.0
0.0,-0.00135105161462,0.0
16.45,17.4342575073,15.29
0.0,-0.00135105161462,0.0
0.0,-0.000311068841256,0.0
0.0,-0.00423959875479,0.0
0.0,0.000672249880154,0.0
0.0,-0.00036438042298,0.0
18.59,18.483745575,21.15
0.0,0.00806478224695,0.0
0.56,0.595755934715,0.59
0.0,-0.00325292907655,0.0
8.04,8.80830860138,8.93
0.0,-0.00704716751352,0.0
0.0,-0.00325292907655,0.0
0.0,0.0273705758154,0.0
0.0,0.00118449970614,0.0
0.0,-0.00704716751352,0.0
0.0,0.0581068359315,0.0
0.0,0.0149688720703,0.0
0.0,-0.00803384184837,0.0
3.0,3.14258742332,3.27
15.91,16.3682537079,15.47
0.0,0.00609975680709,0.0
22.64,22.9287700653,21.67
12.81,14.6019039154,14.67
0.0,-0.00704716751352,0.0
0.0,-0.00704716751352,0.0
12.35,12.6012554169,11.9
0.0,-0.00135105161462,0.0
0.0,0.00182951171882,0.0
23.42,22.655790329,20.24
0.0,0.00554122123867,0.0
0.37,0.313564836979,0.33
23.54,23.5571956635,25.78
0.0,-0.00036438042298,0.0
12.03,12.6028709412,12.85
0.0,-0.00036438042298,0.0
0.0,-0.000311068841256,0.0
23.09,23.9175395966,23.57
0.0,-0.0012977400329,0.0
0.0,-0.00423959875479,0.0
0.0,-0.00423959875479,0.0
0.0,-0.0012977400329,0.0
0.0,-0.00803384184837,0.0
0.0,-0.00135105161462,0.0
0.0,-0.00036438042298,0.0
9.21,8.58730506897,7.9
0.0,-0.00036438042298,0.0
0.0,0.00165892043151,0.0
15.92,14.5461349487,14.61
0.0,0.00828609149903,0.0
17.5,17.0479984283,17.8
0.0,-0.00135105161462,0.0
13.01,14.5932102203,13.93
0.0,0.0150221837685,0.0
0.0,-0.00803384184837,0.0
7.7,7.24153661728,6.95
0.0,-0.00036438042298,0.0
0.0,-0.000311068841256,0.0
20.82,22.2761592865,23.77
0.0,-0.00036438042298,0.0
0.0,-0.00036438042298,0.0
19.78,19.1444892883,19.16
4.27,4.46487283707,4.22
21.01,19.8771839142,21.99
10.87,11.1676740646,11.1
6.03,6.32695579529,6.32
0.0,-0.00704716751352,0.0
1.45,1.69519734383,1.58
0.0,0.038216907531,0.0
0.0,-0.00036438042298,0.0
5.12,5.66146612167,5.77
18.63,20.2020282745,21.02
22.07,22.8525562286,21.76
0.0,-0.00036438042298,0.0
5.4,5.69854784012,5.89
0.0,-0.00803384184837,0.0
0.0,-0.0012977400329,0.0
0.0,-0.00803384184837,0.0
0.12,0.189257413149,0.12
19.93,19.8545475006,21.33
16.38,16.3175964355,15.68
0.0,0.0215501822531,0.0
0.0,-0.00036438042298,0.0
12.38,11.7973308563,11.83
22.86,24.1500205994,25.94
0.0,0.0232785809785,0.0
24.5,24.7944393158,27.37
0.0,-0.00036438042298,0.0
0.0,-0.00135105161462,0.0
23.59,23.5794563293,20.36
0.0,-0.00135105161462,0.0
0.0,0.000672249880154,0.0
12.23,10.7859230042,10.52
0.0,-0.00036438042298,0.0
0.52,0.644043266773,0.54
0.0,-0.00423959875479,0.0
0.0,0.0437941178679,0.0
0.0,-0.00135105161462,0.0
0.0,-0.011146793142,0.0
17.74,17.8952713013,16.16
9.47,9.8997592926,10.09
5.37,6.37624502182,5.9
0.0,0.0150221837685,0.0
21.52,21.5402698517,20.4
11.03,9.64272212982,9.67
24.46,25.2267971039,27.82
15.19,14.1706075668,12.98
0.54,0.606036484241,0.55
7.19,6.1557302475,6.11
18.96,19.9112854004,21.62
0.0,-0.000311068841256,0.0
16.47,16.7625961304,16.95
0.0,-0.00423959875479,0.0
22.04,21.2542419434,21.02
22.51,22.4626026154,19.64
0.0,0.00165892043151,0.0
6.39,5.94078922272,6.12
0.83,0.870345592499,0.89
18.64,18.8599834442,17.72
9.15,8.78953933716,8.18
