day,demand_act,demand_pred,hour,hourofday,price_act,price_pred,solar_act,solar_pred
2,44.63,44.04,48,24,1.39,1.53,0.0,0.0
3,202.5,189.63,49,1,1.55,1.78,0.0,0.0
3,173.8,186.2,50,2,1.35,1.5,0.0,0.0
3,143.24,136.58,51,3,1.28,1.42,0.0,0.0
3,141.72,142.5,52,4,0.97,0.96,0.0,0.0
3,142.2,155.76,53,5,1.01,1.14,0.0,0.0
3,140.71,155.37,54,6,3.06,3.37,0.0,0.0
3,141.52,133.44,55,7,4.79,5.09,0.0,0.0
3,139.57,120.76,56,8,5.17,5.23,5.87,6.36
3,144.23,133.18,57,9,5.61,5.59,16.53,16.78
3,160.02,141.23,58,10,7.24,7.09,21.26,22.34
3,113.88,119.51,59,11,6.2,6.55,21.07,20.18
3,120.38,109.16,60,12,4.24,3.8,18.58,21.17
3,243.99,235.36,61,13,4.21,3.99,18.25,20.13
3,212.7,191.81,62,14,4.21,4.52,18.05,18.64
3,120.79,111.8,63,15,3.98,3.45,15.43,14.32
3,52.76,60.26,64,16,2.17,2.29,15.82,16.7
3,197.39,187.32,65,17,2.49,2.22,10.51,10.19
3,164.48,176.96,66,18,2.9,2.72,0.17,0.19
3,156.33,161.0,67,19,3.35,2.93,0.0,0.0
3,171.24,177.27,68,20,2.54,2.57,0.0,0.0
3,89.91,77.43,69,21,2.81,2.62,0.0,0.0
3,28.73,24.46,70,22,2.32,2.57,0.0,0.0
3,25.18,26.81,71,23,1.95,1.69,0.0,0.0
3,32.11,31.78,72,24,1.04,1.02,0.0,0.0
4,118.08,105.91,73,1,2.01,2.04,0.0,0.0
4,143.21,129.09,74,2,2.03,2.0,0.0,0.0
4,143.68,132.35,75,3,1.99,1.91,0.0,0.0
4,144.94,144.91,76,4,1.92,2.19,0.0,0.0
4,143.82,148.05,77,5,2.6,2.45,0.0,0.0
4,144.44,133.55,78,6,2.93,3.19,0.0,0.0
4,142.07,125.52,79,7,4.81,5.47,0.0,0.0
4,141.09,159.25,80,8,6.09,5.95,6.44,5.96
4,139.02,131.96,81,9,6.12,6.18,17.58,18.18
4,141.85,149.06,82,10,6.51,7.34,22.07,21.19
4,159.36,136.95,83,11,4.9,4.58,21.8,24.42
4,21.35,20.4,84,12,4.15,4.28,18.51,20.28
4,21.26,21.41,85,13,3.52,3.16,20.26,20.32
4,20.51,21.98,86,14,3.52,3.15,21.44,24.17
4,22.64,20.26,87,15,3.59,3.86,20.82,19.75
4,28.67,29.65,88,16,3.96,4.06,18.22,18.38
4,50.19,52.24,89,17,3.53,4.02,11.14,9.82
4,134.44,127.18,90,18,3.93,4.34,0.19,0.19
4,143.98,139.55,91,19,3.87,3.84,0.0,0.0
4,122.33,121.59,92,20,3.18,3.16,0.0,0.0
4,178.54,186.9,93,21,3.17,3.13,0.0,0.0
4,160.46,137.48,94,22,2.91,3.24,0.0,0.0
4,143.08,124.15,95,23,2.37,2.51,0.0,0.0
4,104.33,94.21,96,24,1.31,1.49,0.0,0.0
5,89.58,84.51,97,1,2.37,2.34,0.0,0.0
5,26.01,26.55,98,2,2.29,2.16,0.0,0.0
5,20.0,20.66,99,3,2.36,2.2,0.0,0.0
5,18.77,20.26,100,4,2.33,2.17,0.0,0.0
5,18.21,19.91,101,5,2.36,2.61,0.0,0.0
5,20.12,19.29,102,6,1.98,2.16,0.0,0.0
5,17.92,15.28,103,7,4.74,4.2,0.0,0.0
5,20.22,19.3,104,8,5.43,4.65,5.19,4.91
5,17.72,15.76,105,9,6.04,5.79,13.41,12.33
5,37.39,41.8,106,10,5.46,5.21,17.42,17.79
5,91.53,84.99,107,11,4.73,4.16,19.2,21.77
5,155.53,145.02,108,12,4.51,4.79,20.16,22.4
5,240.18,228.22,109,13,4.3,3.99,19.73,22.68
5,113.43,118.56,110,14,3.49,3.42,18.63,21.02
5,101.97,87.47,111,15,3.65,3.14,15.14,15.15
5,68.92,61.31,112,16,3.6,3.32,12.43,11.35
5,52.88,48.65,113,17,3.53,3.92,8.02,7.3
5,53.94,51.31,114,18,3.37,3.15,0.14,0.13
5,51.33,52.69,115,19,3.57,3.19,0.0,0.0
5,110.04,99.13,116,20,3.06,2.87,0.0,0.0
5,60.91,63.37,117,21,3.15,3.01,0.0,0.0
5,60.75,54.76,118,22,2.91,2.72,0.0,0.0
5,30.7,28.75,119,23,2.26,2.53,0.0,0.0
5,30.32,30.92,120,24,1.57,1.47,0.0,0.0
6,54.19,49.84,121,1,2.31,2.54,0.0,0.0
6,17.79,17.8,122,2,2.33,2.63,0.0,0.0
6,21.14,19.8,123,3,2.4,2.18,0.0,0.0
6,17.92,16.28,124,4,2.31,2.04,0.0,0.0
6,21.35,24.31,125,5,2.36,2.68,0.0,0.0
6,17.12,18.91,126,6,2.83,2.94,0.0,0.0
6,20.3,19.05,127,7,4.68,4.05,0.0,0.0
6,18.76,19.51,128,8,5.27,5.77,1.25,1.34
6,18.6,20.55,129,9,5.51,5.07,6.6,5.89
6,22.54,20.94,130,10,6.27,6.74,9.86,8.96
6,62.49,54.86,131,11,4.62,4.16,12.2,10.56
6,64.11,60.09,132,12,3.95,3.53,13.53,11.54
6,33.09,28.17,133,13,3.98,3.45,15.8,13.82
6,199.92,194.73,134,14,3.72,4.02,15.94,16.36
6,151.99,160.15,135,15,4.04,3.52,14.96,15.38
6,226.25,233.34,136,16,4.33,4.74,11.9,10.42
6,136.85,119.08,137,17,4.08,4.55,6.71,7.02
6,144.28,147.2,138,18,3.44,3.66,0.11,0.12
6,312.69,334.58,139,19,3.97,3.46,0.0,0.0
6,174.99,153.8,140,20,3.61,3.87,0.0,0.0
6,211.39,239.71,141,21,3.35,3.72,0.0,0.0
6,284.3,302.37,142,22,2.51,2.73,0.0,0.0
6,127.73,124.11,143,23,2.47,2.65,0.0,0.0
6,87.83,100.92,144,24,1.69,1.93,0.0,0.0
7,81.63,80.28,145,1,2.01,2.11,0.0,0.0
7,81.04,87.78,146,2,2.03,2.15,0.0,0.0
7,83.09,89.58,147,3,1.9,2.13,0.0,0.0
7,81.41,74.89,148,4,1.87,1.73,0.0,0.0
7,82.55,92.52,149,5,1.61,1.74,0.0,0.0
7,66.27,58.37,150,6,2.49,2.31,0.0,0.0
7,28.09,30.07,151,7,5.46,4.75,0.0,0.0
7,60.76,56.28,152,8,7.12,6.99,6.47,6.48
7,128.37,141.57,153,9,7.29,8.26,16.98,18.03
7,99.88,104.18,154,10,7.33,7.2,21.94,18.76
7,77.8,67.27,155,11,7.28,8.08,23.77,25.16
7,70.51,79.04,156,12,4.43,4.59,24.45,23.28
7,19.74,21.17,157,13,5.01,4.85,24.88,28.3
7,38.59,32.83,158,14,4.17,4.65,24.71,25.78
7,111.05,117.2,159,15,4.89,5.3,23.54,26.98
7,113.11,111.87,160,16,4.06,4.48,20.53,22.89
7,127.35,131.65,161,17,3.97,3.85,12.97,14.5
7,113.89,125.4,162,18,4.0,3.95,0.22,0.2
7,174.48,176.68,163,19,4.88,4.94,0.0,0.0
7,167.64,160.08,164,20,3.93,3.43,0.0,0.0
7,205.5,231.19,165,21,3.13,3.51,0.0,0.0
7,150.46,165.97,166,22,3.11,3.17,0.0,0.0
7,58.2,53.92,167,23,2.31,2.59,0.0,0.0
7,19.96,19.19,168,24,1.9,1.87,0.0,0.0
8,16.19,17.96,169,1,2.25,2.23,0.0,0.0
8,18.71,19.82,170,2,2.34,2.51,0.0,0.0
8,17.24,15.78,171,3,2.34,2.54,0.0,0.0
8,28.18,28.3,172,4,2.38,2.24,0.0,0.0
8,39.67,43.17,173,5,2.33,2.2,0.0,0.0
8,16.47,17.81,174,6,2.43,2.15,0.0,0.0
8,67.41,75.1,175,7,4.63,4.56,0.0,0.0
8,143.22,139.97,176,8,6.16,5.94,6.37,6.1
8,128.14,142.14,177,9,6.4,6.19,17.22,14.76
8,112.1,105.86,178,10,7.15,6.92,21.41,23.65
8,80.95,74.38,179,11,4.6,4.92,19.21,20.27
8,56.08,48.24,180,12,3.78,3.91,14.08,13.93
8,16.62,17.27,181,13,3.73,4.17,17.43,16.99
8,18.09,18.09,182,14,3.76,3.24,18.82,16.96
8,16.0,14.79,183,15,4.05,3.54,19.32,17.23
8,33.89,35.59,184,16,4.03,3.57,17.33,19.7
8,88.28,80.46,185,17,3.94,4.44,10.21,10.31
8,126.38,133.96,186,18,4.37,4.0,0.2,0.17
8,142.38,137.22,187,19,4.61,3.93,0.0,0.0
8,137.25,146.94,188,20,3.83,3.33,0.0,0.0
8,192.64,199.7,189,21,3.67,3.22,0.0,0.0
8,197.55,189.83,190,22,3.21,2.82,0.0,0.0
8,77.48,76.9,191,23,2.64,2.3,0.0,0.0
8,98.14,96.81,192,24,1.96,1.9,0.0,0.0
9,31.07,28.49,193,1,2.08,2.21,0.0,0.0
9,39.23,42.34,194,2,2.26,2.41,0.0,0.0
9,20.42,17.89,195,3,2.18,2.24,0.0,0.0
9,16.16,14.75,196,4,2.2,2.52,0.0,0.0
9,20.81,22.31,197,5,2.13,2.33,0.0,0.0
9,16.08,17.88,198,6,2.39,2.36,0.0,0.0
9,53.86,60.25,199,7,4.39,4.19,0.0,0.0
9,141.77,144.71,200,8,5.55,5.53,6.13,6.37
9,178.38,153.39,201,9,6.35,7.27,16.47,16.95
9,119.71,108.0,202,10,4.75,4.08,21.06,22.94
9,85.63,97.87,203,11,4.63,4.67,22.03,19.34
9,238.25,239.94,204,12,3.61,3.37,21.77,22.27
9,85.85,75.19,205,13,3.63,4.12,21.99,22.27
9,33.23,33.11,206,14,3.96,4.13,21.46,18.27
9,101.72,112.61,207,15,4.54,5.15,19.78,19.63
9,77.47,79.94,208,16,3.85,4.37,18.06,16.01
9,41.01,38.59,209,17,3.75,3.94,12.13,11.34
9,109.46,108.84,210,18,4.27,4.53,0.27,0.29
9,201.86,210.19,211,19,4.39,5.03,0.0,0.0
9,191.41,163.18,212,20,3.94,3.58,0.0,0.0
9,176.04,196.35,213,21,3.79,3.95,0.0,0.0
9,101.68,108.83,214,22,3.4,3.28,0.0,0.0
9,51.11,54.4,215,23,2.62,2.96,0.0,0.0
9,22.57,19.23,216,24,1.96,2.19,0.0,0.0
10,20.19,22.36,217,1,2.08,2.17,0.0,0.0
10,15.28,16.21,218,2,1.96,2.06,0.0,0.0
10,18.52,17.52,219,3,1.86,1.67,0.0,0.0
10,53.53,46.89,220,4,1.75,1.68,0.0,0.0
10,16.23,15.63,221,5,1.84,1.91,0.0,0.0
10,17.86,19.89,222,6,2.07,1.87,0.0,0.0
10,44.18,40.8,223,7,3.32,3.16,0.0,0.0
10,162.13,174.83,224,8,4.16,4.4,6.34,5.41
10,150.32,154.17,225,9,4.18,4.42,16.96,16.89
10,82.21,93.61,226,10,4.02,4.15,22.02,20.86
10,82.18,84.19,227,11,3.9,3.5,23.2,20.71
10,69.11,76.88,228,12,3.55,3.94,22.62,25.6
10,18.02,19.65,229,13,3.6,3.23,23.66,24.67
10,23.71,26.32,230,14,3.43,3.86,23.97,22.74
10,19.63,20.91,231,15,3.58,3.3,23.1,22.99
10,32.5,27.99,232,16,3.62,3.64,20.55,20.57
10,156.79,170.26,233,17,3.56,3.65,13.3,12.11
10,194.29,218.91,234,18,3.38,3.74,0.31,0.29
10,232.15,234.45,235,19,4.04,3.88,0.0,0.0
10,287.05,313.15,236,20,3.44,3.53,0.0,0.0
10,222.38,199.92,237,21,3.35,3.65,0.0,0.0
10,172.82,167.46,238,22,3.37,3.34,0.0,0.0
10,86.89,76.92,239,23,2.6,2.53,0.0,0.0
10,77.23,78.31,240,24,2.17,2.26,0.0,0.0
11,35.13,30.45,241,1,2.01,2.29,0.0,0.0
11,18.73,20.22,242,2,2.01,2.22,0.0,0.0
11,18.14,16.57,243,3,2.05,2.01,0.0,0.0
11,19.29,20.44,244,4,2.01,1.77,0.0,0.0
11,17.58,20.09,245,5,2.06,2.06,0.0,0.0
11,48.74,48.95,246,6,2.87,3.15,0.0,0.0
11,87.09,83.1,247,7,4.37,4.68,0.0,0.0
11,169.95,185.36,248,8,4.87,4.93,6.26,6.0
11,119.64,104.59,249,9,5.35,6.11,16.94,18.38
11,80.89,89.47,250,10,5.39,5.07,22.04,21.32
11,54.41,47.16,251,11,4.63,4.81,23.07,22.22
11,16.91,15.19,252,12,3.85,3.94,22.05,24.57
11,17.68,15.96,253,13,3.71,3.93,24.11,23.38
11,15.23,16.35,254,14,3.68,3.18,24.87,21.42
11,20.09,21.97,255,15,3.77,3.58,24.08,25.26
11,15.7,17.03,256,16,3.95,3.66,20.96,22.71
11,19.24,20.41,257,17,4.19,4.05,12.62,11.82
11,34.36,31.51,258,18,3.86,3.71,0.39,0.4
11,152.94,172.98,259,19,4.9,5.55,0.0,0.0
11,134.09,146.98,260,20,3.72,3.79,0.0,0.0
11,137.7,146.6,261,21,3.32,3.4,0.0,0.0
11,90.76,92.88,262,22,3.2,3.31,0.0,0.0
11,89.03,98.05,263,23,2.58,2.27,0.0,0.0
11,47.96,44.07,264,24,2.18,2.16,0.0,0.0
12,53.3,60.74,265,1,2.06,1.89,0.0,0.0
12,19.0,21.27,266,2,2.09,2.11,0.0,0.0
12,15.39,15.85,267,3,2.04,2.05,0.0,0.0
12,17.87,19.14,268,4,2.08,2.23,0.0,0.0
12,17.34,19.81,269,5,2.68,2.76,0.0,0.0
12,15.88,14.18,270,6,3.2,3.48,0.0,0.0
12,18.91,17.99,271,7,4.63,4.01,0.0,0.0
12,107.56,94.53,272,8,5.09,4.69,6.41,5.66
12,159.33,141.64,273,9,5.29,4.79,17.08,19.07
12,102.95,99.38,274,10,5.23,4.91,22.32,20.09
12,190.2,179.99,275,11,4.72,4.31,24.44,25.21
12,213.78,241.55,276,12,4.07,3.6,25.11,22.1
12,118.21,102.55,277,13,3.7,4.0,25.41,26.27
12,98.35,105.26,278,14,3.58,3.85,24.93,27.17
12,97.78,99.94,279,15,3.94,4.46,23.73,21.21
12,124.3,134.35,280,16,4.14,3.92,21.34,21.65
12,123.46,110.04,281,17,4.08,3.67,13.96,14.72
12,167.88,186.12,282,18,4.11,4.68,0.42,0.44
12,113.29,114.06,283,19,5.1,4.97,0.0,0.0
12,189.27,193.23,284,20,3.86,3.37,0.0,0.0
12,270.73,258.29,285,21,3.42,3.18,0.0,0.0
12,298.89,281.62,286,22,3.3,3.29,0.0,0.0
12,348.86,348.46,287,23,2.42,2.22,0.0,0.0
12,304.28,288.07,288,24,2.03,2.03,0.0,0.0
13,200.43,188.65,289,1,1.88,2.0,0.0,0.0
13,174.96,194.34,290,2,1.91,2.2,0.0,0.0
13,172.77,156.43,291,3,1.9,2.06,0.0,0.0
13,67.3,71.43,292,4,1.86,2.11,0.0,0.0
13,68.05,70.22,293,5,1.81,1.99,0.0,0.0
13,71.65,75.78,294,6,3.11,2.74,0.0,0.0
13,94.57,90.35,295,7,4.43,5.08,0.0,0.0
13,68.46,64.28,296,8,5.35,5.72,3.16,2.78
13,78.91,85.27,297,9,5.46,5.99,11.21,12.12
13,133.56,120.33,298,10,7.31,7.38,16.84,17.2
13,104.18,89.88,299,11,5.13,4.45,20.25,21.13
13,60.51,55.56,300,12,4.57,4.08,21.85,23.48
13,42.75,46.14,301,13,4.28,4.67,22.88,24.34
13,77.92,72.57,302,14,4.08,3.82,23.28,22.42
13,109.65,108.38,303,15,4.18,4.26,22.53,21.66
13,125.82,137.99,304,16,3.61,3.45,17.88,20.08
13,205.55,213.41,305,17,3.7,4.07,8.9,8.3
13,252.67,241.55,306,18,3.89,4.38,0.2,0.2
13,215.56,223.7,307,19,4.21,3.66,0.0,0.0
13,197.49,211.69,308,20,3.2,3.45,0.0,0.0
13,191.57,203.51,309,21,2.79,2.57,0.0,0.0
13,126.46,132.12,310,22,2.62,2.54,0.0,0.0
13,87.76,98.18,311,23,2.15,2.44,0.0,0.0
13,82.47,81.01,312,24,1.76,1.65,0.0,0.0
14,81.44,88.18,313,1,1.89,1.93,0.0,0.0
14,80.5,85.18,314,2,1.77,1.78,0.0,0.0
14,27.72,26.14,315,3,1.71,1.61,0.0,0.0
14,17.39,15.66,316,4,1.66,1.77,0.0,0.0
14,17.5,17.68,317,5,1.73,1.66,0.0,0.0
14,14.64,13.15,318,6,2.12,2.0,0.0,0.0
14,18.5,18.15,319,7,2.52,2.35,0.0,0.0
14,116.69,130.09,320,8,3.24,3.62,0.52,0.58
14,155.74,147.56,321,9,3.5,3.16,2.72,2.83
14,95.7,84.84,322,10,3.7,4.01,5.17,5.48
14,111.32,120.78,323,11,3.75,3.72,7.09,6.5
14,82.29,73.6,324,12,3.09,3.31,8.85,7.77
14,67.86,77.73,325,13,3.2,3.58,10.28,8.82
14,39.13,35.89,326,14,3.0,2.93,11.86,12.54
14,89.05,87.86,327,15,2.92,2.82,11.42,12.54
14,97.39,84.72,328,16,2.81,2.88,8.42,9.6
14,92.54,104.9,329,17,2.81,2.86,4.36,3.89
14,107.52,116.53,330,18,2.86,3.0,0.15,0.15
14,134.87,137.31,331,19,2.87,2.83,0.0,0.0
14,178.3,181.12,332,20,2.72,2.83,0.0,0.0
14,164.55,170.93,333,21,2.61,2.91,0.0,0.0
14,97.41,83.85,334,22,2.37,2.38,0.0,0.0
14,111.43,117.58,335,23,2.39,2.03,0.0,0.0
14,149.19,151.34,336,24,1.84,1.74,0.0,0.0
15,23.24,24.98,337,1,1.77,1.75,0.0,0.0
15,17.96,17.91,338,2,1.75,2.0,0.0,0.0
15,18.51,18.92,339,3,1.65,1.89,0.0,0.0
15,17.62,15.69,340,4,1.64,1.46,0.0,0.0
15,47.03,46.73,341,5,1.73,1.57,0.0,0.0
15,24.52,25.39,342,6,2.06,1.99,0.0,0.0
15,42.05,36.6,343,7,3.28,3.53,0.0,0.0
15,149.05,160.15,344,8,3.57,3.71,5.63,6.42
15,65.09,58.79,345,9,4.48,5.13,16.45,17.25
15,53.26,54.22,346,10,4.67,5.05,21.83,20.09
15,24.03,24.96,347,11,4.22,4.65,22.82,26.19
15,38.42,35.32,348,12,3.5,3.74,22.23,20.2
15,116.08,111.05,349,13,3.21,3.45,22.45,22.55
15,56.7,50.74,350,14,2.97,2.69,21.93,21.97
15,115.01,132.22,351,15,2.97,2.72,20.18,21.69
15,53.41,57.08,352,16,2.89,2.87,18.61,21.29
15,98.94,106.91,353,17,2.77,2.75,13.53,14.35
15,171.69,163.22,354,18,2.84,3.12,0.54,0.62
15,187.57,192.12,355,19,2.89,2.88,0.0,0.0
15,117.57,117.43,356,20,2.7,2.36,0.0,0.0
15,83.81,89.83,357,21,2.65,2.71,0.0,0.0
15,84.17,95.81,358,22,2.38,2.04,0.0,0.0
15,57.29,64.16,359,23,1.99,1.88,0.0,0.0
15,23.4,24.71,360,24,1.74,1.48,0.0,0.0
16,17.96,18.08,361,1,0.77,0.88,0.0,0.0
16,14.79,14.48,362,2,0.55,0.56,0.0,0.0
16,51.6,55.15,363,3,0.52,0.47,0.0,0.0
16,16.04,13.89,364,4,0.53,0.53,0.0,0.0
16,17.2,15.18,365,5,0.65,0.65,0.0,0.0
16,15.81,14.75,366,6,1.14,1.11,0.0,0.0
16,52.61,48.35,367,7,3.44,3.22,0.0,0.0
16,134.15,124.37,368,8,3.39,3.47,6.02,6.23
16,187.2,191.55,369,9,3.5,3.18,16.38,16.24
16,193.63,202.09,370,10,3.45,3.25,21.77,20.35
16,245.15,275.99,371,11,2.81,2.89,23.79,22.25
16,146.74,137.41,372,12,2.3,2.05,24.41,22.65
16,104.83,108.02,373,13,2.0,1.95,24.61,27.84
16,85.54,91.87,374,14,1.8,1.91,24.15,26.93
16,91.78,98.51,375,15,1.79,1.66,22.65,25.23
16,232.32,202.21,376,16,2.33,2.17,20.46,20.96
16,113.31,111.36,377,17,2.46,2.22,13.68,12.3
16,184.01,188.4,378,18,2.69,2.82,0.57,0.5
16,100.12,108.07,379,19,2.92,2.52,0.0,0.0
16,156.39,175.64,380,20,2.62,2.37,0.0,0.0
16,193.25,186.66,381,21,2.47,2.5,0.0,0.0
16,212.68,235.15,382,22,1.63,1.78,0.0,0.0
16,163.24,172.07,383,23,1.26,1.33,0.0,0.0
16,117.34,126.91,384,24,0.88,0.96,0.0,0.0
17,84.1,95.0,385,1,1.7,1.84,0.0,0.0
17,67.71,68.67,386,2,1.69,1.72,0.0,0.0
17,17.95,16.09,387,3,1.21,1.26,0.0,0.0
17,17.12,17.55,388,4,1.03,1.02,0.0,0.0
17,17.16,18.53,389,5,1.66,1.7,0.0,0.0
17,16.35,14.13,390,6,1.76,1.59,0.0,0.0
17,44.84,39.87,391,7,3.35,3.11,0.0,0.0
17,157.3,152.5,392,8,3.34,3.53,6.23,6.05
17,99.5,102.53,393,9,3.45,3.23,17.34,16.26
17,79.59,87.2,394,10,3.69,3.33,22.22,22.21
17,51.97,46.0,395,11,3.3,3.21,22.93,23.17
17,16.78,17.02,396,12,2.14,2.23,21.84,19.42
17,18.3,17.39,397,13,1.55,1.36,22.08,24.53
17,30.37,30.12,398,14,1.77,1.62,21.55,24.51
17,22.32,19.06,399,15,1.8,1.77,19.85,19.62
17,36.77,32.76,400,16,2.59,2.44,18.39,17.88
17,97.98,107.37,401,17,2.54,2.69,13.57,14.13
17,129.2,140.87,402,18,2.38,2.64,0.61,0.68
17,188.01,196.51,403,19,3.0,3.22,0.0,0.0
17,167.58,167.77,404,20,2.64,2.52,0.0,0.0
17,178.11,159.25,405,21,2.41,2.26,0.0,0.0
17,166.73,152.47,406,22,2.48,2.42,0.0,0.0
17,84.22,91.83,407,23,2.0,1.81,0.0,0.0
17,31.5,29.31,408,24,0.99,1.06,0.0,0.0
18,18.32,15.95,409,1,1.32,1.34,0.0,0.0
18,18.98,21.34,410,2,1.32,1.28,0.0,0.0
18,18.29,16.56,411,3,1.34,1.4,0.0,0.0
18,18.51,19.0,412,4,1.31,1.21,0.0,0.0
18,19.04,20.89,413,5,1.43,1.41,0.0,0.0
18,18.03,18.58,414,6,2.18,1.87,0.0,0.0
18,48.04,51.44,415,7,3.48,3.87,0.0,0.0
18,170.35,180.8,416,8,3.92,3.73,5.64,5.05
18,127.67,121.44,417,9,4.39,4.5,15.43,14.64
18,109.98,125.28,418,10,4.6,4.28,20.68,19.96
18,68.68,69.54,419,11,3.75,3.4,23.38,24.2
18,15.47,13.58,420,12,3.53,3.08,24.45,23.46
18,18.15,17.76,421,13,3.41,3.57,24.72,22.5
18,22.96,21.7,422,14,3.1,2.92,24.43,26.5
18,25.38,28.95,423,15,3.29,3.2,23.04,24.71
18,21.52,18.61,424,16,3.17,3.15,19.94,21.84
18,61.93,71.08,425,17,2.6,2.89,12.61,12.57
18,80.43,84.61,426,18,2.91,3.11,0.6,0.56
18,44.09,45.07,427,19,3.33,3.52,0.0,0.0
18,57.65,52.49,428,20,3.1,3.49,0.0,0.0
18,92.73,101.08,429,21,2.97,2.8,0.0,0.0
18,145.36,135.8,430,22,2.93,3.34,0.0,0.0
18,149.44,139.72,431,23,2.52,2.2,0.0,0.0
18,109.46,107.9,432,24,1.43,1.33,0.0,0.0
19,103.91,114.54,433,1,1.3,1.21,0.0,0.0
19,68.96,73.49,434,2,1.35,1.37,0.0,0.0
19,62.3,53.06,435,3,1.32,1.4,0.0,0.0
19,67.22,71.77,436,4,1.32,1.4,0.0,0.0
19,61.39,54.85,437,5,1.32,1.21,0.0,0.0
19,63.06,54.17,438,6,2.33,2.07,0.0,0.0
19,66.42,66.83,439,7,3.24,3.19,0.0,0.0
19,126.81,136.11,440,8,3.68,3.56,6.11,6.91
19,122.11,130.56,441,9,3.57,3.7,16.88,18.92
19,122.91,112.76,442,10,3.67,3.28,21.5,20.06
19,136.78,150.65,443,11,3.41,3.72,22.45,25.65
19,124.54,111.94,444,12,2.57,2.28,21.91,22.98
19,110.59,115.69,445,13,2.32,2.18,23.61,20.59
19,255.06,254.24,446,14,2.31,2.1,24.57,21.28
19,158.02,147.31,447,15,2.38,2.03,24.29,22.59
19,118.28,122.34,448,16,2.72,2.59,21.51,24.48
19,117.15,104.25,449,17,2.52,2.61,14.36,12.33
19,167.71,187.77,450,18,2.6,2.53,0.94,1.07
19,258.74,225.6,451,19,3.27,2.81,0.0,0.0
19,320.58,302.26,452,20,3.0,2.75,0.0,0.0
19,222.78,227.53,453,21,2.94,2.99,0.0,0.0
19,145.54,143.8,454,22,2.73,2.65,0.0,0.0
19,65.7,69.17,455,23,2.38,2.66,0.0,0.0
19,67.16,72.4,456,24,1.41,1.43,0.0,0.0
20,82.33,74.47,457,1,1.39,1.4,0.0,0.0
20,90.0,103.47,458,2,1.22,1.3,0.0,0.0
20,94.05,90.12,459,3,1.24,1.27,0.0,0.0
20,71.91,77.4,460,4,1.41,1.29,0.0,0.0
20,70.47,76.47,461,5,1.53,1.69,0.0,0.0
20,72.37,72.52,462,6,1.92,1.77,0.0,0.0
20,106.73,95.6,463,7,3.79,3.49,0.0,0.0
