hour1,hour2,hour3,hour4,hour5,hour6,hour7,hour8,hour9,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,hour24,row_sum,exp_ma
0,0,0,0,0,0,0.0,6.88,16.59,20.11,26.21,28.92,23.14,20.52,19.01,18.11,13.9,2.9,0,0,0,0,0,0,196.29,187.210273637
0,0,0,0,0,0,0.0,7.3,18.71,22.28,20.48,24.12,26.5,26.21,27.28,22.04,14.72,4.37,0,0,0,0,0,0,214.01,188.123170701
0,0,0,0,0,0,0.0,7.57,15.77,20.15,21.71,26.2,26.45,23.9,21.65,25.13,15.15,4.97,0,0,0,0,0,0,208.65,188.822389862
0,0,0,0,0,0,0.0,6.42,15.37,19.13,23.78,21.02,20.8,27.87,27.44,20.92,18.15,5.44,0,0,0,0,0,0,206.34,189.419103972
0,0,0,0,0,0,0.0,5.33,13.84,20.58,22.31,21.13,22.78,27.15,26.53,25.23,17.06,5.01,0,0,0,0,0,0,206.95,190.016270648
0,0,0,0,0,0,0.0,7.6,18.98,20.48,25.78,27.26,26.69,24.34,27.32,22.09,15.64,5.68,0,0,0,0,0,0,221.86,191.100984971
0,0,0,0,0,0,0.0,7.52,16.65,25.91,23.8,28.52,23.91,24.78,22.67,25.52,17.26,5.08,0,0,0,0,0,0,221.62,192.14057466
0,0,0,0,0,0,0.0,9.29,18.25,20.43,26.28,28.85,25.53,23.01,22.2,21.55,17.48,5.01,0,0,0,0,0,0,217.88,193.017353979
0,0,0,0,0,0,0.0,8.58,19.47,25.0,21.7,24.85,21.33,22.72,24.19,20.05,15.19,4.82,0,0,0,0,0,0,207.9,193.524311537
0,0,0,0,0,0,0.0,9.81,19.15,23.88,23.69,23.75,25.94,22.39,26.69,22.27,14.86,5.28,0,0,0,0,0,0,217.71,194.348164874
0,0,0,0,0,0,0.0,8.49,17.05,26.43,24.53,26.36,19.14,21.2,14.25,9.11,6.18,0.88,0,0,0,0,0,0,173.62,193.642087484
0,0,0,0,0,0,0.0,8.74,19.68,20.56,25.9,26.69,25.91,23.84,23.84,22.92,16.37,5.84,0,0,0,0,0,0,220.29,194.54981321
0,0,0,0,0,0,0.0,7.11,7.77,10.7,11.89,15.27,18.29,16.25,16.66,15.46,15.65,4.98,0,0,0,0,0,0,140.03,192.692668226
0,0,0,0,0,0,0.0,10.82,19.45,22.05,27.3,22.42,20.16,18.03,13.06,12.42,8.49,1.68,0,0,0,0,0,0,175.88,192.119967026
0,0,0,0,0,0,0.0,8.09,19.12,19.14,25.52,23.62,26.7,25.33,21.62,19.97,16.85,4.77,0,0,0,0,0,0,210.73,192.753893068
0,0,0,0,0,0,0.0,8.39,20.51,22.6,27.86,26.84,24.27,26.88,25.74,26.07,15.18,6.19,0,0,0,0,0,0,230.53,194.040685949
0,0,0,0,0,0,0.0,10.86,17.93,23.52,27.84,23.63,23.37,22.69,25.92,24.94,16.36,4.91,0,0,0,0,0,0,221.97,194.992060916
0,0,0,0,0,0,0.0,8.64,19.54,22.4,20.69,21.61,22.22,20.75,20.76,21.93,18.39,5.85,0,0,0,0,0,0,202.78,195.257346711
0,0,0,0,0,0,0.0,8.82,19.63,22.65,23.81,21.68,23.8,21.98,21.41,19.01,13.76,4.42,0,0,0,0,0,0,200.97,195.451940654
0,0,0,0,0,0,0.0,8.73,20.43,21.37,24.66,16.66,18.94,22.92,23.25,21.89,14.58,4.97,0,0,0,0,0,0,198.4,195.552362378
0,0,0,0,0,0,0.0,10.96,17.71,20.79,21.14,23.45,25.26,26.2,26.68,22.93,17.35,4.38,0,0,0,0,0,0,216.85,196.2778381
0,0,0,0,0,0,0.02,10.26,15.65,21.05,18.28,16.79,23.14,26.21,21.74,19.29,18.42,5.39,0,0,0,0,0,0,196.24,196.276549196
0,0,0,0,0,0,0.03,8.99,19.44,22.52,21.71,16.29,15.51,17.18,14.26,9.77,7.38,0.96,0,0,0,0,0,0,154.04,194.837817277
0,0,0,0,0,0,0.02,8.03,10.44,21.17,22.01,28.18,26.47,22.88,21.74,24.05,15.82,5.51,0,0,0,0,0,0,206.32,195.228942572
0,0,0,0,0,0,0.05,9.31,21.19,20.03,26.01,26.3,27.46,27.94,26.61,22.83,18.22,6.32,0,0,0,0,0,0,232.27,196.490696969
0,0,0,0,0,0,0.06,8.54,21.88,20.3,27.6,27.47,21.91,25.67,21.35,24.17,18.57,5.07,0,0,0,0,0,0,222.59,197.379735042
0,0,0,0,0,0,0.06,7.89,16.78,25.31,24.51,22.85,22.65,27.75,25.93,24.85,18.17,6.78,0,0,0,0,0,0,223.53,198.270509066
0,0,0,0,0,0,0.07,8.26,18.64,24.62,21.34,22.8,22.28,26.55,21.55,21.82,17.36,6.25,0,0,0,0,0,0,211.54,198.722516641
0,0,0,0,0,0,0.09,9.33,17.33,22.23,21.17,21.84,22.42,23.82,26.27,25.36,18.42,6.14,0,0,0,0,0,0,214.42,199.257230551
0,0,0,0,0,0,0.09,8.55,17.1,23.2,27.87,26.06,28.21,25.92,21.83,22.29,18.73,6.08,0,0,0,0,0,0,225.93,200.165802996
0,0,0,0,0,0,0.1,8.94,22.69,23.39,18.84,17.22,23.1,25.09,22.71,18.49,15.01,2.84,0,0,0,0,0,0,198.42,200.106334537
0,0,0,0,0,0,0.05,7.79,16.41,21.92,23.94,22.67,24.75,26.65,26.03,19.98,19.17,6.07,0,0,0,0,0,0,215.43,200.628314837
0,0,0,0,0,0,0.09,9.59,19.07,22.17,22.84,26.95,22.65,23.07,15.81,17.08,17.3,5.85,0,0,0,0,0,0,202.47,200.691049395
0,0,0,0,0,0,0.1,10.0,17.23,18.99,24.82,21.86,27.14,21.12,20.81,21.77,16.71,5.85,0,0,0,0,0,0,206.4,200.88551721
0,0,0,0,0,0,0.08,6.17,7.3,17.29,22.37,29.26,23.76,23.62,21.11,22.15,19.94,5.44,0,0,0,0,0,0,198.49,200.8039171
0,0,0,0,0,0,0.11,9.38,17.29,21.68,20.64,15.83,20.65,24.13,24.17,20.27,10.99,0.95,0,0,0,0,0,0,186.09,200.302707068
0,0,0,0,0,0,0.1,10.43,22.19,23.29,21.18,23.02,26.92,25.3,21.72,20.52,14.81,4.06,0,0,0,0,0,0,213.54,200.75361786
0,0,0,0,0,0,0.09,9.09,16.91,18.33,18.4,20.3,18.96,18.27,19.18,15.85,9.96,3.05,0,0,0,0,0,0,168.39,199.651194226
0,0,0,0,0,0,0.16,9.4,20.89,20.35,25.95,22.28,23.96,26.96,25.62,20.11,16.45,5.19,0,0,0,0,0,0,217.32,200.253058615
0,0,0,0,0,0,0.16,8.62,18.85,20.26,19.84,26.49,22.9,22.73,24.11,25.16,19.4,5.74,0,0,0,0,0,0,214.26,200.730186459
0,0,0,0,0,0,0.19,9.18,11.55,18.73,23.0,25.5,24.12,27.23,26.63,25.73,15.64,5.89,0,0,0,0,0,0,213.39,201.161426183
0,0,0,0,0,0,0.2,9.53,15.55,23.59,26.35,28.03,24.51,28.74,23.6,21.66,17.28,5.92,0,0,0,0,0,0,224.96,201.972092974
0,0,0,0,0,0,0.19,12.28,19.52,24.14,24.32,20.98,27.63,27.8,22.4,20.85,16.8,6.25,0,0,0,0,0,0,223.16,202.693830869
0,0,0,0,0,0,0.19,11.8,18.86,25.23,21.91,23.64,24.21,22.35,23.07,19.46,11.78,2.91,0,0,0,0,0,0,205.41,202.786353561
0,0,0,0,0,0,0.2,9.98,18.72,20.67,24.81,24.75,20.8,21.99,25.25,24.56,15.81,5.92,0,0,0,0,0,0,213.46,203.149937143
0,0,0,0,0,0,0.1,6.89,11.33,16.35,15.51,16.83,20.46,22.77,20.91,16.8,12.03,2.53,0,0,0,0,0,0,162.51,201.765591691
0,0,0,0,0,0,0.14,5.32,7.93,13.67,20.25,22.53,21.07,24.53,22.63,21.23,15.07,5.54,0,0,0,0,0,0,179.91,201.021110005
0,0,0,0,0,0,0.41,13.19,21.11,25.29,24.41,21.35,24.27,21.76,23.48,23.26,15.72,3.03,0,0,0,0,0,0,217.28,201.574947486
0,0,0,0,0,0,0.43,12.29,18.9,26.04,26.36,24.47,26.27,25.07,22.13,23.64,19.9,5.1,0,0,0,0,0,0,230.6,202.563647327
0,0,0,0,0,0,0.51,12.4,17.12,19.22,19.78,18.5,27.07,24.08,22.48,25.29,17.87,6.55,0,0,0,0,0,0,210.87,202.846592193
0,0,0,0,0,0,0.33,9.99,13.34,15.96,21.32,19.31,26.22,26.79,21.27,25.45,18.18,6.36,0,0,0,0,0,0,204.52,202.903594606
0,0,0,0,0,0,0.49,8.41,8.23,17.98,24.22,23.66,28.0,25.81,23.11,21.29,19.2,5.97,0,0,0,0,0,0,206.37,203.021673099
0,0,0,0,0,0,1.06,13.99,21.45,25.61,26.53,25.54,21.51,21.75,25.93,23.86,20.26,6.86,0,0,0,0,0,0,234.35,204.088830922
0,0,0,0,0,0,0.37,10.45,16.22,22.78,22.53,21.5,27.74,24.3,22.85,25.92,18.73,6.07,0,0,0,0,0,0,219.46,204.612429369
0,0,0,0,0,0,0.78,12.19,13.97,17.24,21.17,25.31,22.47,22.16,25.47,24.25,15.83,5.76,0,0,0,0,0,0,206.6,204.680133322
0,0,0,0,0,0,0.69,10.65,21.56,22.8,21.59,19.51,22.16,22.86,22.7,19.99,19.33,5.49,0,0,0,0,0,0,209.33,204.838524851
0,0,0,0,0,0,1.27,13.81,20.35,20.24,21.54,24.86,22.31,21.39,25.63,22.8,15.15,4.94,0,0,0,0,0,0,214.29,205.160476791
0,0,0,0,0,0,1.98,11.37,18.14,19.03,20.62,24.03,24.65,25.47,23.52,21.75,18.62,5.76,0,0,0,0,0,0,214.94,205.493603253
0,0,0,0,0,0,1.65,11.52,19.62,19.35,20.16,24.16,21.88,26.98,24.82,20.58,15.17,5.49,0,0,0,0,0,0,211.38,205.694115536
0,0,0,0,0,0,0.62,9.99,11.87,15.96,17.67,19.58,19.63,18.2,14.33,9.44,6.67,1.13,0,0,0,0,0,0,145.09,203.629716878
0,0,0,0,0,0,1.65,11.74,11.07,21.33,23.67,27.82,24.0,27.29,25.37,23.2,18.02,5.48,0,0,0,0,0,0,220.64,204.209149567
0,0,0,0,0,0,1.96,13.55,15.21,23.87,21.67,20.07,21.74,18.97,17.15,18.77,17.35,6.75,0,0,0,0,0,0,197.06,203.965623288
0,0,0,0,0,0,0.73,9.83,17.92,22.92,24.18,25.74,24.0,25.42,23.7,16.61,9.21,2.43,0,0,0,0,0,0,202.69,203.922170876
0,0,0,0,0,0,1.92,11.38,16.8,21.45,22.48,24.77,25.06,25.04,20.21,21.84,17.13,6.26,0,0,0,0,0,0,214.34,204.277040381
0,0,0,0,0,0,2.37,12.2,18.21,22.15,24.55,23.93,25.79,23.37,22.24,24.14,14.88,5.44,0,0,0,0,0,0,219.27,204.787755626
0,0,0,0,0,0,2.31,11.66,19.91,20.27,26.55,21.38,25.42,22.31,21.38,23.78,16.17,6.35,0,0,0,0,0,0,217.49,205.2204407
0,0,0,0,0,0,2.85,15.13,23.66,22.17,26.33,21.48,21.91,23.26,20.92,20.83,18.42,5.97,0,0,0,0,0,0,222.93,205.823693303
0,0,0,0,0,0,1.59,7.7,10.3,17.94,23.04,22.41,27.65,26.4,22.21,23.58,15.42,7.42,0,0,0,0,0,0,205.66,205.818117308
0,0,0,0,0,0,0.95,8.11,14.47,18.62,25.27,23.83,26.97,26.24,24.94,18.88,16.18,5.24,0,0,0,0,0,0,209.7,205.950348483
0,0,0,0,0,0,2.2,12.4,17.43,18.12,24.41,23.36,21.88,24.77,22.67,20.08,17.08,6.23,0,0,0,0,0,0,210.63,206.109754593
0,0,0,0,0,0,2.26,13.65,18.64,23.2,24.48,25.08,21.6,27.65,26.86,24.84,16.29,5.25,0,0,0,0,0,0,229.8,206.91673132
0,0,0,0,0,0,2.6,11.81,18.44,24.92,25.57,22.13,26.96,25.47,25.3,21.46,17.84,5.24,0,0,0,0,0,0,227.74,207.626048295
0,0,0,0,0,0,2.52,14.22,18.9,21.26,24.15,22.45,22.54,21.81,25.17,19.59,16.57,5.48,0,0,0,0,0,0,214.66,207.865650513
0,0,0,0,0,0,2.43,11.96,20.21,25.93,23.67,21.93,24.69,27.37,22.56,24.44,19.36,5.22,0,0,0,0,0,0,229.77,208.611793069
0,0,0,0,0,0,3.06,14.67,19.05,24.15,27.61,21.45,26.1,20.37,19.99,20.26,18.02,5.97,0,0,0,0,0,0,220.7,209.023561773
0,0,0,0,0,0,0.57,8.42,11.91,19.15,22.42,24.39,25.42,20.34,24.41,19.41,13.11,3.85,0,0,0,0,0,0,193.4,208.491365904
0,0,0,0,0,0,2.57,15.48,24.12,26.57,28.04,22.26,22.4,24.67,27.75,23.64,15.04,2.51,0,0,0,0,0,0,235.05,209.39605048
0,0,0,0,0,0,3.75,13.97,20.61,20.57,26.89,27.25,21.73,25.79,21.73,23.4,15.74,5.45,0,0,0,0,0,0,226.88,209.991617986
0,0,0,0,0,0,4.18,15.2,19.87,23.49,24.11,24.09,24.91,21.97,23.5,19.47,18.64,6.58,0,0,0,0,0,0,226.01,210.537262882
0,0,0,0,0,0,3.67,11.83,17.14,22.52,23.99,27.97,21.56,21.11,24.56,20.98,17.31,5.31,0,0,0,0,0,0,217.95,210.789767921
0,0,0,0,0,0,2.44,13.0,21.24,22.26,20.6,21.67,22.96,22.79,17.58,13.93,6.23,1.13,0,0,0,0,0,0,185.83,209.939546596
0,0,0,0,0,0,1.06,8.71,11.74,16.48,20.73,23.2,24.72,22.33,23.82,22.98,17.78,5.19,0,0,0,0,0,0,198.74,209.558048925
0,0,0,0,0,0,2.8,14.21,18.07,23.73,24.48,25.6,25.75,21.45,22.64,24.18,18.82,6.79,0,0,0,0,0,0,228.52,210.203962589
0,0,0,0,0,0,3.3,13.68,18.35,23.57,25.4,21.41,22.78,26.61,22.57,21.02,16.35,6.54,0,0,0,0,0,0,221.58,210.591472186
0,0,0,0,0,0,2.92,13.03,19.78,24.15,26.86,22.42,21.49,22.79,24.62,23.65,15.93,5.78,0,0,0,0,0,0,223.42,211.028458937
0,0,0,0,0,0,3.3,13.54,22.2,23.33,24.74,23.92,25.17,20.59,24.5,24.32,15.02,5.46,0,0,0,0,0,0,226.09,211.541510318
0,0,0,0,0,0,4.06,15.16,20.84,24.84,21.25,24.38,23.81,24.32,22.81,23.0,15.91,5.0,0,0,0,0,0,0,225.38,212.012900079
0,0,0,0,0,0,4.23,13.44,17.83,18.51,23.29,24.5,26.09,24.05,22.99,22.33,18.79,5.21,0,0,0,0,0,0,221.26,212.327890249
0,0,0,0,0,0,2.8,9.98,9.23,16.7,19.26,19.08,20.07,20.09,21.64,22.44,15.23,5.11,0,0,0,0,0,0,181.63,211.282207413
0,0,0,0,0,0,4.18,13.64,22.67,23.54,21.31,22.35,18.69,22.51,16.51,13.03,7.13,1.05,0,0,0,0,0,0,186.61,210.441781455
0,0,0,0,0,0,2.7,13.89,14.36,20.2,18.31,22.46,19.04,20.41,19.76,16.81,13.56,4.25,0,0,0,0,0,0,185.75,209.600688733
0,0,0,0,0,0,2.61,9.74,12.39,15.7,20.05,21.53,18.77,20.49,15.12,11.87,11.17,3.5,0,0,0,0,0,0,162.94,208.01125438
0,0,0,0,0,0,0.59,2.78,5.14,9.98,12.89,15.2,17.25,14.04,12.01,9.34,6.43,1.07,0,0,0,0,0,0,106.72,204.560902408
0,0,0,0,0,0,0.9,6.93,8.61,15.37,15.34,20.67,18.15,18.61,14.58,9.81,5.54,1.24,0,0,0,0,0,0,135.75,202.216950462
0,0,0,0,0,0,0.71,6.41,8.22,12.41,18.53,21.97,18.25,18.94,17.54,12.27,7.75,1.08,0,0,0,0,0,0,144.08,200.236592504
0,0,0,0,0,0,0.39,4.9,8.95,12.52,13.9,15.51,17.22,15.16,17.2,11.66,6.11,1.17,0,0,0,0,0,0,124.69,197.663198226
0,0,0,0,0,0,4.06,9.77,8.22,10.39,14.89,17.09,17.97,17.23,17.83,11.4,6.75,1.15,0,0,0,0,0,0,136.75,195.588271078
0,0,0,0,0,0,1.01,6.62,8.69,18.01,21.7,21.42,20.4,20.68,24.55,20.14,11.9,3.39,0,0,0,0,0,0,178.51,195.006522469
0,0,0,0,0,0,3.35,12.2,18.8,20.75,23.68,21.41,22.73,20.98,19.71,17.11,9.1,1.19,0,0,0,0,0,0,191.01,194.870386242
0,0,0,0,0,0,0.76,6.03,8.38,11.98,15.21,14.94,16.48,14.48,14.08,8.92,4.07,0.51,0,0,0,0,0,0,115.84,192.17832116
0,0,0,0,0,0,4.23,14.89,19.97,21.93,24.32,25.8,25.19,21.69,24.91,15.96,13.52,3.73,0,0,0,0,0,0,216.14,192.994543907
0,0,0,0,0,0,0.57,5.99,8.34,13.95,17.73,19.8,19.08,15.95,15.65,9.47,5.84,1.07,0,0,0,0,0,0,133.44,190.965897512
0,0,0,0,0,0,2.84,11.98,21.2,24.82,24.55,26.13,21.32,24.16,24.22,19.67,16.62,6.21,0,0,0,0,0,0,223.72,192.081622486
0,0,0,0,0,0,2.43,11.39,11.04,12.55,14.36,15.66,17.88,18.77,17.02,13.83,6.55,1.08,0,0,0,0,0,0,142.56,190.394734226
0,0,0,0,0,0,2.52,9.56,12.87,16.08,20.85,18.68,20.12,16.75,16.3,13.58,10.4,2.21,0,0,0,0,0,0,159.92,189.356652903
0,0,0,0,0,0,0.24,2.33,4.46,6.88,10.53,10.73,11.66,10.48,8.07,5.84,2.34,0.49,0,0,0,0,0,0,74.05,185.428885006
0,0,0,0,0,0,2.02,11.2,13.79,17.68,17.28,17.03,22.24,20.1,18.19,14.24,11.81,3.48,0,0,0,0,0,0,169.06,184.871300691
0,0,0,0,0,0,2.15,12.89,16.62,20.3,24.57,25.06,23.45,24.91,24.78,21.78,17.9,5.07,0,0,0,0,0,0,219.48,186.050200041
0,0,0,0,0,0,2.96,11.29,17.14,21.36,18.44,23.48,23.61,17.11,19.8,13.97,9.92,2.47,0,0,0,0,0,0,181.55,185.896906707
0,0,0,0,0,0,2.72,14.08,18.57,21.36,21.9,16.61,20.49,19.93,22.34,13.14,7.24,0.58,0,0,0,0,0,0,178.96,185.660610199
0,0,0,0,0,0,0.54,5.34,8.36,13.51,14.71,18.57,18.2,14.91,13.35,13.92,10.67,5.79,0,0,0,0,0,0,137.87,184.032686572
0,0,0,0,0,0,2.42,12.88,20.34,23.28,20.78,24.13,26.15,20.46,19.27,20.2,11.39,3.93,0,0,0,0,0,0,205.23,184.754744885
0,0,0,0,0,0,2.65,12.08,20.86,24.17,21.99,21.34,25.13,23.78,21.94,20.51,11.34,3.37,0,0,0,0,0,0,209.16,185.586077467
0,0,0,0,0,0,2.68,11.22,17.54,23.3,25.87,27.82,19.96,21.7,17.72,13.56,8.39,2.74,0,0,0,0,0,0,192.5,185.82159105
0,0,0,0,0,0,0.45,5.23,7.6,10.82,9.48,9.67,9.47,9.25,7.63,5.68,3.02,0.62,0,0,0,0,0,0,78.92,182.180130415
0,0,0,0,0,0,3.22,7.35,5.14,7.68,8.4,10.11,10.35,13.67,14.38,10.76,5.96,1.24,0,0,0,0,0,0,98.26,179.321502696
0,0,0,0,0,0,0.62,3.87,4.23,8.73,13.19,14.71,15.37,14.8,11.72,8.76,6.31,1.13,0,0,0,0,0,0,103.44,176.736700148
0,0,0,0,0,0,1.0,8.46,13.09,16.77,18.39,20.69,17.78,17.1,15.56,11.64,9.39,2.66,0,0,0,0,0,0,152.53,175.912131076
0,0,0,0,0,0,0.7,9.06,13.08,14.11,18.82,18.89,19.49,16.01,15.99,13.58,8.62,3.38,0,0,0,0,0,0,151.73,175.088398917
