demand_act,pred,oracle,diff,ifpos
107.15,99.205619812,98.46,-7.94438018799,0
14.11,17.5872478485,16.08,3.47724784851,1
123.64,116.801040649,110.47,-6.83895935059,0
15.26,18.3457374573,17.17,3.08573745728,1
23.99,26.8596763611,27.21,2.86967636108,1
189.55,165.001052856,165.15,-24.5489471436,0
112.32,103.84274292,103.88,-8.47725708008,0
90.37,102.330841064,103.55,11.9608410645,1
161.78,144.289627075,146.39,-17.4903729248,0
70.44,79.1245574951,77.04,8.68455749512,1
20.05,21.0359725952,21.14,0.985972595215,1
22.84,26.0093612671,25.96,3.16936126709,1
159.26,156.448638916,157.83,-2.81136108398,0
20.55,20.443151474,20.87,-0.106848526001,0
24.73,22.7420806885,22.57,-1.98791931152,0
48.96,53.6908607483,53.4,4.73086074829,1
19.02,20.2288227081,20.03,1.20882270813,1
214.74,216.583679199,219.21,1.84367919922,1
106.91,97.4908218384,99.85,-9.41917816162,0
17.9,18.082365036,16.99,0.182365036011,1
101.31,101.236610413,100.95,-0.0733895874023,0
28.6,32.6450843811,31.7,4.0450843811,1
16.94,17.258972168,15.12,0.318972167969,1
83.02,75.5759353638,72.29,-7.44406463623,0
44.17,41.337184906,40.55,-2.83281509399,0
74.53,86.2650985718,82.92,11.7350985718,1
17.64,19.6267280579,19.5,1.98672805786,1
85.42,89.1949310303,92.03,3.77493103027,1
151.17,145.916213989,145.29,-5.25378601074,0
117.53,124.331039429,127.19,6.80103942871,1
109.99,97.8339385986,95.28,-12.1560614014,0
285.25,295.4168396,300.31,10.1668395996,1
23.62,24.6139431,24.63,0.993943099976,1
85.36,82.0307998657,76.48,-3.32920013428,0
115.45,128.04649353,130.55,12.5964935303,1
16.04,16.5863666534,14.54,0.546366653442,1
155.7,152.195281982,151.54,-3.50471801758,0
108.35,100.929664612,100.77,-7.42033538818,0
32.81,29.0357112885,28.02,-3.77428871155,0
23.48,26.5778942108,26.61,3.09789421082,1
133.44,144.609985352,143.43,11.1699853516,1
169.59,159.283493042,155.84,-10.306506958,0
55.66,62.4153671265,62.31,6.75536712646,1
87.01,80.8697967529,78.22,-6.14020324707,0
83.01,83.257850647,81.0,0.247850646973,1
90.6,86.641166687,86.55,-3.95883331299,0
92.2,98.3661880493,100.34,6.16618804932,1
23.78,24.3563098907,24.1,0.576309890747,1
59.9,66.4084472656,65.02,6.50844726563,1
20.82,22.9376316071,23.7,2.11763160706,1
22.45,23.2080631256,23.78,0.75806312561,1
18.26,18.3550395966,17.35,0.0950395965576,1
12.19,14.7061014175,13.37,2.51610141754,1
56.85,59.0864677429,57.18,2.23646774292,1
144.56,135.997772217,134.32,-8.5622277832,0
84.31,78.4407043457,74.09,-5.8692956543,0
27.28,23.6597385406,23.87,-3.62026145935,0
79.56,71.0352020264,68.38,-8.52479797363,0
141.03,153.036651611,156.77,12.0066516113,1
116.16,123.789306641,119.3,7.62930664063,1
19.45,18.5667762756,18.1,-0.883223724365,0
107.02,114.254768372,115.6,7.23476837158,1
62.78,66.5579452515,65.98,3.77794525146,1
16.76,17.8326435089,16.74,1.07264350891,1
140.39,121.990036011,121.07,-18.3999639893,0
14.11,13.8332014084,12.73,-0.276798591614,0
70.43,67.5663223267,66.76,-2.86367767334,0
23.6,22.7420806885,22.46,-0.857919311523,0
18.04,21.1716423035,20.66,3.13164230347,1
17.5,18.8059196472,18.13,1.30591964722,1
83.91,90.8786315918,89.98,6.9686315918,1
20.53,19.0904788971,18.93,-1.43952110291,0
36.38,36.5341453552,35.44,0.154145355225,1
139.63,149.960784912,154.33,10.3307849121,1
73.08,81.1716079712,77.48,8.09160797119,1
87.22,84.1812820435,82.65,-3.03871795654,0
49.27,44.3590087891,43.81,-4.91099121094,0
108.69,122.173965454,121.39,13.4839654541,1
155.73,135.869064331,137.09,-19.8609356689,0
99.0,98.0973205566,94.3,-0.902679443359,0
118.41,113.406150818,113.7,-5.00384918213,0
117.6,119.092269897,119.47,1.49226989746,1
23.96,26.421245575,26.96,2.46124557495,1
91.62,102.438827515,103.38,10.8188275146,1
96.85,95.7563476562,94.75,-1.09365234375,0
85.05,86.3853912354,85.11,1.33539123535,1
145.41,148.732345581,153.46,3.32234558105,1
181.39,183.270248413,185.9,1.88024841309,1
139.18,123.814971924,121.59,-15.3650280762,0
114.26,107.68674469,103.48,-6.57325531006,0
22.55,26.1809158325,25.28,3.63091583252,1
91.37,91.3067474365,89.14,-0.0632525634766,0
25.55,24.6139431,24.8,-0.936056900024,0
20.97,21.9684295654,22.29,0.99842956543,1
16.51,17.5053634644,15.79,0.995363464355,1
187.62,177.348724365,177.54,-10.2712756348,0
20.09,21.8001022339,21.97,1.71010223389,1
84.57,84.2881393433,79.52,-0.281860656738,0
59.8,59.9605979919,60.39,0.160597991943,1
59.36,62.1518325806,62.83,2.79183258057,1
25.25,22.2196369171,22.15,-3.03036308289,0
15.75,17.5053634644,15.58,1.75536346436,1
305.69,262.46673584,262.87,-43.2232641602,0
88.96,85.6307144165,79.84,-3.3292855835,0
21.71,21.1587352753,21.11,-0.551264724731,0
24.21,24.8951663971,24.81,0.685166397095,1
138.88,127.00037384,128.15,-11.8796261597,0
49.04,52.9638595581,49.93,3.92385955811,1
23.36,26.4591293335,26.84,3.0991293335,1
85.03,88.6630783081,89.38,3.63307830811,1
61.76,65.1580276489,65.01,3.39802764893,1
62.6,56.3526687622,55.43,-6.24733123779,0
100.98,113.459533691,111.92,12.4795336914,1
111.14,99.0310592651,100.3,-12.1089407349,0
18.95,19.6267280579,19.19,0.676728057861,1
50.85,50.4774780273,48.88,-0.372521972656,0
83.1,89.885093689,88.54,6.78509368896,1
53.68,50.8153038025,49.1,-2.86469619751,0
85.27,92.0083999634,90.77,6.73839996338,1
80.49,90.0269241333,89.22,9.5369241333,1
20.49,21.6284255981,20.99,1.13842559814,1
16.36,17.7828350067,16.32,1.42283500671,1
112.1,108.513153076,107.95,-3.58684692383,0
58.14,68.8433761597,66.41,10.7033761597,1
67.49,66.4559020996,67.09,-1.03409790039,0
140.2,145.033096313,144.41,4.83309631348,1
32.55,33.5777397156,33.29,1.02773971558,1
66.23,63.4913139343,64.12,-2.73868606567,0
33.21,29.71783638,29.14,-3.49216362,0
91.91,85.0701370239,81.49,-6.83986297607,0
47.18,53.8757247925,51.73,6.69572479248,1
15.9,17.0267887115,15.17,1.12678871155,1
19.86,18.7953910828,18.15,-1.06460891724,0
58.02,63.2053833008,61.22,5.18538330078,1
170.01,152.402572632,154.32,-17.6074273682,0
20.11,18.8207530975,17.76,-1.28924690247,0
111.73,114.41381073,113.61,2.68381072998,1
132.83,128.185623169,130.38,-4.64437683105,0
39.94,43.1069374084,42.21,3.16693740845,1
157.43,167.674224854,165.28,10.2442248535,1
92.87,86.3667984009,83.78,-6.50320159912,0
99.54,85.8210067749,86.96,-13.7189932251,0
101.53,108.97315979,108.37,7.44315979004,1
97.79,95.4821166992,95.07,-2.30788330078,0
21.43,20.0038604736,19.63,-1.42613952637,0
17.63,19.6564502716,18.44,2.02645027161,1
15.71,16.3156795502,14.24,0.605679550171,1
22.46,24.0680599213,23.56,1.60805992126,1
89.84,95.9347381592,98.16,6.09473815918,1
117.59,126.19455719,124.61,8.60455718994,1
85.66,93.7198562622,96.48,8.05985626221,1
142.78,123.004676819,122.52,-19.7753231812,0
178.87,189.051025391,192.31,10.1810253906,1
34.9,40.9203948975,39.54,6.02039489746,1
18.4,20.2605571747,19.57,1.86055717468,1
34.62,36.6396827698,35.74,2.01968276978,1
89.94,85.509185791,82.82,-4.43081420898,0
28.99,28.3429832458,28.04,-0.64701675415,0
88.14,99.2869110107,100.62,11.1469110107,1
22.91,22.8717956543,22.57,-0.0382043457031,0
94.5,99.3200759888,99.86,4.82007598877,1
16.19,19.1793708801,17.57,2.98937088013,1
123.5,113.390869141,114.38,-10.1091308594,0
66.85,77.1058807373,73.26,10.2558807373,1
20.73,18.7389945984,18.25,-1.99100540161,0
14.71,14.8239555359,13.25,0.113955535889,1
56.08,50.5417289734,49.12,-5.53827102661,0
20.68,19.6275463104,18.47,-1.05245368958,0
14.06,13.4190607071,12.02,-0.640939292908,0
80.43,81.7074356079,77.96,1.27743560791,1
114.6,115.800376892,116.35,1.20037689209,1
145.5,156.322921753,157.45,10.8229217529,1
20.83,19.2391986847,18.88,-1.59080131531,0
19.34,21.282989502,21.41,1.94298950195,1
71.41,62.9276733398,61.34,-8.48232666016,0
168.7,160.048721313,160.6,-8.65127868652,0
76.92,78.9734268188,73.72,2.05342681885,1
109.56,97.2140731812,98.75,-12.3459268188,0
14.64,14.3603668213,13.15,-0.279633178711,0
40.16,44.4504814148,43.85,4.29048141479,1
91.08,88.1923904419,88.94,-2.88760955811,0
23.01,22.7931919098,23.26,-0.21680809021,0
34.03,39.2515907288,38.58,5.22159072876,1
283.97,277.585083008,287.88,-6.38491699219,0
157.23,156.265930176,156.38,-0.964069824219,0
18.51,18.1376895905,16.31,-0.372310409546,0
72.58,83.3366241455,79.14,10.7566241455,1
21.51,23.6944103241,23.78,2.1844103241,1
18.3,20.1929359436,18.34,1.8929359436,1
21.73,19.248878479,18.59,-2.481121521,0
32.08,28.5790195465,28.61,-3.50098045349,0
16.27,17.8326435089,16.84,1.56264350891,1
17.09,19.01080513,17.81,1.92080513,1
122.54,127.23638916,127.33,4.69638916016,1
104.06,106.475082397,106.3,2.41508239746,1
16.47,17.5053634644,15.61,1.03536346436,1
38.41,42.453212738,41.95,4.04321273804,1
94.32,108.647857666,106.84,14.327857666,1
25.84,23.0982837677,22.57,-2.7417162323,0
84.73,86.1129302979,83.26,1.38293029785,1
263.59,240.049316406,242.26,-23.5406835937,0
33.45,33.2969779968,32.95,-0.153022003174,0
17.82,18.729763031,17.92,0.909763031006,1
26.81,28.649023056,28.4,1.83902305603,1
111.87,97.9816894531,98.8,-13.8883105469,0
111.67,102.389411926,101.24,-9.28058807373,0
172.09,192.777069092,195.77,20.6870690918,1
58.15,66.0255508423,66.86,7.87555084229,1
80.51,85.8967590332,82.56,5.3867590332,1
29.3,26.5280075073,26.82,-2.77199249268,0
185.28,186.943206787,196.89,1.66320678711,1
20.12,19.5794010162,18.48,-0.540598983765,0
80.85,80.7965011597,74.03,-0.053498840332,0
83.46,90.333770752,88.99,6.87377075195,1
84.95,91.3700485229,89.78,6.42004852295,1
120.64,127.367340088,127.13,6.72734008789,1
20.31,18.936208725,17.43,-1.37379127502,0
81.09,90.4228363037,87.75,9.33283630371,1
47.46,46.0520401001,45.45,-1.4079598999,0
22.55,20.1073989868,19.56,-2.44260101318,0
86.82,85.7329559326,83.71,-1.08704406738,0
57.36,60.3730239868,60.23,3.01302398682,1
110.34,113.053260803,113.2,2.71326080322,1
91.35,102.689292908,101.07,11.3392929077,1
66.79,64.9471664429,64.42,-1.84283355713,0
124.54,107.830093384,108.22,-16.7099066162,0
92.46,99.2558670044,99.61,6.79586700439,1
80.34,82.5662460327,77.78,2.22624603271,1
86.29,96.4074401855,98.29,10.1174401855,1
162.23,174.632369995,184.39,12.4023699951,1
18.83,21.6629619598,21.64,2.83296195984,1
45.48,42.9262504578,41.86,-2.55374954224,0
88.19,88.4183044434,88.88,0.228304443359,1
139.75,152.497146606,152.45,12.7471466064,1
18.52,19.6267280579,19.22,1.10672805786,1
165.03,166.36416626,165.95,1.33416625977,1
92.2,84.1086044312,79.21,-8.09139556885,0
47.51,48.1241416931,47.86,0.614141693115,1
127.97,120.243133545,120.39,-7.72686645508,0
60.63,60.4408607483,60.52,-0.189139251709,0
141.19,151.236358643,149.38,10.0463586426,1
17.37,17.772146225,15.94,0.402146224976,1
42.51,42.898223877,41.87,0.388223876953,1
16.75,16.4343833923,14.37,-0.315616607666,0
83.41,87.769859314,87.15,4.35985931396,1
79.62,86.9040908813,87.65,7.28409088135,1
15.45,17.9159889221,15.69,2.46598892212,1
148.42,130.698516846,129.06,-17.7214831543,0
96.42,90.9205703735,91.93,-5.49942962646,0
17.21,17.8326435089,16.79,0.622643508911,1
27.96,27.9763793945,28.83,0.0163793945312,1
85.78,89.9124755859,90.57,4.13247558594,1
100.51,85.8505477905,87.18,-14.6594522095,0
22.56,21.5367984772,21.43,-1.02320152283,0
43.8,45.2996864319,45.51,1.49968643188,1
133.68,137.467895508,137.87,3.78789550781,1
80.33,79.5090484619,74.79,-0.820951538086,0
108.29,115.732978821,117.4,7.4429788208,1
13.95,14.1206388474,13.04,0.170638847351,1
74.39,67.9476318359,64.65,-6.44236816406,0
95.94,95.0730209351,97.51,-0.866979064941,0
21.91,22.8039226532,23.26,0.893922653198,1
17.44,18.5667762756,17.93,1.12677627563,1
22.73,24.3618869781,24.72,1.63188697815,1
129.99,143.300613403,142.76,13.3106134033,1
52.75,46.5409431458,45.36,-6.20905685425,0
161.08,168.223449707,169.57,7.14344970703,1
19.2,18.5882053375,17.92,-0.611794662476,0
16.62,16.7626628876,15.01,0.142662887573,1
114.6,114.395706177,112.2,-0.204293823242,0
29.81,29.4899463654,28.98,-0.320053634644,0
85.68,89.0404663086,89.49,3.36046630859,1
30.88,30.1701145172,30.72,-0.709885482788,0
19.75,20.7968292236,21.3,1.04682922363,1
22.54,23.101644516,22.99,0.561644515991,1
129.16,142.041107178,140.53,12.8811071777,1
95.72,87.8908081055,85.91,-7.82919189453,0
25.52,27.8425769806,27.37,2.32257698059,1
130.21,114.382728577,111.24,-15.8272714233,0
16.13,18.2877426147,16.2,2.15774261475,1
140.7,161.480438232,160.38,20.7804382324,1
204.84,180.048782349,186.34,-24.7912176514,0
15.45,17.9860343933,15.51,2.53603439331,1
110.2,127.011650085,124.78,16.8116500854,1
81.48,78.4407043457,74.69,-3.0392956543,0
84.16,94.1354370117,95.42,9.97543701172,1
91.52,90.3842697144,92.42,-1.13573028564,0
22.34,22.9419116974,22.99,0.601911697388,1
18.41,19.3411216736,19.11,0.931121673584,1
91.21,87.0881500244,85.49,-4.12184997559,0
84.66,80.9795303345,75.0,-3.68046966553,0
57.88,50.0264625549,49.49,-7.85353744507,0
139.55,153.274597168,152.69,13.724597168,1
36.62,39.7224693298,39.49,3.10246932983,1
66.72,63.8850746155,62.26,-2.83492538452,0
140.49,154.318222046,155.9,13.8282220459,1
162.1,147.211151123,146.74,-14.888848877,0
267.34,274.617889404,285.04,7.2778894043,1
18.67,17.969783783,16.84,-0.700216217041,0
35.07,39.4550819397,39.28,4.3850819397,1
172.24,170.666900635,171.86,-1.57309936523,0
16.33,19.0097351074,18.37,2.67973510742,1
19.4,19.9078922272,19.36,0.507892227173,1
101.24,111.307426453,110.97,10.0674264526,1
90.66,98.9620437622,101.49,8.30204376221,1
30.75,28.494310379,28.37,-2.25568962097,0
13.71,16.7020778656,14.57,2.9920778656,1
17.83,20.1288280487,19.25,2.29882804871,1
190.74,194.032043457,202.68,3.29204345703,1
173.18,175.541534424,182.98,2.36153442383,1
22.0,24.3054904938,24.31,2.30549049377,1
20.5,19.3015956879,18.87,-1.19840431213,0
182.97,190.169372559,193.88,7.19937255859,1
94.24,104.00491333,102.6,9.76491333008,1
13.09,16.4343833923,14.34,3.34438339233,1
81.6,76.0455093384,71.67,-5.55449066162,0
87.67,85.1742858887,87.21,-2.49571411133,0
216.27,199.004241943,203.35,-17.2657580566,0
82.19,89.8112716675,91.79,7.62127166748,1
23.9,23.9401779175,23.29,0.0401779174805,1
18.28,19.3121585846,18.88,1.03215858459,1
12.83,13.299700737,11.47,0.469700737,1
44.79,50.5689506531,48.38,5.77895065308,1
116.46,121.271598816,126.71,4.81159881592,1
153.38,155.853744507,158.36,2.47374450684,1
68.65,72.5039520264,71.9,3.85395202637,1
63.91,71.5563278198,69.46,7.64632781982,1
107.86,125.772689819,123.28,17.9126898193,1
15.96,18.9932327271,18.02,3.03323272705,1
17.11,19.2164897919,19.04,2.10648979187,1
66.0,65.9427871704,60.76,-0.0572128295898,0
187.75,161.889587402,163.74,-25.8604125977,0
157.84,133.860229492,136.06,-23.9797705078,0
20.17,19.3544788361,18.99,-0.81552116394,0
22.85,24.3618869781,24.45,1.51188697815,1
48.32,49.0481681824,44.82,0.728168182373,1
20.37,18.5917739868,18.28,-1.77822601318,0
141.5,142.480484009,140.03,0.980484008789,1
32.11,33.1065063477,31.78,0.996506347656,1
207.13,216.25189209,223.85,9.12189208984,1
111.27,115.861976624,116.92,4.59197662354,1
178.3,178.258621216,181.12,-0.0413787841797,0
37.11,38.9901161194,39.13,1.88011611938,1
17.12,19.6267280579,19.58,2.50672805786,1
20.6,20.113111496,19.89,-0.486888504028,0
66.8,68.5020980835,67.62,1.7020980835,1
115.59,101.467544556,101.28,-14.1224554443,0
71.59,83.7222976685,80.32,12.1322976685,1
51.68,49.8486328125,48.68,-1.8313671875,0
130.92,141.312240601,140.22,10.3922406006,1
153.63,164.333953857,156.97,10.7039538574,1
101.25,103.578094482,103.72,2.32809448242,1
50.45,53.271774292,53.29,2.82177429199,1
20.5,18.9893760681,17.82,-1.51062393188,0
17.66,18.7047653198,18.03,1.04476531982,1
20.25,20.0373535156,19.76,-0.212646484375,0
22.93,19.9160442352,19.68,-3.01395576477,0
47.02,46.0289726257,45.53,-0.991027374268,0
16.36,17.4702663422,16.05,1.11026634216,1
74.82,81.8045272827,78.67,6.98452728271,1
22.49,20.2965965271,19.93,-2.1934034729,0
27.85,26.4993534088,26.77,-1.35064659119,0
21.02,18.9583778381,18.23,-2.06162216187,0
24.35,28.3429832458,27.94,3.99298324585,1
60.75,54.7110328674,54.76,-6.03896713257,0
67.5,79.8435440063,77.52,12.3435440063,1
20.81,23.5746479034,23.79,2.76464790344,1
87.74,98.9668273926,99.71,11.2268273926,1
79.17,73.3309783936,70.68,-5.83902160645,0
119.26,113.002761841,113.86,-6.25723815918,0
21.16,20.4771022797,20.38,-0.682897720337,0
27.55,22.9515914917,23.49,-4.5984085083,0
24.36,27.2758808136,27.57,2.9158808136,1
16.39,17.1214084625,15.41,0.731408462524,1
19.32,20.1288280487,19.72,0.808828048706,1
13.4,13.6447248459,12.53,0.244724845886,1
16.12,16.8190593719,14.62,0.699059371948,1
18.65,17.8326435089,16.68,-0.817356491089,0
167.17,155.988006592,156.27,-11.1819934082,0
82.54,89.6722183228,89.16,7.13221832275,1
88.18,86.4021530151,87.0,-1.77784698486,0
61.7,64.0366210938,64.24,2.33662109375,1
40.29,38.8613815308,39.36,-1.42861846924,0
26.31,25.9168834686,23.21,-0.393116531372,0
89.02,88.0303268433,90.08,-0.989673156738,0
21.71,24.689540863,24.24,2.97954086304,1
90.45,101.41129303,103.89,10.9612930298,1
254.96,217.18107605,224.64,-37.7789239502,0
19.64,21.9021053314,21.65,2.26210533142,1
94.54,87.7269668579,83.59,-6.81303314209,0
33.22,29.6370925903,29.48,-3.58290740967,0
96.69,95.5528488159,95.82,-1.13715118408,0
35.95,34.1411323547,33.0,-1.80886764526,0
49.29,53.0773849487,53.26,3.78738494873,1
18.85,20.5006332397,20.06,1.65063323975,1
45.66,50.7781181335,48.63,5.11811813354,1
23.84,20.5850315094,20.57,-3.2549684906,0
12.88,13.3020792007,12.23,0.422079200745,1
72.84,73.6335296631,70.31,0.793529663086,1
173.6,176.239776611,173.41,2.63977661133,1
15.05,14.8222360611,13.17,-0.227763938904,0
16.13,17.7348270416,15.48,1.60482704163,1
68.1,65.3288650513,65.42,-2.77113494873,0
20.26,20.3086605072,19.79,0.0486605072021,1
45.61,41.9354743958,39.81,-3.67452560425,0
85.48,95.1151199341,96.19,9.63511993408,1
111.17,119.418762207,119.12,8.24876220703,1
21.06,23.4659366608,22.74,2.40593666077,1
18.28,17.9303836823,16.28,-0.349616317749,0
31.81,29.5557594299,29.43,-2.25424057007,0
94.32,94.7727508545,96.7,0.452750854492,1
23.16,21.2246818542,19.92,-1.93531814575,0
119.97,122.747512817,125.71,2.77751281738,1
21.13,19.9964160919,19.64,-1.13358390808,0
90.81,92.5584640503,94.04,1.74846405029,1
27.8,27.414730072,26.94,-0.385269927979,0
135.27,125.461174011,128.64,-9.80882598877,0
193.25,186.924514771,186.66,-6.32548522949,0
10.69,13.0105018616,10.77,2.32050186157,1
64.69,61.0678062439,57.22,-3.6221937561,0
89.47,94.3968353271,94.35,4.92683532715,1
100.44,85.6448364258,86.07,-14.7951635742,0
204.45,177.995117188,184.97,-26.4548828125,0
23.89,24.6353721619,24.19,0.745372161865,1
29.87,28.8089065552,27.68,-1.06109344482,0
89.22,79.7177505493,78.2,-9.50224945068,0
99.2,111.396492004,112.4,12.1964920044,1
126.96,115.421913147,114.89,-11.538086853,0
32.76,29.872713089,29.07,-2.88728691101,0
19.32,20.3145999908,20.38,0.994599990845,1
148.72,132.506790161,127.58,-16.2132098389,0
93.67,103.702629089,104.99,10.0326290894,1
