price_act,pred,oracle,diff,diff2,ifpos
1.95,2.39501953125,1.85,0.44501953125,-0.1,1
5.01,5.7228679657,5.27,0.712867965698,0.26,1
4.16,4.11032581329,3.55,-0.0496741867065,-0.61,0
2.5,2.97470521927,2.37,0.474705219269,-0.13,1
1.94,2.47889661789,2.02,0.538896617889,0.08,1
1.81,2.09234189987,1.78,0.282341899872,-0.03,1
2.84,3.26276564598,3.14,0.422765645981,0.3,1
2.27,2.56171131134,2.32,0.29171131134,0.05,1
1.41,1.90699636936,1.52,0.496996369362,0.11,1
2.42,3.0750234127,2.4,0.655023412704,-0.02,1
2.64,3.28252267838,2.73,0.642522678375,0.09,1
2.97,3.1004421711,2.58,0.130442171097,-0.39,1
3.6,3.84651494026,3.51,0.246514940262,-0.09,1
4.01,4.4326004982,4.26,0.422600498199,0.25,1
1.18,1.76651728153,1.14,0.586517281532,-0.04,1
3.7,4.19183778763,3.78,0.491837787628,0.08,1
2.46,2.8817551136,2.24,0.421755113602,-0.22,1
3.5,4.09902095795,3.53,0.599020957947,0.03,1
1.42,1.80839061737,1.35,0.388390617371,-0.07,1
1.98,2.22087717056,1.7,0.240877170563,-0.28,1
3.66,3.80658507347,3.12,0.146585073471,-0.54,1
3.1,3.52602124214,3.38,0.426021242142,0.28,1
3.55,3.77649092674,3.13,0.226490926743,-0.42,1
2.39,2.77965855598,2.58,0.389658555984,0.19,1
3.33,4.02320671082,3.64,0.693206710815,0.31,1
2.97,3.19844055176,2.79,0.228440551758,-0.18,1
2.83,3.58640956879,3.23,0.756409568787,0.4,1
5.01,5.09208583832,4.41,0.0820858383179,-0.6,1
3.25,3.77107477188,3.3,0.521074771881,0.05,1
3.72,4.14474058151,3.79,0.424740581512,0.07,1
3.05,3.15337276459,2.63,0.103372764587,-0.42,1
2.25,2.3100810051,1.92,0.0600810050964,-0.33,1
2.03,2.39141178131,1.87,0.361411781311,-0.16,1
3.62,4.09216117859,3.64,0.472161178589,0.02,1
4.16,4.49722671509,3.88,0.337226715088,-0.28,1
4.13,4.0514588356,3.56,-0.0785411643982,-0.57,0
3.58,4.18720674515,3.91,0.607206745148,0.33,1
3.62,3.90939593315,3.77,0.289395933151,0.15,1
2.38,2.84119606018,2.42,0.461196060181,0.04,1
2.3,2.70425701141,2.48,0.404257011414,0.18,1
5.41,5.79625368118,5.66,0.386253681183,0.25,1
2.0,2.60528683662,2.21,0.605286836624,0.21,1
4.27,4.67866325378,4.53,0.408663253784,0.26,1
2.79,3.29799413681,2.97,0.50799413681,0.18,1
2.52,3.03323054314,2.9,0.513230543137,0.38,1
1.57,2.15764045715,1.75,0.587640457153,0.18,1
3.83,4.00116968155,3.72,0.171169681549,-0.11,1
1.92,2.37473702431,1.98,0.454737024307,0.06,1
3.39,3.4300904274,3.04,0.0400904273987,-0.35,1
4.28,5.11286354065,4.85,0.832863540649,0.57,1
3.41,3.73275971413,3.51,0.322759714127,0.1,1
4.24,4.60232114792,4.83,0.362321147919,0.59,1
5.77,5.6056060791,5.47,-0.164393920898,-0.3,0
2.72,3.03406023979,2.71,0.314060239792,-0.01,1
4.48,4.96076869965,4.78,0.480768699646,0.3,1
3.47,3.92686390877,3.22,0.456863908768,-0.25,1
3.23,4.00133943558,3.2,0.771339435577,-0.03,1
1.68,1.91994965076,1.43,0.239949650764,-0.25,1
2.51,2.91580986977,2.38,0.405809869766,-0.13,1
3.98,4.40617465973,4.01,0.426174659729,0.03,1
2.73,3.31538105011,2.92,0.58538105011,0.19,1
6.02,6.20180797577,6.92,0.181807975769,0.9,1
2.34,2.51788282394,2.25,0.177882823944,-0.09,1
1.56,1.80173373222,1.42,0.241733732224,-0.14,1
1.2,1.45831739902,1.07,0.258317399025,-0.13,1
2.78,3.28831934929,3.12,0.508319349289,0.34,1
1.71,2.06609678268,1.78,0.356096782684,0.07,1
3.52,3.90586781502,3.42,0.385867815018,-0.1,1
3.03,3.31658053398,2.62,0.286580533981,-0.41,1
2.6,3.09648680687,2.79,0.49648680687,0.19,1
2.94,3.41056489944,2.85,0.470564899445,-0.09,1
2.16,2.78914570808,2.39,0.629145708084,0.23,1
1.65,2.01722693443,1.47,0.367226934433,-0.18,1
3.25,3.61389517784,3.39,0.363895177841,0.14,1
2.09,2.43189644814,1.82,0.341896448135,-0.27,1
1.93,2.50558805466,2.12,0.575588054657,0.19,1
2.89,3.39335083961,2.78,0.503350839615,-0.11,1
2.12,2.39136743546,1.98,0.271367435455,-0.14,1
2.8,3.22150492668,3.09,0.421504926682,0.29,1
1.86,2.1464304924,1.89,0.286430492401,0.03,1
1.41,2.07722234726,1.49,0.66722234726,0.08,1
5.42,6.04606533051,5.52,0.626065330505,0.1,1
2.49,2.91070628166,2.48,0.420706281662,-0.01,1
7.33,7.47765493393,7.99,0.147654933929,0.66,1
2.64,3.00875401497,2.41,0.368754014969,-0.23,1
1.31,1.66494786739,1.13,0.354947867393,-0.18,1
5.46,6.61143922806,6.26,1.15143922806,0.8,1
4.45,4.7289686203,4.12,0.2789686203,-0.33,1
1.58,1.91297268867,1.39,0.332972688675,-0.19,1
3.19,3.49828147888,2.79,0.308281478882,-0.4,1
5.22,5.58128595352,5.14,0.361285953522,-0.08,1
2.1,2.78997969627,2.27,0.689979696274,0.17,1
1.32,1.60819411278,1.26,0.288194112778,-0.06,1
4.96,5.51504802704,5.6,0.555048027039,0.64,1
2.78,3.11040329933,2.39,0.330403299332,-0.39,1
3.24,3.44191169739,3.25,0.201911697388,0.01,1
3.61,3.91418147087,3.79,0.304181470871,0.18,1
2.47,3.06186723709,2.42,0.591867237091,-0.05,1
2.4,2.73845863342,2.26,0.338458633423,-0.14,1
2.14,2.55043172836,1.94,0.410431728363,-0.2,1
5.25,5.45368003845,5.78,0.203680038452,0.53,1
3.91,4.18400192261,3.97,0.274001922607,0.06,1
1.71,2.14449858665,1.63,0.434498586655,-0.08,1
1.37,1.73911428452,1.31,0.369114284515,-0.06,1
1.7,2.11070299149,1.95,0.410702991486,0.25,1
4.15,4.20335435867,3.54,0.0533543586731,-0.61,1
3.51,4.04706716537,4.03,0.537067165375,0.52,1
2.82,3.36817955971,3.12,0.548179559708,0.3,1
5.23,5.83966398239,5.14,0.609663982391,-0.09,1
5.19,5.45466756821,4.92,0.264667568207,-0.27,1
4.52,5.12962532043,4.96,0.609625320435,0.44,1
6.1,6.09444904327,5.19,-0.00555095672607,-0.91,0
2.19,2.64026379585,2.15,0.450263795853,-0.04,1
2.0,2.44855308533,2.22,0.448553085327,0.22,1
4.06,4.53649568558,4.38,0.476495685577,0.32,1
2.6,2.95949196815,2.89,0.359491968155,0.29,1
1.66,1.91797029972,1.57,0.257970299721,-0.09,1
3.54,3.72776412964,3.19,0.187764129639,-0.35,1
4.64,5.35420084,4.9,0.714200839996,0.26,1
1.77,2.12517499924,1.75,0.355174999237,-0.02,1
3.1,3.39137148857,2.82,0.291371488571,-0.28,1
1.86,2.38489818573,2.09,0.52489818573,0.23,1
2.05,2.48865413666,2.05,0.438654136658,0.0,1
1.2,1.65893936157,1.26,0.458939361572,0.06,1
1.75,2.15890955925,1.85,0.40890955925,0.1,1
1.86,2.38911581039,2.13,0.529115810394,0.27,1
2.28,2.58239936829,2.29,0.302399368286,0.01,1
3.92,4.04053258896,3.43,0.120532588959,-0.49,1
3.34,3.87755584717,3.27,0.537555847168,-0.07,1
3.62,4.12108659744,3.54,0.501086597443,-0.08,1
4.03,4.57342624664,4.57,0.543426246643,0.54,1
2.8,3.17899727821,2.68,0.378997278214,-0.12,1
3.3,3.54226589203,3.07,0.242265892029,-0.23,1
3.3,3.68296718597,3.07,0.382967185974,-0.23,1
1.95,2.40066337585,2.23,0.450663375854,0.28,1
1.32,1.6626124382,1.39,0.342612438202,0.07,1
4.44,4.26611375809,4.11,-0.173886241913,-0.33,0
2.15,2.44264125824,2.12,0.29264125824,-0.03,1
3.65,4.10036468506,3.38,0.450364685059,-0.27,1
3.24,3.70975589752,3.22,0.469755897522,-0.02,1
2.9,3.47175312042,3.25,0.571753120422,0.35,1
3.37,3.49266862869,3.81,0.122668628693,0.44,1
3.03,3.3398911953,2.58,0.309891195297,-0.45,1
4.7,5.15186929703,4.69,0.451869297028,-0.01,1
3.83,4.3083524704,4.15,0.478352470398,0.32,1
2.3,2.61424326897,2.28,0.314243268967,-0.02,1
2.23,2.58506059647,2.19,0.355060596466,-0.04,1
1.3,1.61953556538,1.32,0.319535565376,0.02,1
1.97,2.26800084114,2.05,0.298000841141,0.08,1
3.77,4.22058916092,3.58,0.450589160919,-0.19,1
1.27,1.67051684856,1.38,0.400516848564,0.11,1
2.99,3.30276250839,2.94,0.312762508392,-0.05,1
3.47,3.85805869102,3.81,0.388058691025,0.34,1
1.57,1.86317074299,1.36,0.293170742989,-0.21,1
1.8,2.1254298687,1.7,0.325429868698,-0.1,1
2.88,3.62551426888,3.14,0.745514268875,0.26,1
3.58,3.91637921333,3.27,0.336379213333,-0.31,1
1.69,2.14912939072,1.86,0.459129390717,0.17,1
2.0,2.49768543243,2.25,0.497685432434,0.25,1
2.55,2.87751293182,2.44,0.327512931824,-0.11,1
2.5,2.97579097748,2.66,0.475790977478,0.16,1
1.47,1.87626492977,1.6,0.406264929771,0.13,1
2.63,2.92980527878,2.51,0.299805278778,-0.12,1
4.16,4.43073225021,3.61,0.270732250214,-0.55,1
3.86,4.38354492188,3.34,0.523544921875,-0.52,1
6.09,6.38817834854,6.99,0.298178348541,0.9,1
1.49,1.74299037457,1.43,0.252990374565,-0.06,1
2.33,2.81369185448,2.3,0.483691854477,-0.03,1
2.52,2.69479823112,2.17,0.174798231125,-0.35,1
3.0,3.15791606903,2.85,0.157916069031,-0.15,1
3.45,3.60222887993,3.2,0.152228879929,-0.25,1
3.41,3.76287150383,3.3,0.35287150383,-0.11,1
2.83,3.59956455231,3.16,0.769564552307,0.33,1
1.47,1.92381858826,1.54,0.453818588257,0.07,1
1.72,1.98650527,1.73,0.266505270004,0.01,1
4.11,4.26698350906,3.59,0.156983509064,-0.52,1
3.02,3.57004022598,3.43,0.550040225983,0.41,1
2.25,2.50080680847,2.25,0.250806808472,0.0,1
3.15,3.77209591866,3.36,0.622095918655,0.21,1
4.72,5.08119535446,4.68,0.361195354462,-0.04,1
3.91,4.48981904984,4.27,0.579819049835,0.36,1
2.44,3.13285851479,2.7,0.692858514786,0.26,1
2.7,3.33712768555,2.9,0.637127685547,0.2,1
7.26,7.26474523544,7.39,0.00474523544312,0.13,1
1.78,1.97398877144,1.57,0.193988771439,-0.21,1
2.83,3.05464816093,2.7,0.224648160934,-0.13,1
1.72,2.09755277634,1.75,0.377552776337,0.03,1
0.8,1.35419583321,0.88,0.554195833206,0.08,1
2.03,2.40718650818,2.08,0.377186508179,0.05,1
2.53,2.82265496254,2.42,0.29265496254,-0.11,1
4.53,5.12232542038,4.54,0.59232542038,0.01,1
1.99,2.36909604073,1.91,0.379096040726,-0.08,1
4.44,4.83908605576,3.89,0.399086055756,-0.55,1
3.19,3.43699574471,3.04,0.246995744705,-0.15,1
2.79,3.24742174149,2.91,0.457421741486,0.12,1
3.7,4.23364830017,3.97,0.533648300171,0.27,1
3.75,4.06455945969,4.2,0.314559459686,0.45,1
1.84,2.40433645248,1.9,0.564336452484,0.06,1
2.88,3.0762181282,2.46,0.196218128204,-0.42,1
1.75,2.12566518784,1.7,0.375665187836,-0.05,1
2.69,2.82264351845,2.3,0.132643518448,-0.39,1
6.13,5.98015785217,5.95,-0.149842147827,-0.18,0
2.83,3.23174309731,2.41,0.401743097305,-0.42,1
4.77,5.20566129684,4.62,0.435661296844,-0.15,1
3.28,3.52986216545,3.3,0.249862165451,0.02,1
2.93,3.1398396492,2.57,0.2098396492,-0.36,1
3.97,4.26677656174,3.9,0.296776561737,-0.07,1
3.85,4.09854841232,3.7,0.248548412323,-0.15,1
3.52,3.92654132843,3.26,0.40654132843,-0.26,1
2.59,2.78671813011,2.29,0.196718130112,-0.3,1
2.53,3.25081157684,2.74,0.720811576843,0.21,1
2.65,3.41777253151,3.04,0.767772531509,0.39,1
3.01,3.46423363686,2.99,0.454233636856,-0.02,1
2.12,2.77314662933,2.41,0.653146629333,0.29,1
1.99,2.38968253136,2.06,0.399682531357,0.07,1
2.88,3.28516840935,2.7,0.405168409348,-0.18,1
2.68,2.97963309288,2.59,0.29963309288,-0.09,1
1.33,1.70412540436,1.43,0.374125404358,0.1,1
3.26,3.57029891014,3.47,0.310298910141,0.21,1
1.55,1.80300498009,1.33,0.253004980087,-0.22,1
2.52,2.93596839905,2.62,0.415968399048,0.1,1
2.28,2.65945839882,2.39,0.379458398819,0.11,1
1.87,2.30143475533,2.0,0.431434755325,0.13,1
7.01,7.0999879837,6.19,0.0899879837036,-0.82,1
2.84,3.25680279732,2.83,0.416802797318,-0.01,1
1.64,2.02678537369,1.45,0.386785373688,-0.19,1
1.91,2.17792749405,1.7,0.267927494049,-0.21,1
3.64,3.90113568306,3.22,0.26113568306,-0.42,1
3.0,3.05827236176,2.55,0.0582723617554,-0.45,1
5.25,5.52635145187,4.82,0.276351451874,-0.43,1
4.33,4.52912330627,4.29,0.199123306274,-0.04,1
2.12,2.35723114014,2.0,0.237231140137,-0.12,1
3.6,4.21144580841,3.49,0.611445808411,-0.11,1
1.3,1.72194814682,1.16,0.42194814682,-0.14,1
1.35,1.71752941608,1.42,0.367529416084,0.07,1
4.01,4.36898183823,3.99,0.358981838226,-0.02,1
3.42,3.75380468369,3.14,0.333804683685,-0.28,1
3.54,3.81148743629,3.49,0.271487436295,-0.05,1
3.32,3.66444849968,2.93,0.34444849968,-0.39,1
2.49,2.62885475159,2.25,0.138854751587,-0.24,1
2.83,3.17182040215,2.86,0.341820402145,0.03,1
5.01,5.47170972824,4.75,0.461709728241,-0.26,1
2.18,2.59709739685,2.3,0.417097396851,0.12,1
1.72,2.24794578552,1.76,0.527945785522,0.04,1
1.79,2.14718008041,1.62,0.357180080414,-0.17,1
2.32,2.89570617676,2.6,0.575706176758,0.28,1
2.33,2.88649988174,2.6,0.556499881744,0.27,1
3.99,4.38598251343,4.0,0.395982513428,0.01,1
2.37,2.86474633217,2.57,0.494746332169,0.2,1
3.3,3.52314591408,2.84,0.223145914078,-0.46,1
2.91,3.22456741333,2.58,0.31456741333,-0.33,1
1.67,2.00343394279,1.66,0.333433942795,-0.01,1
2.8,3.01619338989,2.56,0.216193389893,-0.24,1
2.75,3.35018134117,3.08,0.600181341171,0.33,1
2.68,2.88472008705,2.82,0.204720087051,0.14,1
1.54,2.03783798218,1.6,0.497837982178,0.06,1
1.97,2.2979490757,1.99,0.327949075699,0.02,1
2.81,3.10339999199,2.52,0.293399991989,-0.29,1
3.58,4.03207063675,3.63,0.452070636749,0.05,1
2.73,3.0419459343,2.74,0.311945934296,0.01,1
2.73,3.30151629448,2.96,0.571516294479,0.23,1
2.67,2.7387983799,2.28,0.0687983798981,-0.39,1
1.86,2.1292142868,1.77,0.269214286804,-0.09,1
5.21,5.35418081284,4.67,0.144180812836,-0.54,1
1.8,2.21046566963,1.55,0.410465669632,-0.25,1
6.33,6.63488960266,6.61,0.304889602661,0.28,1
2.78,3.2657752037,2.83,0.485775203705,0.05,1
2.15,2.54168796539,2.06,0.391687965393,-0.09,1
3.93,4.00698947906,3.65,0.0769894790649,-0.28,1
3.67,4.15817260742,3.86,0.488172607422,0.19,1
3.25,3.31318163872,2.82,0.0631816387177,-0.43,1
1.97,2.49464035034,1.84,0.524640350342,-0.13,1
1.32,1.76526939869,1.38,0.445269398689,0.06,1
5.31,5.74592733383,5.62,0.435927333832,0.31,1
2.7,3.31356167793,2.66,0.613561677933,-0.04,1
4.03,4.32453680038,3.71,0.294536800385,-0.32,1
2.67,3.21014070511,2.93,0.540140705109,0.26,1
2.15,2.69703507423,2.35,0.547035074234,0.2,1
5.29,5.70383882523,5.88,0.413838825226,0.59,1
2.38,2.77784347534,2.5,0.397843475342,0.12,1
3.64,4.29377365112,3.9,0.653773651123,0.26,1
2.92,3.06739974022,2.61,0.147399740219,-0.31,1
3.52,4.10859298706,3.93,0.588592987061,0.41,1
1.71,2.20406961441,1.84,0.49406961441,0.13,1
4.24,4.53761816025,3.97,0.297618160248,-0.27,1
2.87,3.35452651978,3.12,0.484526519775,0.25,1
1.9,2.19004130363,1.64,0.290041303635,-0.26,1
1.38,1.8213814497,1.47,0.441381449699,0.09,1
2.43,3.14490914345,2.69,0.714909143448,0.26,1
3.1,3.49727702141,2.72,0.397277021408,-0.38,1
1.68,2.11273980141,1.73,0.432739801407,0.05,1
2.88,3.51799869537,3.01,0.637998695374,0.13,1
1.35,1.79668605328,1.39,0.446686053276,0.04,1
3.9,3.95190167427,3.55,0.0519016742706,-0.35,1
2.92,3.36247563362,2.94,0.442475633621,0.02,1
4.66,5.11472463608,4.44,0.454724636078,-0.22,1
1.4,1.84307670593,1.42,0.443076705933,0.02,1
2.67,3.09138631821,2.78,0.421386318207,0.11,1
3.02,3.52772665024,3.18,0.507726650238,0.16,1
1.99,2.37643051147,2.21,0.386430511475,0.22,1
2.3,2.77297616005,2.38,0.472976160049,0.08,1
4.27,4.74501180649,4.42,0.475011806488,0.15,1
2.05,2.24411725998,1.88,0.194117259979,-0.17,1
1.96,2.33816623688,2.0,0.378166236877,0.04,1
3.24,3.68725204468,3.49,0.447252044678,0.25,1
7.0,7.16090679169,6.64,0.160906791687,-0.36,1
1.08,1.35101604462,1.01,0.271016044617,-0.07,1
5.21,5.58384084702,5.52,0.373840847015,0.31,1
2.42,3.23648786545,2.74,0.816487865448,0.32,1
7.25,7.18056821823,6.77,-0.0694317817688,-0.48,0
3.94,4.64537143707,4.31,0.705371437073,0.37,1
3.1,3.77368068695,3.46,0.673680686951,0.36,1
2.37,2.70686388016,2.13,0.336863880157,-0.24,1
2.03,2.45281863213,1.88,0.422818632126,-0.15,1
1.2,1.76103591919,1.36,0.561035919189,0.16,1
0.53,0.892560064793,0.6,0.362560064793,0.07,1
2.96,3.31636881828,3.16,0.356368818283,0.2,1
2.03,2.49169015884,2.07,0.461690158844,0.04,1
2.54,3.0979988575,2.78,0.557998857498,0.24,1
3.23,4.06409311295,3.54,0.834093112946,0.31,1
1.3,1.70667421818,1.23,0.406674218178,-0.07,1
1.82,2.36872553825,1.97,0.548725538254,0.15,1
3.75,4.14931058884,4.2,0.399310588837,0.45,1
1.9,2.57161784172,1.99,0.671617841721,0.09,1
2.5,2.88828253746,2.42,0.38828253746,-0.08,1
1.39,1.86203289032,1.53,0.47203289032,0.14,1
1.35,1.72800004482,1.19,0.378000044823,-0.16,1
1.59,1.97826194763,1.67,0.388261947632,0.08,1
2.78,3.22643518448,3.0,0.446435184479,0.22,1
2.96,3.22361397743,3.1,0.263613977432,0.14,1
2.5,2.85162878036,2.68,0.351628780365,0.18,1
2.7,3.2743897438,2.8,0.574389743805,0.1,1
2.92,3.41688847542,3.03,0.496888475418,0.11,1
3.2,3.4504942894,3.14,0.250494289398,-0.06,1
4.53,4.63188505173,4.28,0.101885051727,-0.25,1
3.19,3.3356180191,2.94,0.145618019104,-0.25,1
3.51,3.78602576256,3.4,0.276025762558,-0.11,1
4.57,4.89372777939,4.38,0.323727779388,-0.19,1
2.26,2.83359026909,2.44,0.573590269089,0.18,1
3.09,3.33709788322,2.93,0.247097883224,-0.16,1
1.92,2.33276629448,2.16,0.412766294479,0.24,1
1.87,2.19210362434,1.64,0.322103624344,-0.23,1
3.66,4.0104393959,3.43,0.350439395905,-0.23,1
3.02,3.50553631783,3.06,0.485536317825,0.04,1
4.18,4.62465810776,3.61,0.444658107758,-0.57,1
2.36,3.13463306427,2.47,0.77463306427,0.11,1
4.59,5.09920549393,5.21,0.509205493927,0.62,1
3.33,3.57638859749,3.41,0.246388597488,0.08,1
2.84,3.27226066589,2.91,0.432260665894,0.07,1
3.51,3.88804721832,3.3,0.378047218323,-0.21,1
3.29,3.90902638435,3.67,0.619026384354,0.38,1
2.77,3.04696464539,2.65,0.276964645386,-0.12,1
3.6,3.88067531586,3.66,0.280675315857,0.06,1
3.32,3.33844828606,3.02,0.0184482860565,-0.3,1
1.19,1.6649210453,1.12,0.474921045303,-0.07,1
2.6,3.22021079063,2.98,0.620210790634,0.38,1
3.55,4.11856222153,3.93,0.568562221527,0.38,1
4.51,4.9515042305,5.08,0.441504230499,0.57,1
2.01,2.34496021271,1.81,0.334960212708,-0.2,1
4.3,4.59664487839,4.2,0.296644878387,-0.1,1
2.23,2.69202637672,2.54,0.462026376724,0.31,1
2.35,3.00450587273,2.63,0.654505872726,0.28,1
1.73,2.248067379,1.93,0.518067378998,0.2,1
1.34,1.76489329338,1.19,0.424893293381,-0.15,1
2.0,2.49826645851,2.18,0.498266458511,0.18,1
2.8,3.34692311287,3.2,0.546923112869,0.4,1
3.24,3.56961345673,2.89,0.329613456726,-0.35,1
1.35,1.79894196987,1.2,0.448941969872,-0.15,1
6.3,6.67521619797,6.18,0.375216197968,-0.12,1
4.78,5.10222673416,5.12,0.322226734161,0.34,1
3.71,4.23931121826,3.93,0.529311218262,0.22,1
2.06,2.82941031456,2.22,0.76941031456,0.16,1
1.95,2.47537732124,1.93,0.525377321243,-0.02,1
2.48,2.90508556366,2.52,0.42508556366,0.04,1
1.96,2.56253147125,2.02,0.602531471252,0.06,1
3.66,3.88982772827,3.28,0.229827728271,-0.38,1
6.35,7.03680324554,7.06,0.686803245544,0.71,1
2.73,3.03854227066,2.66,0.30854227066,-0.07,1
4.18,4.4102897644,3.63,0.230289764404,-0.55,1
4.5,4.68253993988,4.42,0.18253993988,-0.08,1
2.46,3.12281918526,2.69,0.662819185257,0.23,1
3.35,3.70735192299,3.55,0.357351922989,0.2,1
1.72,2.36367082596,1.76,0.643670825958,0.04,1
3.61,3.88358950615,3.26,0.273589506149,-0.35,1
3.43,3.97427630424,3.79,0.544276304245,0.36,1
3.29,3.55793833733,3.7,0.267938337326,0.41,1
1.49,1.85106134415,1.45,0.361061344147,-0.04,1
2.9,2.95977520943,2.66,0.0597752094269,-0.24,1
3.32,4.24501562119,3.7,0.925015621185,0.38,1
1.62,1.95191037655,1.67,0.331910376549,0.05,1
0.53,0.989576220512,0.46,0.459576220512,-0.07,1
1.04,1.5880177021,1.02,0.548017702103,-0.02,1
2.95,3.28065633774,3.0,0.330656337738,0.05,1
3.24,3.76540493965,3.6,0.525404939651,0.36,1
2.72,3.21244215965,2.83,0.492442159653,0.11,1
